OBJECTID,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,index_right,FID,SBZ,Name
111579,14200103144200204390,14,7,13,000,2020,01,13,6,3,5,3,0,1,1,0,0,0,0,"736412,870500000190000","5692681,956599999200000",12.394182398000055,51.336188151000044,0,3,3,3,Südost
111775,14200107144200114130,14,7,13,000,2020,01,09,3,3,0,7,0,0,1,0,0,0,0,"729674,715699999590000","5692499,943499999100000",12.29749980300005,51.33731543700003,0,7,7,7,Alt-West
112172,14200103144200111210,14,7,13,000,2020,01,09,6,3,9,1,0,0,1,0,0,0,0,"731832,247999999670000","5688295,693000000000000",12.325687102000074,51.298699129000056,0,5,5,5,Südwest
112390,14200108148210135020,14,7,13,000,2020,01,09,4,3,2,6,0,0,1,0,0,0,0,"740009,473000000230000","5694423,856000000600000",12.446893326000065,51.35031651600008,1,2,2,2,Ost
112425,14200126148310169570,14,7,13,000,2020,01,05,1,3,9,1,2,0,1,0,0,0,0,"732971,143600000070000","5692848,104900000600000",12.344969218000074,51.33909992400004,1,7,7,7,Alt-West
112426,14200126144310169390,14,7,13,000,2020,01,11,1,2,9,1,0,0,1,0,0,0,0,"737877,861999999730000","5699647,711999999400000",12.419834772000058,51.39810139900004,1,1,1,1,Nordost
112428,14200126144200192610,14,7,13,000,2020,01,18,1,3,4,2,2,0,1,0,0,0,0,"736720,708700000310000","5692015,727199999600000",12.398151072000076,51.330079924000074,0,3,3,3,Südost
112474,14200123148410204560,14,7,13,000,2020,01,16,5,2,6,6,0,1,0,1,0,0,0,"735447,402800000270000","5693454,142300000400000",12.380857581000043,51.34352004900006,0,0,0,0,Mitte
112475,14200123148223224290,14,7,13,000,2020,01,18,5,3,5,3,2,1,1,0,0,0,0,"735291,977300000380000","5690263,311100000500000",12.37652330800006,51.31494235300005,0,4,4,4,Süd
112476,14200123144200182481,14,7,13,000,2020,01,14,5,3,5,2,0,0,1,0,0,0,0,"729849,651399999860000","5692856,465500000900000",12.300236999000049,51.340445275000036,0,7,7,7,Alt-West
112477,14200123144200163300,14,7,13,000,2020,01,17,5,3,5,2,2,1,1,0,0,0,0,"732078,074500000100000","5692452,077800000100000",12.331911954000077,51.33591006200004,0,7,7,7,Alt-West
112491,14200122144200159150,14,7,13,000,2020,01,09,4,3,5,3,0,1,1,0,0,0,0,"732388,919300000180000","5692411,802200000700000",12.336340318000055,51.33542158800003,1,7,7,7,Alt-West
112550,14200119148410182950,14,7,13,000,2020,01,18,1,3,5,3,2,0,1,0,0,0,0,"735855,524899999610000","5693715,583399999900000",12.386880115000054,51.34569765900005,1,0,0,0,Mitte
112563,14200118148210151360,14,7,13,000,2020,01,08,7,3,4,2,0,0,1,0,0,0,0,"734726,273000000040000","5690203,143999999400000",12.368380732000048,51.31463585200004,1,4,4,4,Süd
112581,14200117148110146170,14,7,13,000,2020,01,07,6,3,6,2,2,0,1,1,0,0,0,"731363,374800000340000","5692764,740100000100000",12.321872731000042,51.33900798600007,0,7,7,7,Alt-West
112582,14200117144200254090,14,7,13,000,2020,01,13,6,2,4,6,0,0,1,0,0,0,0,"728028,487399999980000","5700168,120600000000000",12.278824744000076,51.40681677500004,0,8,8,8,Nordwest
112583,14200117144200151200,14,7,13,000,2020,01,09,6,3,3,2,0,1,0,0,0,1,0,"737345,649500000290000","5690243,883400000600000",12.405925658000058,51.313915276000046,1,4,4,4,Süd
112584,14200117144200146120,14,7,13,000,2020,01,11,6,3,2,6,0,0,1,0,0,0,1,"736062,297500000340000","5700908,385099999600000",12.39462147300003,51.41017547300004,0,9,9,9,Nord
112611,14200116148310143680,14,7,13,000,2020,01,17,5,3,2,6,2,0,1,0,0,0,0,"727181,560300000010000","5693383,602000000000000",12.262331270000061,51.34624984300007,0,7,7,7,Alt-West
112613,14200116144310201990,14,7,13,000,2020,01,11,5,3,2,6,0,0,1,0,0,1,0,"744527,286799999890000","5692992,138000000300000",12.510663191000049,51.33554136200007,0,2,2,2,Ost
112630,14200115148410140800,14,7,13,000,2020,01,17,4,3,2,6,2,0,1,0,0,0,1,"736816,883999999610000","5691829,702999999700000",12.399405459000036,51.32837011200007,0,3,3,3,Südost
112631,14200115144200146130,14,7,13,000,2020,01,06,4,2,2,6,2,0,1,0,0,0,1,"734513,350399999880000","5689674,436499999800000",12.36498332900004,51.30997768300006,0,4,4,4,Süd
112632,14200115144200143540,14,7,13,000,2020,01,07,4,2,5,3,1,1,1,0,0,0,0,"734945,841400000270000","5690221,779899999500000",12.371538016000045,51.31471254200005,0,4,4,4,Süd
112633,14200115144200143521,14,7,13,000,2020,01,15,4,3,5,3,0,0,1,0,1,0,0,"739759,492399999870000","5688230,525399999700000",12.439145278000069,51.29483208800008,0,3,3,3,Südost
112634,14200115144200140600,14,7,13,000,2020,01,04,4,2,9,1,2,0,1,0,0,0,0,"744064,823699999600000","5692072,442800000300000",12.503407078000066,51.32748558900005,0,2,2,2,Ost
112643,14200114144310149250,14,7,13,000,2020,01,00,3,3,9,1,2,0,0,0,0,1,0,"744537,776999999770000","5692957,593200000000000",12.510789784000053,51.33522680900006,0,2,2,2,Ost
112657,14200113148310135140,14,7,13,000,2020,01,16,2,3,4,2,2,0,1,0,0,0,0,"727279,877000000330000","5690036,369999999200000",12.261605692000046,51.31616111100004,0,6,6,6,West
112658,14200113144310146140,14,7,13,000,2020,01,07,2,3,2,6,1,0,1,0,0,0,0,"744573,553100000140000","5692839,779999999300000",12.511221507000073,51.33415404300007,0,2,2,2,Ost
112679,14200128148410235230,14,7,13,000,2020,01,13,3,3,2,6,0,0,1,0,0,0,0,"733559,068599999880000","5693107,486099999400000",12.353565158000038,51.34118710900003,1,0,0,0,Mitte
112724,14200109148310122640,14,7,13,000,2020,01,11,5,3,1,6,0,0,1,0,0,0,0,"726271,465800000350000","5690212,389200000100000",12.247271056000045,51.31814316300006,1,6,6,6,West
112725,14200109148122124820,14,7,13,000,2020,01,17,5,3,6,2,1,0,1,1,0,0,0,"735107,023199999700000","5697039,222500000100000",12.378348308000056,51.37584170000008,1,9,9,9,Nord
112742,14200221144200263100,14,7,13,000,2020,02,15,6,3,5,3,0,1,1,0,0,0,0,"734888,424200000240000","5698789,141699999600000",12.376369995000061,51.39163993200003,0,9,9,9,Nord
112743,14200207144200213740,14,7,13,000,2020,02,06,6,2,4,2,2,0,1,0,0,0,0,"736142,826000000350000","5701506,379000000700000",12.39617544500004,51.41550958100004,0,9,9,9,Nord
112763,14200201144200201950,14,7,13,000,2020,02,18,7,2,0,4,2,0,0,1,0,0,1,"735429,079099999740000","5693511,282800000200000",12.380632736000052,51.34404054700008,0,0,0,0,Mitte
112769,14200216148210246970,14,7,13,000,2020,02,15,1,3,0,7,0,0,1,0,0,0,0,"737284,804499999620000","5690925,314999999500000",12.405507563000072,51.32005725500005,0,3,3,3,Südost
112772,14200208148410205680,14,7,13,000,2020,02,13,7,3,5,2,0,1,1,0,0,0,0,"736540,807500000110000","5692203,171499999200000",12.395697863000066,51.33183729400008,0,3,3,3,Südost
112776,14200220148210237100,14,7,13,000,2020,02,13,5,3,2,6,0,0,1,0,0,0,0,"735054,172100000080000","5690235,918800000100000",12.373099018000062,51.31479472900003,1,4,4,4,Süd
112801,14200211144200216690,14,7,13,000,2020,02,07,3,2,5,3,0,0,1,0,0,0,1,"728242,656800000000000","5685705,536000000300000",12.272629534000032,51.27689639100004,0,5,5,5,Südwest
112814,14200227144200251860,14,7,13,000,2020,02,08,5,2,6,4,0,0,0,1,0,0,1,"735400,072999999860000","5693528,552999999400000",12.380228420000037,51.344207580000045,0,0,0,0,Mitte
112849,14200226144200302610,14,7,13,000,2020,02,12,4,2,1,6,0,0,1,0,0,0,0,"736631,978699999860000","5695739,627599999300000",12.399354815000038,51.36354308500006,1,9,9,9,Nord
112859,14200225148410244470,14,7,13,000,2020,02,09,3,3,3,6,0,1,1,0,0,0,0,"733847,472900000400000","5693191,528699999700000",12.357753775000049,51.34182298400003,1,0,0,0,Mitte
112870,14200218144200230530,14,7,13,000,2020,02,07,3,2,4,1,0,0,1,0,0,0,0,"740345,385400000030000","5687663,565400000700000",12.44715157500002,51.28949626000008,0,3,3,3,Südost
112874,14200215144310291310,14,7,13,000,2020,02,02,7,3,8,6,2,0,1,0,0,0,0,"730617,808600000110000","5683079,357300000300000",12.304931732000057,51.25236473100006,1,5,5,5,Südwest
112876,14200222144200246870,14,7,13,000,2020,02,11,7,3,3,6,0,0,1,0,0,0,0,"736534,129700000400000","5695046,921700000800000",12.397491239000033,51.35736601700006,0,1,1,1,Nordost
112887,14200220144100244390,14,7,13,000,2020,02,16,5,3,2,2,0,1,1,0,0,0,0,"737353,916600000110000","5690244,410599999100000",12.406044417000032,51.31391656000005,0,3,3,3,Südost
112918,14200228144320368260,14,7,13,000,2020,02,08,6,3,6,2,0,0,1,1,0,0,0,"735729,387000000100000","5693560,582000000400000",12.384969555000055,51.34435864000005,0,0,0,0,Mitte
112946,14200225144310257280,14,7,13,000,2020,02,03,3,3,9,1,2,0,1,0,0,0,0,"735928,875000000000000","5700416,793500000600000",12.392379535000032,51.40581841000005,1,9,9,9,Nord
112971,14200210144200213720,14,7,13,000,2020,02,09,2,3,2,6,0,0,1,0,0,0,1,"736517,633899999780000","5696134,594900000800000",12.397977955000044,51.36713596700008,1,9,9,9,Nord
112995,14200214144200457940,14,7,13,000,2020,02,18,6,3,6,4,2,0,0,1,0,0,1,"735411,393600000070000","5693521,812699999700000",12.38038621800007,51.34414238900007,1,0,0,0,Mitte
113008,14200219148110233050,14,7,13,000,2020,02,03,4,3,8,1,2,0,1,0,0,0,0,"736633,420500000010000","5695729,196300000000000",12.39936854900003,51.36344885200003,0,9,9,9,Nord
113011,14200225148410251990,14,7,13,000,2020,02,15,3,3,2,6,0,0,1,0,0,0,0,"736337,399400000460000","5694331,209200000400000",12.394195499000034,51.351023515000065,0,0,0,0,Mitte
113029,14200226148410259530,14,7,13,000,2020,02,18,4,3,2,4,2,0,1,1,0,0,0,"735851,907899999990000","5693711,731000000600000",12.386825721000037,51.34566458000006,1,0,0,0,Mitte
113031,14200213144200232960,14,7,13,000,2020,02,09,5,2,5,3,0,0,1,0,0,0,0,"729680,591599999930000","5687336,701799999900000",12.294259272000033,51.29096199400004,0,5,5,5,Südwest
113032,14200204144200195690,14,7,13,000,2020,02,13,3,3,4,2,0,1,1,0,0,0,0,"732078,427299999630000","5692452,163100000500000",12.331917065000027,51.335910684000055,0,7,7,7,Alt-West
113083,14200217144200230500,14,7,13,000,2020,02,18,2,3,2,2,2,0,1,0,0,0,0,"729166,629499999810000","5693189,886299999400000",12.290661958000044,51.34371412000007,0,7,7,7,Alt-West
113087,14200129148323192930,14,7,13,000,2020,01,22,4,3,2,2,2,0,1,0,0,0,1,"728688,389999999660000","5693235,630000000800000",12.28383629600006,51.34431733200006,0,7,7,7,Alt-West
113089,14200211144200213730,14,7,13,000,2020,02,14,3,3,5,3,0,0,1,0,0,1,0,"727621,243900000120000","5685558,746700000000000",12.263641539000048,51.27582712600008,1,5,5,5,Südwest
113123,14200225148220254130,14,7,13,000,2020,02,13,3,3,2,6,0,0,1,0,0,0,0,"737367,822300000120000","5690256,925499999900000",12.406251915000041,51.314023097000074,1,3,3,3,Südost
113153,14200203144200230660,14,7,13,000,2020,02,07,2,3,5,3,2,1,1,0,0,0,0,"739759,179399999790000","5688230,851700000500000",12.439141016000065,51.29483514900005,1,3,3,3,Südost
113180,14200328144200359690,14,7,13,000,2020,03,16,7,2,4,2,0,0,1,0,1,0,0,"727711,666299999690000","5697687,794099999600000",12.27268624800007,51.384677647000046,0,8,8,8,Nordwest
113181,14200303144200282610,14,7,13,000,2020,03,15,3,3,6,4,0,0,0,1,0,0,1,"734437,572300000120000","5693412,590399999200000",12.366356706000033,51.34356433900007,0,0,0,0,Mitte
113183,14200408144200387760,14,7,13,000,2020,04,13,4,3,2,2,0,0,1,0,0,0,1,"739637,614000000060000","5694462,883999999600000",12.441589505000024,51.35082370500004,0,2,2,2,Ost
113184,14200312144200323550,14,7,13,000,2020,03,16,5,3,6,4,0,0,1,1,0,0,0,"733725,583800000140000","5693143,343499999500000",12.355975202000025,51.34144056400004,0,0,0,0,Mitte
113186,14200419148310363810,14,7,13,000,2020,04,15,1,3,5,3,0,0,1,0,0,0,0,"726273,251699999910000","5690213,076400000600000",12.247297078000031,51.31814862200008,0,6,6,6,West
113188,14200406148410400230,14,7,13,000,2020,04,12,2,3,8,1,0,0,1,0,0,0,0,"736244,100399999880000","5694031,191199999300000",12.392658983000047,51.34836928200008,0,0,0,0,Mitte
113189,14200312144200320860,14,7,13,000,2020,03,12,5,3,3,6,0,0,1,0,0,0,0,"740739,743900000120000","5694461,841000000000000",12.457386322000048,51.35034865200004,0,2,2,2,Ost
113192,14200416144310359740,14,7,13,000,2020,04,10,5,3,3,6,0,0,1,0,0,0,0,"739630,854199999940000","5698537,006300000500000",12.444238253000037,51.38739459100003,0,1,1,1,Nordost
113232,14200313144200300420,14,7,13,000,2020,03,16,6,2,5,3,0,1,1,0,0,0,0,"739923,326299999840000","5694457,078800000300000",12.445680927000069,51.350651080000034,0,2,2,2,Ost
113254,14200311148110340980,14,7,13,000,2020,03,10,4,3,2,6,0,0,1,0,0,0,0,"730291,884300000030000","5701125,629899999100000",12.311933680000038,51.41449787000005,1,8,8,8,Nordwest
113255,14200316144200312350,14,7,13,000,2020,03,19,2,3,1,2,2,0,1,0,0,0,0,"732155,216099999850000","5692471,366200000000000",12.333030023000049,51.33605172500006,0,7,7,7,Alt-West
113257,14200311144200300450,14,7,13,000,2020,03,07,4,3,5,3,0,1,1,0,0,0,0,"728891,862200000320000","5691753,559200000000000",12.285800532000053,51.330930641000066,1,6,6,6,West
113284,14200409144200375800,14,7,13,000,2020,04,14,5,3,5,3,0,1,0,0,0,1,0,"742489,251699999910000","5691545,057800000500000",12.480476858000031,51.32342584700007,0,2,2,2,Ost
113309,14200324144200320470,14,7,13,000,2020,03,05,3,3,5,3,0,0,1,0,0,0,1,"727279,877000000330000","5690036,369999999200000",12.261605692000046,51.31616111100004,0,6,6,6,West
113323,14200416148410363830,14,7,13,000,2020,04,15,5,3,5,2,0,1,1,0,0,0,0,"736069,608500000090000","5693821,597200000700000",12.390018868000027,51.34656040900006,0,0,0,0,Mitte
113335,14200310148310288780,14,7,13,000,2020,03,01,3,2,6,6,2,1,0,1,0,0,0,"732875,846800000410000","5692822,471200000500000",12.34358670100005,51.33890885300008,0,7,7,7,Alt-West
113434,14200413148410361460,14,7,13,000,2020,04,15,2,3,2,2,0,0,1,0,0,0,0,"735174,069899999540000","5693551,205299999600000",12.377004143000022,51.344504441000026,0,0,0,0,Mitte
113435,14200309144200277820,14,7,13,000,2020,03,15,2,2,1,7,0,0,1,0,0,1,0,"739954,067200000400000","5698158,732799999400000",12.44861928000006,51.38386283500006,0,1,1,1,Nordost
113439,14200314148410291420,14,7,13,000,2020,03,12,7,2,3,6,0,0,1,0,1,0,0,"735634,503600000400000","5693462,549300000100000",12.383544751000045,51.34351800300004,0,0,0,0,Mitte
113454,14200317144310302670,14,7,13,000,2020,03,13,3,2,9,1,0,0,0,0,0,1,0,"730738,254200000320000","5683048,660399999500000",12.306634941000027,51.252040452000074,0,5,5,5,Südwest
113462,14200302148110265440,14,7,13,000,2020,03,15,2,3,2,6,0,0,1,0,0,0,0,"733895,731700000350000","5696950,315700000200000",12.36091650800006,51.375543795000056,0,9,9,9,Nord
113469,14200302144310265410,14,7,13,000,2020,03,07,2,3,2,6,0,0,1,0,0,0,0,"745569,392300000410000","5691024,144899999700000",12.524238525000044,51.31742970300007,1,2,2,2,Ost
113517,14200307144200282570,14,7,13,000,2020,03,11,7,3,5,3,0,0,1,0,0,0,1,"736476,968899999750000","5693019,596500000000000",12.395325071000059,51.33919221900004,0,2,2,2,Ost
113563,14200314144200302650,14,7,13,000,2020,03,17,7,3,3,6,0,0,1,0,0,0,0,"734877,614900000390000","5689005,970899999100000",12.369760400000075,51.30382704600004,0,4,4,4,Süd
113569,14200406144320474870,14,7,13,000,2020,04,13,2,3,5,3,0,1,1,0,0,0,0,"736990,357300000270000","5691388,802200000700000",12.401597744000071,51.32434028600005,0,3,3,3,Südost
113632,14200415148210373190,14,7,13,000,2020,04,09,4,3,3,6,0,1,1,0,0,0,0,"735733,534400000240000","5690281,458100000400000",12.382859960000076,51.31492253300007,0,4,4,4,Süd
113650,14200402148310337530,14,7,13,000,2020,04,13,5,3,2,2,0,0,1,0,0,0,0,"728688,389999999660000","5693235,630000000800000",12.28383629600006,51.34431733200006,0,7,7,7,Alt-West
113651,14200305148310288790,14,7,13,000,2020,03,13,5,3,2,6,0,0,1,0,0,0,0,"736061,877999999560000","5696939,743000000700000",12.39197716600006,51.374552668000035,0,9,9,9,Nord
113665,14200305144200270340,14,7,13,000,2020,03,16,5,2,5,3,0,0,1,0,1,0,0,"734746,881799999620000","5693486,726900000100000",12.370838796000044,51.34410219800003,0,0,0,0,Mitte
113668,14200305144200268100,14,7,13,000,2020,03,13,5,2,5,3,0,0,1,0,0,0,0,"727956,952499999660000","5699602,208000000600000",12.277434398000025,51.40176524200007,0,8,8,8,Nordwest
113672,14200305144200268090,14,7,13,000,2020,03,12,5,3,3,6,0,0,1,0,0,0,1,"735932,106399999930000","5697353,042099999300000",12.390390334000074,51.378316433000066,0,9,9,9,Nord
113695,14200229144310255851,14,7,13,000,2020,02,20,7,3,2,6,2,0,1,0,0,0,0,"743857,879200000320000","5694676,537699999300000",12.502225287000044,51.35094653500005,1,2,2,2,Ost
113706,14200416144310361350,14,7,13,000,2020,04,18,5,3,3,6,0,0,1,0,0,0,0,"734620,869900000280000","5700686,973400000500000",12.373785757000064,51.408786073000044,0,9,9,9,Nord
113711,14200317148320310600,14,7,13,000,2020,03,10,3,3,9,1,0,0,1,0,0,0,0,"732787,598399999550000","5692526,157900000000000",12.34212831900004,51.33628507900005,0,7,7,7,Alt-West
113739,14200304144200270320,14,7,13,000,2020,03,05,4,2,8,6,0,0,1,0,0,0,0,"728447,078099999580000","5691391,741399999700000",12.279194845000063,51.32786131900008,0,6,6,6,West
113749,14200418145200384730,14,7,13,000,2020,04,14,7,3,5,2,0,1,1,0,0,0,0,"736194,650899999770000","5693813,587600000200000",12.391805817000034,51.34643657700008,0,0,0,0,Mitte
113766,14200325148110323590,14,7,13,000,2020,03,11,4,3,4,2,0,1,1,0,0,0,0,"731303,878200000150000","5697362,278400000200000",12.32400922000005,51.380303438000055,0,8,8,8,Nordwest
113790,14200313144200302630,14,7,13,000,2020,03,16,6,3,0,7,0,1,0,0,0,0,0,"739752,638600000180000","5695493,898499999200000",12.443932873000051,51.36002927800007,0,2,2,2,Ost
113804,14200611144200523270,14,7,13,000,2020,06,12,5,2,8,1,0,0,1,0,0,0,0,"734812,983400000260000","5690204,945299999800000",12.369623924000052,51.31461625400004,0,4,4,4,Süd
113807,14200511148110415660,14,7,13,000,2020,05,16,2,3,1,6,0,0,1,0,0,0,0,"734196,787299999970000","5697032,487700000400000",12.365288600000042,51.37615733700005,1,9,9,9,Nord
113814,14200511144000477760,14,7,29,270,2020,05,20,2,3,9,1,0,0,1,0,0,0,0,"726936,775799999940000","5683795,568499999100000",12.252725769000051,51.26027101200003,1,5,5,5,Südwest
113822,14200518148410443320,14,7,13,000,2020,05,10,2,3,2,6,0,0,1,0,0,0,0,"736322,956699999980000","5692430,250700000700000",12.392726971000059,51.33396615600003,0,3,3,3,Südost
113827,14200518148210431240,14,7,13,000,2020,05,14,2,3,2,2,0,0,1,0,0,0,0,"737743,922199999910000","5690344,111999999700000",12.411696836000033,51.31464871600008,0,3,3,3,Südost
113836,14200518148110458050,14,7,13,000,2020,05,10,2,3,2,6,0,0,1,0,0,0,0,"736631,708800000140000","5695741,287200000100000",12.399352050000061,51.36355809400004,0,9,9,9,Nord
113837,14200530148110474950,14,7,13,000,2020,05,22,7,3,0,1,2,1,0,0,0,0,0,"738298,020100000310000","5694499,260700000500000",12.422412047000023,51.35171338400005,0,1,1,1,Nordost
113849,14200604144200474790,14,7,13,000,2020,06,10,5,3,3,2,0,0,0,0,0,1,1,"738852,972400000320000","5694487,716700000700000",12.430359148000036,51.35137684400007,0,2,2,2,Ost
113867,14200526148410448650,14,7,13,000,2020,05,08,3,3,5,3,0,1,1,0,0,0,0,"735163,885999999940000","5693520,017000000900000",12.376837582000064,51.34422869700006,0,0,0,0,Mitte
113904,14200610148310489130,14,7,13,000,2020,06,14,4,3,1,6,0,1,0,0,0,0,0,"733127,871299999770000","5692922,433199999900000",12.347264022000047,51.33970291000003,1,0,0,0,Mitte
113916,14200528144200488820,14,7,13,000,2020,05,10,5,2,6,4,0,0,1,1,0,0,0,"738712,536399999630000","5689260,663400000000000",12.424845259000051,51.30451832600005,0,3,3,3,Südost
113923,14200512144310437900,14,7,13,000,2020,05,07,3,2,2,6,0,0,1,0,0,0,0,"731467,969600000420000","5701192,980599999400000",12.328860869000039,51.41462367400004,0,8,8,8,Nordwest
113933,14200525148110468800,14,7,13,000,2020,05,15,2,3,5,2,0,1,1,0,0,0,0,"740249,293600000440000","5695926,804199999200000",12.45134557800003,51.36370511200005,0,2,2,2,Ost
113935,14200529148210466170,14,7,13,000,2020,05,15,6,3,5,3,0,0,1,0,1,0,0,"743073,213600000370000","5692855,959100000600000",12.489735936000045,51.33494242100005,0,2,2,2,Ost
113974,14200508144200410230,14,7,13,000,2020,05,15,6,2,5,2,0,1,1,0,0,0,0,"732389,109199999830000","5692411,751700000800000",12.336343007000039,51.335421057000076,0,7,7,7,Alt-West
113982,14200605148410575220,14,7,13,000,2020,06,12,6,3,5,2,0,1,1,0,0,0,0,"736160,323900000190000","5693808,189999999500000",12.391310221000026,51.34640238800006,0,0,0,0,Mitte
113988,14200511148210428620,14,7,13,000,2020,05,15,2,3,2,2,0,0,1,0,0,0,0,"739843,845200000330000","5694472,679999999700000",12.444552179000027,51.35082465200003,1,2,2,2,Ost
114027,14200526144310450240,14,7,13,000,2020,05,10,3,2,3,6,0,0,1,0,0,0,0,"731254,222199999730000","5701193,144500000400000",12.325792530000058,51.414712344000066,0,8,8,8,Nordwest
114039,14200530144200468740,14,7,13,000,2020,05,09,7,3,2,6,0,0,1,0,0,0,0,"742258,320299999790000","5694719,938999999300000",12.479327995000062,51.352020036000056,0,2,2,2,Ost
114050,14200602148410481450,14,7,13,000,2020,06,07,3,3,5,2,0,1,0,0,0,0,1,"733842,367999999780000","5693189,926999999200000",12.357679559000076,51.34181070600005,0,0,0,0,Mitte
114078,14200512144310422280,14,7,13,000,2020,05,12,3,3,4,2,0,0,1,0,0,0,0,"730276,715599999760000","5701141,539699999600000",12.311726254000064,51.414646849000064,0,8,8,8,Nordwest
114101,14200506148210413570,14,7,13,000,2020,05,17,4,3,4,2,0,0,1,0,0,0,0,"735062,082700000140000","5690236,951300000800000",12.37321300700006,51.31480073100005,0,4,4,4,Süd
114103,14200506144200404590,14,7,13,000,2020,05,14,4,2,4,6,0,0,1,0,0,0,0,"730659,428500000390000","5685207,591199999700000",12.306899250000072,51.27145329900003,0,5,5,5,Südwest
114136,14200505148410402480,14,7,13,000,2020,05,14,3,3,5,2,0,0,1,0,1,0,0,"737746,015800000170000","5690341,642000000900000",12.411725176000061,51.314625671000044,0,3,3,3,Südost
114138,14200505148110428560,14,7,13,000,2020,05,14,3,3,1,6,0,0,1,0,0,0,1,"736608,001199999820000","5694558,302799999700000",12.398225419000028,51.35294936200006,0,1,1,1,Nordost
114141,14200505144200626780,14,7,13,000,2020,05,21,3,2,2,6,2,0,1,0,0,0,0,"738141,259999999780000","5689968,478599999100000",12.417137113000024,51.311110918000054,0,3,3,3,Südost
114143,14200505144200488800,14,7,13,000,2020,05,21,3,2,2,6,2,0,1,0,0,0,0,"737733,516200000420000","5690356,388599999200000",12.411555973000077,51.314763259000074,0,3,3,3,Südost
114144,14200522148410450280,14,7,13,000,2020,05,10,6,3,1,6,0,0,1,0,0,0,0,"736204,314399999570000","5693821,434599999300000",12.39194953200007,51.34650299800006,0,0,0,0,Mitte
114153,14200521144000495600,14,7,13,000,2020,05,19,5,3,9,1,0,0,1,0,0,0,0,"727868,593000000340000","5684122,848999999500000",12.266266894000069,51.26283757500005,0,5,5,5,Südwest
114181,14200504144200418200,14,7,13,000,2020,05,13,2,3,5,3,0,1,1,0,0,0,0,"731490,406999999660000","5692723,729000000300000",12.32366668800006,51.338588138000034,1,7,7,7,Alt-West
114233,14200502148410397510,14,7,13,000,2020,05,09,7,3,5,3,0,1,1,0,0,0,0,"736060,575100000020000","5693821,419700000400000",12.389889272000062,51.346562567000035,1,0,0,0,Mitte
114237,14200608148410516470,14,7,13,000,2020,06,18,2,3,5,2,0,1,1,0,0,0,0,"736451,681499999950000","5692994,011199999600000",12.394945695000047,51.33897307600006,0,0,0,0,Mitte
114273,14200501144200396790,14,7,13,000,2020,05,19,6,2,4,1,0,1,0,0,1,0,0,"742859,133000000380000","5688904,774900000500000",12.483977946000039,51.299570568000036,0,3,3,3,Südost
114274,14200521144200488810,14,7,13,000,2020,05,18,5,3,5,3,0,0,1,0,0,0,1,"740752,295199999590000","5694462,902200000400000",12.457566943000074,51.35035286100003,0,2,2,2,Ost
114304,14200522144200441981,14,7,13,000,2020,05,10,6,1,3,2,0,1,1,0,0,0,0,"742491,237200000320000","5692365,867200000200000",12.481063708000022,51.33079208500004,0,2,2,2,Ost
114320,14200530144200495690,14,7,13,000,2020,05,19,7,3,3,6,0,1,1,0,0,0,0,"737761,137000000100000","5690343,620999999300000",12.411943076000057,51.314637118000064,0,3,3,3,Südost
114323,14200430144200395280,14,7,13,000,2020,04,13,5,2,6,4,0,0,1,1,0,0,0,"738856,509600000460000","5689157,408900000200000",12.426837799000054,51.303531141000065,0,3,3,3,Südost
114328,14200520144200442000,14,7,13,000,2020,05,16,4,2,4,2,0,0,1,0,0,0,0,"742267,258000000380000","5694721,705900000400000",12.479457307000075,51.352032085000076,0,2,2,2,Ost
114353,14200526148110448600,14,7,13,000,2020,05,18,3,3,0,7,0,0,0,0,1,0,0,"735034,907800000160000","5702115,014599999400000",12.380674837000072,51.42143305600007,1,9,9,9,Nord
114360,14200523148410475180,14,7,13,000,2020,05,18,7,3,6,6,0,1,0,1,0,0,0,"734637,725700000300000","5693486,425200000400000",12.36927408500003,51.34414454700004,0,0,0,0,Mitte
114400,14200528144200457960,14,7,13,000,2020,05,17,5,3,5,3,0,1,1,0,0,0,0,"728894,915500000120000","5691755,864299999500000",12.285845766000023,51.330950105000056,0,6,6,6,West
114403,14200428148410388090,14,7,13,000,2020,04,14,3,3,5,3,0,0,1,0,0,0,0,"733905,486100000330000","5693223,101700000500000",12.35860597200002,51.34208253800006,0,0,0,0,Mitte
114407,14200512144310437260,14,7,30,270,2020,05,06,3,3,0,7,0,0,1,0,0,1,0,"729551,339100000450000","5701196,986800000100000",12.301348774000076,51.41543866300003,0,8,8,8,Nordwest
114409,14200428148110408050,14,7,13,000,2020,04,11,3,3,2,6,0,0,1,0,0,0,0,"734164,649600000120000","5697028,608400000300000",12.36482509700005,51.37613576700005,0,9,9,9,Nord
114410,14200515148410442070,14,7,13,000,2020,05,06,6,3,2,6,0,0,1,0,0,0,0,"736204,392900000330000","5693820,987500000700000",12.391950360000067,51.34649895300004,0,0,0,0,Mitte
