OBJECTID,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,index_right,FID,SBZ,Name
226126,14200508148410410480,14,7,13,000,2020,05,13,6,3,6,4,0,0,1,1,0,0,0,"733906,456000000240000","5693240,142999999200000",12.358631066000044,51.34223511000005,0,0,0,0,Mitte
226127,14200508148310442050,14,7,13,000,2020,05,11,6,3,5,3,0,1,1,0,0,0,0,"731548,436300000180000","5692893,684800000900000",12.324608837000028,51.340090177000036,0,7,7,7,Alt-West
226129,14200508144200415500,14,7,13,000,2020,05,17,6,3,1,5,0,1,1,0,0,0,0,"731374,467799999750000","5694561,982799999400000",12.323199741000053,51.35513702000003,0,7,7,7,Alt-West
226131,14200501144200488770,14,7,13,000,2020,05,07,6,2,8,1,0,0,0,0,1,0,0,"730371,587899999690000","5688690,464400000900000",12.305025895000028,51.30283578500007,0,5,5,5,Südwest
226140,14200518144200486010,14,7,13,000,2020,05,12,2,3,2,6,0,0,0,0,1,1,0,"739641,333999999800000","5692334,341000000000000",12.440210586000035,51.331716877000076,0,2,2,2,Ost
226157,14200507148110408130,14,7,13,000,2020,05,17,5,3,4,2,0,1,1,0,0,0,0,"738665,957999999630000","5697622,176000000900000",12.429781898000044,51.37958974900005,0,1,1,1,Nordost
226158,14200507144320509570,14,7,13,000,2020,05,15,5,3,2,6,0,0,1,0,0,0,0,"734373,875300000420000","5691601,067399999100000",12.364251996000064,51.32732952900005,0,0,0,0,Mitte
226161,14200507144200448580,14,7,13,000,2020,05,14,5,2,4,2,0,0,1,0,0,0,0,"733226,226400000040000","5693907,945100000100000",12.34931911600006,51.34850912200005,0,0,0,0,Mitte
226163,14200507144200410240,14,7,13,000,2020,05,10,5,3,2,2,0,0,1,0,0,0,1,"732612,056300000290000","5692303,127599999300000",12.339467037000077,51.33435483000005,0,7,7,7,Alt-West
226165,14200507144200410210,14,7,13,000,2020,05,17,5,3,5,3,0,1,1,0,0,0,0,"731955,762600000020000","5692659,834200000400000",12.330294405000075,51.33782494400003,0,7,7,7,Alt-West
226177,14200430144200393460,14,7,13,000,2020,04,14,5,3,5,3,0,1,1,0,0,0,0,"737930,075699999930000","5698195,525699999200000",12.419611005000036,51.385044883000035,0,1,1,1,Nordost
226185,14200430143263424900,14,7,13,000,2020,04,07,5,3,3,6,0,1,1,0,0,0,0,"733167,351300000210000","5691719,642200000600000",12.347042674000022,51.328889719000074,0,5,5,5,Südwest
226190,14200506144200407960,14,7,13,000,2020,05,08,4,3,5,3,0,1,1,0,0,0,0,"731811,276700000280000","5689249,568299999500000",12.326006328000062,51.30727048300008,0,5,5,5,Südwest
226196,14200518144200450220,14,7,13,000,2020,05,20,2,3,6,2,0,0,1,1,0,0,0,"732329,248300000090000","5696220,790699999800000",12.33797164400005,51.36963809800005,0,8,8,8,Nordwest
226199,14200518144200433110,14,7,13,000,2020,05,11,2,3,5,3,0,0,1,0,1,0,0,"728858,414800000380000","5694327,352700000600000",12.286975331000065,51.35404948100006,0,7,7,7,Alt-West
226204,14200522148220448620,14,7,13,000,2020,05,01,6,3,1,1,2,1,1,0,0,0,0,"737493,000900000330000","5693292,800599999700000",12.410067705000074,51.34122109300006,0,2,2,2,Ost
226216,14200529144200468700,14,7,13,000,2020,05,15,6,3,3,5,0,1,1,0,0,0,0,"729219,311900000090000","5694644,520999999700000",12.292353835000029,51.35675129400005,0,7,7,7,Alt-West
226222,14200527148310450260,14,7,13,000,2020,05,15,4,2,0,1,0,1,0,0,0,0,0,"730512,630300000310000","5691837,869500000000000",12.309080097000049,51.331032995000044,0,6,6,6,West
226223,14200524145200468770,14,7,13,000,2020,05,20,1,3,0,1,1,1,0,0,0,0,0,"737202,552400000390000","5693389,416099999100000",12.405969537000033,51.34220955600006,1,2,2,2,Ost
226237,14200521148320486390,14,7,13,000,2020,05,20,5,3,0,1,1,1,0,0,0,0,0,"731357,061900000090000","5685656,045399999200000",12.31717326300003,51.275196349000055,0,5,5,5,Südwest
226242,14200526144200531210,14,7,13,000,2020,05,08,3,2,0,1,0,1,0,0,0,0,1,"732700,325699999930000","5692698,592700000900000",12.340990275000024,51.33786868700008,0,7,7,7,Alt-West
226246,14200530148310498430,14,7,13,000,2020,05,16,7,3,5,3,0,0,0,0,0,0,1,"728550,065700000150000","5689536,002900000700000",12.279481111000052,51.31116050500003,0,6,6,6,West
226251,14200528144200483240,14,7,13,000,2020,05,07,5,2,2,6,0,0,1,0,1,0,0,"738766,468000000340000","5690001,191800000100000",12.426113051000073,51.31114265000008,1,3,3,3,Südost
226252,14200604144200506670,14,7,13,000,2020,06,09,5,1,0,1,0,1,0,0,0,0,0,"729252,058400000450000","5694932,333000000600000",12.293008801000042,51.359321797000064,0,7,7,7,Alt-West
226254,14200522144200446510,14,7,13,000,2020,05,16,6,3,4,2,0,0,1,0,0,0,0,"741209,029799999670000","5696064,053500000400000",12.465198899000029,51.36453036700004,0,2,2,2,Ost
226259,14200605144200477850,14,7,13,000,2020,06,12,6,3,6,4,0,0,1,1,0,0,0,"730360,392300000410000","5693608,764399999800000",12.308043916000031,51.34699196200006,0,7,7,7,Alt-West
226267,14200602148410468960,14,7,13,000,2020,06,08,3,3,5,2,0,1,0,0,0,0,0,"735162,335300000380000","5693388,687400000200000",12.376728626000045,51.343050479000055,0,0,0,0,Mitte
226269,14200602148221559280,14,7,13,000,2020,06,18,3,2,1,1,0,1,1,0,0,0,0,"735405,925400000070000","5691400,487500000700000",12.378906201000063,51.32510294100007,0,0,0,0,Mitte
226270,14200529148110459980,14,7,13,000,2020,05,06,6,2,4,2,0,1,1,0,0,0,0,"735177,688599999990000","5695995,996799999800000",12.37867175200006,51.366448157000036,0,9,9,9,Nord
226275,14200602148110475000,14,7,13,000,2020,06,05,3,3,4,2,0,1,1,0,0,0,0,"733801,129999999890000","5695795,719000000500000",12.358800407000047,51.36521855500007,0,9,9,9,Nord
226277,14200602144200483260,14,7,13,000,2020,06,16,3,3,5,3,0,1,1,0,0,0,0,"738858,577600000430000","5694329,264399999800000",12.430333166000025,51.34995224800008,0,2,2,2,Ost
226286,14200602144200468720,14,7,13,000,2020,06,18,3,2,6,4,0,0,0,1,0,0,1,"735934,455400000330000","5691796,015399999900000",12.386740071000077,51.32843438100008,0,0,0,0,Mitte
226287,14200521148310440701,14,7,13,000,2020,05,19,5,3,5,3,0,1,1,0,0,0,0,"732305,038900000040000","5690615,428899999700000",12.333967435000034,51.31933025400008,0,5,5,5,Südwest
226288,14200602144200466030,14,7,13,000,2020,06,08,3,2,6,2,0,0,1,1,0,0,0,"735389,658300000240000","5691307,666899999600000",12.378611855000031,51.32427648100003,0,4,4,4,Süd
226292,14200522148223495830,14,7,13,000,2020,05,01,6,3,1,6,2,1,1,0,0,0,0,"737502,030199999920000","5693283,429300000900000",12.410190857000032,51.34113320500006,0,2,2,2,Ost
226298,14200603148310483480,14,7,13,000,2020,06,09,4,3,5,3,0,1,1,0,0,0,0,"732136,283599999730000","5692763,641300000300000",12.332949172000042,51.33868313500005,0,7,7,7,Alt-West
226307,14200603148310481360,14,7,13,000,2020,06,22,4,3,4,1,2,1,0,0,1,0,0,"731038,558600000110000","5689313,936100000500000",12.314981068000066,51.30816242800006,0,5,5,5,Südwest
226312,14200527148310458310,14,7,13,000,2020,05,07,4,3,1,5,0,1,1,0,0,0,0,"732973,965400000100000","5690697,652699999500000",12.343603854000037,51.31979488600007,0,5,5,5,Südwest
226314,14200605144200565970,14,7,13,000,2020,06,08,6,3,2,2,0,0,1,0,0,0,0,"735094,261800000440000","5696945,937899999300000",12.378103577000047,51.37500963400004,0,9,9,9,Nord
226322,14200529144200483230,14,7,13,000,2020,05,11,6,3,5,3,0,1,1,0,0,0,0,"731976,010700000450000","5693977,440700000200000",12.331442959000071,51.34964452400004,0,7,7,7,Alt-West
226341,14200603148310478120,14,7,13,000,2020,06,19,4,3,5,3,0,1,1,0,0,0,0,"727524,782999999820000","5694507,699999999300000",12.26796993000005,51.35620397500003,1,7,7,7,Alt-West
226342,14200521144200448550,14,7,13,000,2020,05,10,5,2,5,3,0,1,1,0,0,0,0,"737263,911399999630000","5694405,360700000100000",12.40752595300006,51.35130312900003,0,1,1,1,Nordost
226345,14200604144200531200,14,7,13,000,2020,06,17,5,3,5,2,0,1,1,0,0,0,0,"738346,067999999970000","5692367,186200000300000",12.421673843000065,51.33255591200003,0,2,2,2,Ost
226348,14200520148410462960,14,7,13,000,2020,05,08,4,3,2,6,0,1,0,0,0,0,0,"735099,177199999800000","5694170,660900000500000",12.376339784000038,51.35009585900008,0,0,0,0,Mitte
226350,14200526148110468790,14,7,13,000,2020,05,15,3,3,5,3,0,1,1,0,0,0,0,"734290,849600000310000","5695621,907400000800000",12.365708229000063,51.363456608000035,0,9,9,9,Nord
226351,14200522662212463330,14,7,13,000,2020,05,14,6,3,5,3,0,1,1,0,0,0,0,"735114,747999999670000","5688745,067099999600000",12.37298433500007,51.30138718900008,0,4,4,4,Süd
226353,14200603144200477830,14,7,13,000,2020,06,12,4,3,2,6,0,0,1,0,1,0,0,"740886,713999999690000","5696375,853000000100000",12.460788791000027,51.36746567600005,0,2,2,2,Ost
226354,14200530148410475190,14,7,13,000,2020,05,17,7,3,5,3,0,1,1,0,0,0,0,"735145,489799999630000","5695026,366900000700000",12.377569055000038,51.357757795000055,0,0,0,0,Mitte
226362,14200522148110458090,14,7,13,000,2020,05,07,6,3,5,3,0,1,1,0,0,0,0,"736385,968600000250000","5695699,611700000200000",12.39580081400004,51.36328630200006,0,9,9,9,Nord
226364,14200603144200477810,14,7,13,000,2020,06,14,4,3,4,1,0,0,1,0,0,0,1,"740624,378999999720000","5686952,665999999300000",12.45066646600003,51.282997640000076,0,3,3,3,Südost
226366,14200520148410443330,14,7,13,000,2020,05,11,4,3,5,3,0,0,1,0,0,0,0,"737486,819299999620000","5691549,606799999300000",12.408817226000053,51.32557667400005,0,3,3,3,Südost
226367,14200605144200488740,14,7,13,000,2020,06,05,6,2,5,3,1,1,1,0,0,0,0,"737298,011400000190000","5695375,488500000900000",12.408661689000041,51.35999679000008,1,1,1,1,Nordost
226374,14200529144200466000,14,7,13,000,2020,05,18,6,3,4,2,0,0,1,0,1,0,0,"733226,542200000030000","5693908,073899999300000",12.349323727000069,51.34851014900005,0,0,0,0,Mitte
226375,14200520148210443310,14,7,13,000,2020,05,18,4,3,3,2,0,0,1,0,1,0,0,"737297,645299999970000","5695373,015900000900000",12.40865479100006,51.35997474800007,0,1,1,1,Nordost
226379,14200601144200535790,14,7,13,000,2020,06,09,2,3,5,3,0,0,1,0,0,0,0,"732712,345700000410000","5691936,957200000100000",12.340665052000077,51.33102680600007,0,5,5,5,Südwest
226380,14200529148110461630,14,7,13,000,2020,05,17,6,3,0,1,0,1,0,0,0,0,0,"735699,968100000170000","5695702,340900000200000",12.385966394000036,51.36359579300006,0,9,9,9,Nord
226381,14200520144200477790,14,7,13,000,2020,05,14,4,3,3,6,0,1,0,0,0,0,1,"734727,126000000160000","5690905,796900000400000",12.368855435000057,51.32094283300006,0,4,4,4,Süd
226384,14200524144200450230,14,7,13,000,2020,05,11,1,3,5,3,0,1,1,0,0,0,0,"733904,358000000010000","5690817,573799999400000",12.357010808000041,51.32048969600004,0,4,4,4,Süd
226396,14200521148320446590,14,7,13,000,2020,05,15,5,3,6,7,0,1,0,1,0,0,0,"730388,135999999940000","5691735,062999999200000",12.307229673000052,51.330160539000076,0,6,6,6,West
226403,14200522148410446600,14,7,13,000,2020,05,17,6,2,4,1,0,0,0,0,1,0,1,"736413,550599999730000","5693787,917500000400000",12.394926296000051,51.346115173000044,1,2,2,2,Ost
226405,14200603143263584641,14,7,13,000,2020,06,00,4,2,0,7,2,0,0,0,1,0,0,"738058,453099999580000","5694731,517100000800000",12.419133342000066,51.35389848600005,0,1,1,1,Nordost
226406,14200530148110461660,14,7,13,000,2020,05,12,7,3,0,1,0,1,0,0,0,0,0,"734564,002299999820000","5694882,388599999200000",12.369137329000068,51.35670570100007,0,9,9,9,Nord
226408,14200605144200577231,14,7,13,000,2020,06,16,6,2,6,4,0,0,1,1,0,0,0,"734623,848199999890000","5696307,425699999600000",12.370935313000075,51.36947265600003,0,9,9,9,Nord
226410,14200603143263546840,14,7,13,000,2020,06,18,4,3,0,3,0,1,1,0,0,0,0,"732553,470499999820000","5691501,418199999300000",12.338104298000076,51.32718207100004,1,5,5,5,Südwest
226414,14200604144200477820,14,7,13,000,2020,06,17,5,3,1,7,0,1,1,0,0,0,0,"731775,040000000040000","5695834,675000000700000",12.32977188700005,51.36639844300004,0,8,8,8,Nordwest
226416,14200522144200442010,14,7,13,000,2020,05,15,6,3,1,5,0,1,1,0,0,0,0,"732473,629700000400000","5691784,613299999400000",12.337145063000037,51.32975686900005,0,5,5,5,Südwest
226422,14200527148410450270,14,7,13,000,2020,05,14,4,3,3,2,0,1,1,0,0,0,0,"735012,771800000220000","5692062,947499999800000",12.373710389000053,51.331211979000045,0,0,0,0,Mitte
226430,14200529144200511930,14,7,13,000,2020,05,10,6,3,5,2,0,1,1,0,0,0,0,"731836,099000000390000","5692529,241000000400000",12.328494460000059,51.33670143200004,0,7,7,7,Alt-West
226441,14200531148410462990,14,7,13,000,2020,05,10,1,3,1,7,0,0,1,0,0,0,0,"735643,208100000400000","5692422,015699999400000",12.38298112700005,51.33417426700004,0,0,0,0,Mitte
226442,14200529144100474770,14,7,13,000,2020,05,17,6,3,8,1,0,0,0,0,1,0,0,"742281,469499999660000","5694052,173900000800000",12.479205338000043,51.34601673100008,0,2,2,2,Ost
226462,14200603662211499260,14,7,13,000,2020,06,19,4,3,0,7,0,1,0,1,0,0,0,"728008,722699999810000","5697308,723999999500000",12.276704789000064,51.381155437000075,1,8,8,8,Nordwest
226466,14200529148210460040,14,7,13,000,2020,05,07,6,3,3,2,0,1,1,0,0,0,0,"738283,863800000400000","5693610,674300000100000",12.42161438100004,51.34374344400004,0,2,2,2,Ost
226480,14200609148110486150,14,7,13,000,2020,06,14,3,3,5,3,0,1,0,0,0,0,0,"739912,843899999750000","5698895,287599999500000",12.44852545200007,51.39049128100004,0,1,1,1,Nordost
226487,14200609148110486120,14,7,13,000,2020,06,20,3,3,7,7,1,0,0,0,1,0,0,"729430,432900000360000","5700941,077899999900000",12.299447473000043,51.41319031200004,0,8,8,8,Nordwest
226488,14200617148410566200,14,7,13,000,2020,06,10,4,3,5,2,0,1,1,0,0,0,0,"735011,296699999830000","5691985,176000000900000",12.373637963000022,51.33051448100008,0,0,0,0,Mitte
226490,14200609144200590610,14,7,13,000,2020,06,15,3,3,9,6,0,1,0,0,0,0,1,"732162,499400000090000","5699214,269500000400000",12.337536387000057,51.39657768600006,0,8,8,8,Nordwest
226494,14200612144200511910,14,7,13,000,2020,06,11,6,3,2,6,0,0,1,0,0,0,0,"729976,070199999960000","5694286,444900000500000",12.302972631000046,51.353231108000045,0,7,7,7,Alt-West
226502,14200617148210531470,14,7,13,000,2020,06,11,4,3,5,3,0,1,1,0,0,0,0,"736708,893500000240000","5689733,719699999300000",12.396466919000034,51.30960111200005,0,4,4,4,Süd
226503,14200611148310504530,14,7,13,000,2020,06,11,5,3,5,3,0,0,1,0,0,0,0,"731598,544800000270000","5688930,279999999300000",12.322752367000021,51.30449084800006,0,5,5,5,Südwest
226506,14200619148210544440,14,7,13,000,2020,06,11,6,3,6,2,0,0,1,1,0,0,0,"735183,437900000250000","5688963,848099999100000",12.37411208900005,51.30332269500008,1,4,4,4,Süd
226510,14200610148310506930,14,7,13,000,2020,06,13,4,3,1,5,0,1,1,0,0,0,0,"732893,806300000290000","5691679,872400000700000",12.343097214000068,51.328644774000054,0,5,5,5,Südwest
226512,14200621148310555320,14,7,13,000,2020,06,16,1,3,5,3,0,0,1,0,0,0,0,"732713,185600000430000","5691939,209200000400000",12.340678558000036,51.331046678000064,0,5,5,5,Südwest
226513,14200615144320546980,14,7,13,000,2020,06,09,2,3,5,3,0,0,1,0,0,0,0,"737406,567800000310000","5693751,168299999100000",12.409134591000054,51.34537151400008,0,2,2,2,Ost
226521,14200610144200495740,14,7,13,000,2020,06,11,4,3,5,2,0,0,1,0,0,0,1,"734815,126699999910000","5694110,021999999900000",12.372228027000062,51.34966895000008,0,0,0,0,Mitte
226532,14200608148321498480,14,7,13,000,2020,06,13,2,3,5,7,0,1,0,0,0,0,0,"732324,112399999980000","5690615,651000000500000",12.334240819000058,51.319324461000065,0,5,5,5,Südwest
226535,14200608148310498400,14,7,13,000,2020,06,15,2,3,5,3,0,1,1,0,0,0,0,"728894,924399999900000","5694685,578600000600000",12.287729204000073,51.35725062200004,0,7,7,7,Alt-West
226536,14200616144200553480,14,7,13,000,2020,06,17,3,2,5,3,0,0,1,0,0,0,0,"727586,194799999710000","5693244,966800000500000",12.268043072000069,51.344843429000036,0,7,7,7,Alt-West
226537,14200620148310555330,14,7,13,000,2020,06,11,7,3,5,3,0,1,0,0,1,0,0,"732776,378100000320000","5691353,494300000400000",12.341201503000036,51.32576304000003,0,5,5,5,Südwest
226540,14200608144200488840,14,7,13,000,2020,06,12,2,3,1,5,0,0,1,0,0,0,0,"739105,300300000240000","5687836,072599999600000",12.429515421000076,51.291566517000035,0,3,3,3,Südost
226541,14200617148410509960,14,7,13,000,2020,06,04,4,3,8,1,2,0,1,0,0,0,0,"735348,382000000220000","5692609,477199999600000",12.378880236000043,51.33597905600004,0,0,0,0,Mitte
226543,14200608144200485960,14,7,13,000,2020,06,06,2,3,2,2,0,0,1,0,0,0,0,"731597,768000000160000","5690701,429500000600000",12.32389113000005,51.32039056000008,0,5,5,5,Südwest
226546,14200614148210502140,14,7,13,000,2020,06,10,1,3,5,3,0,1,1,0,0,0,0,"738892,244800000450000","5691116,404999999300000",12.428661357000067,51.321099925000055,0,3,3,3,Südost
226550,14200612148310509910,14,7,13,000,2020,06,17,6,3,5,2,0,0,1,0,1,0,0,"730262,094200000170000","5692093,997500000500000",12.305655519000027,51.33343373300005,0,7,7,7,Alt-West
226552,14200617144200521170,14,7,13,000,2020,06,09,4,3,5,3,0,1,1,0,0,0,0,"736538,558600000110000","5690723,455299999600000",12.394683765000025,51.318556003000026,0,0,0,0,Mitte
226553,14200611144200502060,14,7,13,000,2020,06,16,5,3,5,2,0,0,1,0,1,0,0,"739659,345099999570000","5692425,635800000300000",12.440530049000074,51.332528729000046,0,2,2,2,Ost
226570,14200618144200517730,14,7,13,000,2020,06,16,5,3,5,3,0,0,1,0,0,0,1,"728919,076399999670000","5689647,219900000800000",12.28483810800003,51.312010642000075,0,6,6,6,West
226581,14200615144200504260,14,7,13,000,2020,06,15,2,3,6,4,0,1,0,1,0,0,0,"735074,004700000400000","5690338,757700000000000",12.373450871000045,51.315709663000064,0,4,4,4,Süd
226594,14200617148310509920,14,7,13,000,2020,06,14,4,3,1,7,0,0,1,0,1,0,0,"731815,043800000100000","5689506,899900000500000",12.326227466000034,51.30957897900004,0,5,5,5,Südwest
226604,14200612144200535780,14,7,13,000,2020,06,14,6,3,5,2,0,1,1,0,0,0,1,"737181,655100000090000","5693664,115000000200000",12.405853008000065,51.34468399000008,0,2,2,2,Ost
226607,14200617144200509590,14,7,13,000,2020,06,15,4,2,5,2,0,0,1,0,0,0,1,"736603,811099999580000","5690096,147600000700000",12.395202329000028,51.31289803000004,0,0,0,0,Mitte
226612,14200611148310516280,14,7,13,000,2020,06,16,5,3,0,1,0,1,0,0,0,0,0,"729361,339499999770000","5694877,935000000500000",12.294540674000075,51.358789364000074,0,7,7,7,Alt-West
226613,14200607148410481420,14,7,13,000,2020,06,16,1,3,5,2,0,1,1,0,0,0,0,"735011,394999999550000","5691985,168500000600000",12.373639366000077,51.33051437300003,0,0,0,0,Mitte
226615,14200619148210553750,14,7,13,000,2020,06,12,6,2,0,1,0,1,0,0,0,0,0,"736313,203999999910000","5687709,118000000700000",12.389459697000063,51.29159211100006,1,4,4,4,Süd
226616,14200614144320941990,14,7,13,000,2020,06,18,1,3,5,2,0,1,1,0,0,0,0,"735756,221199999560000","5692869,255000000800000",12.38489652000004,51.33814197800007,0,0,0,0,Mitte
226622,14200621148410539500,14,7,13,000,2020,06,16,1,3,5,3,0,1,1,0,0,0,0,"737962,679499999620000","5693734,371500000400000",12.417093843000032,51.34498826000004,0,2,2,2,Ost
226623,14200615148410517890,14,7,13,000,2020,06,10,2,3,5,2,0,1,1,0,0,0,0,"735341,929899999870000","5693434,493000000700000",12.379332908000038,51.34338733700008,0,0,0,0,Mitte
226627,14200613664120529450,14,7,13,000,2020,06,09,7,3,1,7,0,1,1,0,0,0,0,"733367,280100000090000","5692459,000800000500000",12.35039155100003,51.33544466600006,0,0,0,0,Mitte
226630,14200607144200495720,14,7,13,000,2020,06,19,1,2,5,2,0,1,1,0,0,0,0,"736678,711500000210000","5689794,012299999600000",12.396074659000021,51.31015486100006,0,4,4,4,Süd
226646,14200616148121512130,14,7,13,000,2020,06,08,3,3,1,6,0,1,1,0,0,0,0,"734137,363599999810000","5695536,934100000200000",12.36345147000003,51.36275712200006,0,9,9,9,Nord
226651,14200617148410509980,14,7,13,000,2020,06,15,4,3,5,3,0,1,1,0,0,0,0,"737164,760700000450000","5692699,476199999500000",12.404968526000062,51.336032362000026,0,3,3,3,Südost
226657,14200612144200506860,14,7,13,000,2020,06,18,6,3,3,6,0,1,1,0,0,0,0,"735085,259899999950000","5689915,645999999700000",12.373333237000054,51.31190698700004,0,4,4,4,Süd
226658,14200606148210517880,14,7,13,000,2020,06,18,7,3,5,3,0,1,1,0,0,0,0,"739008,699699999760000","5691196,951199999100000",12.430383535000033,51.32177399600005,0,3,3,3,Südost
226660,14200612148410519570,14,7,13,000,2020,06,20,6,3,3,7,1,1,1,0,0,0,0,"737099,087700000030000","5693761,657299999100000",12.404734567000048,51.34559397600003,0,2,2,2,Ost
226661,14200606144000479690,14,7,13,000,2020,06,06,7,3,2,2,0,0,1,0,0,0,0,"734550,807300000450000","5691377,012099999900000",12.366639577000058,51.32524538600006,0,4,4,4,Süd
226662,14200617148210509820,14,7,13,000,2020,06,07,4,3,5,3,0,1,1,0,0,0,0,"737784,148699999790000","5690646,033099999700000",12.412474289000045,51.317341972000065,0,3,3,3,Südost
226667,14200619148110531320,14,7,13,000,2020,06,21,6,2,5,2,1,0,1,0,1,0,0,"738965,553399999630000","5697662,802799999700000",12.43410629400006,51.37982840800004,0,1,1,1,Nordost
226679,14200613148110500480,14,7,13,000,2020,06,13,7,3,6,7,0,0,1,1,0,0,0,"731062,406399999750000","5691180,995400000400000",12.316532266000024,51.32491323000005,0,7,7,7,Alt-West
226680,14200618144200559180,14,7,13,000,2020,06,19,5,3,5,3,0,1,1,0,0,0,0,"735114,825100000020000","5688745,343800000800000",12.372985622000044,51.30138964100007,0,4,4,4,Süd
226684,14200616662211561100,14,7,13,000,2020,06,15,3,2,1,7,0,1,1,0,0,0,0,"738537,394899999720000","5693544,327099999400000",12.425203513000042,51.34304161000006,0,2,2,2,Ost
226689,14200615144200553470,14,7,13,000,2020,06,22,2,3,0,1,2,0,0,0,1,0,0,"737189,708399999890000","5695800,689400000500000",12.407392447000063,51.363858622000066,0,1,1,1,Nordost
226696,14200616144200506640,14,7,13,000,2020,06,14,3,3,5,2,0,1,1,0,0,0,0,"730536,364400000310000","5691507,728800000600000",12.309206631000052,51.32805970900006,0,7,7,7,Alt-West
226697,14200620148310547260,14,7,13,000,2020,06,08,7,3,2,2,0,0,1,0,0,0,0,"728403,872700000180000","5690407,160299999600000",12.277944939000065,51.31903981700003,0,6,6,6,West
226701,14200617148410509950,14,7,13,000,2020,06,15,4,2,5,2,0,1,0,0,0,0,0,"733704,947999999860000","5691920,254000000700000",12.354877075000047,51.33046992000004,0,0,0,0,Mitte
226702,14200611148310523570,14,7,13,000,2020,06,06,5,3,3,6,0,1,1,0,0,0,0,"730797,702399999830000","5693835,069800000600000",12.314459265000039,51.348846114000025,0,7,7,7,Alt-West
226707,14200605148310478160,14,7,13,000,2020,06,14,6,3,5,3,0,0,1,0,0,0,0,"729935,873300000090000","5693201,284800000500000",12.301695427000027,51.34350587000006,0,7,7,7,Alt-West
226712,14200605148210478050,14,7,13,000,2020,06,13,6,3,4,1,0,0,1,0,0,0,0,"740611,774600000120000","5688810,017799999600000",12.45173728900005,51.29967404400003,0,3,3,3,Südost
226713,14200617144200511970,14,7,13,000,2020,06,11,4,3,6,4,0,0,1,1,0,0,0,"731745,252199999990000","5692700,243499999900000",12.327303775000075,51.338273515000026,0,7,7,7,Alt-West
226714,14200611144200495660,14,7,13,000,2020,06,13,5,3,8,7,0,0,1,0,0,0,0,"735604,444000000130000","5695939,980200000100000",12.384754128000054,51.36576851800004,0,9,9,9,Nord
226715,14200605148110500450,14,7,13,000,2020,06,15,6,3,6,6,0,0,1,1,0,0,0,"736013,311200000350000","5695512,048100000200000",12.390333030000022,51.361757616000034,0,9,9,9,Nord
226719,14200619148410537460,14,7,13,000,2020,06,11,6,3,5,2,0,1,1,0,0,0,0,"737033,042999999600000","5692986,958399999900000",12.403272333000075,51.33866774400008,1,2,2,2,Ost
226720,14200614148110502130,14,7,13,000,2020,06,20,1,3,0,1,0,1,1,0,0,0,0,"734259,046600000000000","5695375,476099999600000",12.365089915000055,51.361257651000074,1,9,9,9,Nord
226722,14200605148110488910,14,7,13,000,2020,06,23,6,3,2,7,2,0,1,0,1,0,0,"731920,432099999860000","5698599,350400000800000",12.333661135000057,51.391156746000036,0,8,8,8,Nordwest
226727,14200615148410523590,14,7,13,000,2020,06,13,2,3,5,3,0,1,1,0,0,0,0,"733976,897099999710000","5692697,438699999800000",12.359284137000031,51.33733454000003,0,0,0,0,Mitte
226732,14200605145200483310,14,7,13,000,2020,06,18,6,3,8,7,0,1,1,0,0,0,0,"732218,588800000030000","5690935,345400000000000",12.332937341000047,51.32223735900004,0,5,5,5,Südwest
226734,14200630148410573830,14,7,13,000,2020,06,08,3,3,5,3,0,1,0,0,0,0,0,"736869,841900000350000","5693921,565099999300000",12.40155522300006,51.34712488300005,0,2,2,2,Ost
226735,14200630148410568440,14,7,13,000,2020,06,16,3,3,1,5,0,1,1,0,0,0,0,"735169,800800000320000","5693385,156800000000000",12.376833293000061,51.343015699000034,0,0,0,0,Mitte
226737,14200701144200587370,14,7,13,000,2020,07,16,4,3,5,2,0,1,0,0,0,0,1,"730181,202999999750000","5689969,052999999400000",12.303124257000036,51.31439076500004,0,5,5,5,Südwest
226738,14200630148320547240,14,7,13,000,2020,06,06,3,3,5,2,0,1,1,0,0,0,0,"731891,258899999780000","5692405,068399999300000",12.32920413200003,51.335564272000056,0,7,7,7,Alt-West
226740,14200630148121572110,14,7,13,000,2020,06,10,3,3,1,6,0,0,1,0,0,0,0,"734146,786100000140000","5695561,307199999700000",12.363602621000041,51.362972023000054,0,9,9,9,Nord
226743,14200630144200657220,14,7,13,000,2020,06,18,3,3,5,3,0,1,1,0,0,0,0,"739970,118599999700000","5693960,966800000500000",12.446017218000065,51.34617838300005,0,2,2,2,Ost
226745,14200630144200634820,14,7,13,000,2020,06,15,3,3,5,3,0,1,1,0,0,0,0,"736303,463000000450000","5687730,125900000300000",12.389334142000052,51.29178472500007,0,4,4,4,Süd
226746,14200630144200601790,14,7,13,000,2020,06,16,3,2,5,3,0,1,1,0,0,0,0,"734641,819299999620000","5693215,834799999400000",12.36915446300003,51.34171392700006,0,0,0,0,Mitte
