OID_,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstige,ULICHTVERH,IstGkfz,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,UIDENTSTLAE,IstStrassenzustand,index_right,FID,SBZ,Name
120656,14,7,13,000,2021,03,16,2,3,2,2,0,1,0,0,0,0,0,"741730,353001618757844","5687493,833982555195689",12.466861700000038,51.28738683300003,14210301144200177310,0,3,3,3,Südost
120658,14,7,13,000,2021,05,17,2,3,0,1,1,0,0,0,0,0,0,"728898,827185031026602","5691758,867874955758452",12.285903750000045,51.330975495000075,14210517148310364090,1,6,6,6,West
120659,14,7,13,000,2021,05,06,2,3,5,3,0,1,0,0,0,0,0,"732792,939088235609233","5696858,846367839723825",12.345039324000027,51.37517582400005,14210503144200327430,0,8,8,8,Nordwest
120674,14,7,13,000,2021,03,05,4,2,5,2,0,1,0,0,0,2,0,"743389,712073598057032","5695196,003962710499763",12.495870284000034,51.35580950000008,14210317144200213210,1,2,2,2,Ost
120686,14,7,13,000,2021,01,14,1,2,8,1,0,1,0,0,0,0,0,"727161,093606192618608","5689338,927991315722466",12.259459888000038,51.30994728300004,14210103148310089390,1,6,6,6,West
120693,14,7,13,000,2021,05,07,6,3,2,6,0,1,0,0,0,0,0,"740726,512120266444981","5697227,025118902325630",12.459068014000025,51.375173303000054,14210521144310365680,0,1,1,1,Nordost
120694,14,7,13,000,2021,05,08,5,3,2,2,0,1,0,0,0,0,0,"727019,352355557493865","5690024,189060905948281",12.257865741000046,51.316155741000046,14210506148310376580,0,6,6,6,West
120700,14,7,13,000,2021,04,12,3,2,5,3,1,0,0,0,1,0,0,"736275,568023608997464","5694619,122589543461800",12.393500303000053,51.353633580000064,14210427144200310640,0,1,1,1,Nordost
120701,14,7,13,000,2021,06,11,7,3,5,2,0,1,0,1,0,0,0,"739490,235259755514562","5694456,340512005612254",12.439472598000066,51.35082708500005,14210605145200428850,0,2,2,2,Ost
120717,14,7,13,000,2021,04,14,1,3,3,2,1,1,0,0,0,0,0,"735582,043469092808664","5697094,062659192830324",12.385197633000075,51.37613711100005,14210425148110310700,0,9,9,9,Nord
120732,14,7,13,000,2021,04,12,7,3,1,5,0,1,0,0,0,0,1,"736993,352157605811954","5690258,595486152917147",12.400889509000024,51.31419413200007,14210403148210242500,0,4,4,4,Süd
120738,14,7,13,000,2021,03,15,7,3,5,3,0,1,0,0,1,0,0,"731526,165345551446080","5688439,293340394273400",12.321397329000035,51.30011274100008,14210327144200239900,0,5,5,5,Südwest
120782,14,7,13,000,2021,06,14,7,2,6,4,0,1,1,0,0,0,0,"733468,929321820847690","5688050,821986310184002",12.34896266000004,51.29583236900004,14210612144200428210,0,5,5,5,Südwest
120786,14,7,13,000,2021,04,15,4,3,2,6,0,1,0,0,0,0,0,"736349,570233944803476","5692529,166396705433726",12.393173942000033,51.33484298500008,14210407148410242961,0,0,0,0,Mitte
120799,14,7,13,000,2021,06,10,4,3,2,6,0,1,0,0,0,0,0,"736443,595729675143957","5694576,138768251985312",12.395880489000035,51.353177876000075,14210602148110396020,0,1,1,1,Nordost
120802,14,7,13,000,2021,03,15,3,2,1,3,1,1,0,0,0,0,0,"732239,563366736285388","5699203,184147490188479",12.338634977000027,51.396446645000026,14210330144200242000,0,8,8,8,Nordwest
120807,14,7,13,000,2021,04,09,3,3,9,1,0,1,0,0,0,0,0,"737720,156924304552376","5699707,669100079685450",12.417612022000071,51.39870565200005,14210406144310242490,1,1,1,1,Nordost
120839,14,7,13,000,2021,04,17,2,3,3,6,1,1,0,0,0,0,0,"741309,616381280124187","5686889,555672910064459",12.46043127200005,51.28214140600005,14210419148210311050,0,3,3,3,Südost
120841,14,7,13,000,2021,05,16,5,3,5,3,0,1,0,0,0,0,0,"728106,020001378841698","5691042,088988859206438",12.274084021000021,51.32485924300005,14210520148310365330,0,6,6,6,West
120859,14,7,13,000,2021,03,15,2,3,3,2,1,1,0,0,0,0,0,"738288,343727627769113","5694495,239251960068941",12.42227065000003,51.35168134500003,14210308148110210310,0,1,1,1,Nordost
120866,14,7,13,000,2021,02,10,4,3,5,2,0,1,0,0,0,0,0,"736142,826001488603652","5701506,378985162824392",12.39617544500004,51.41550958100004,14210203144200115130,0,9,9,9,Nord
120874,14,7,13,000,2021,06,19,4,3,5,2,1,1,0,0,0,0,0,"735602,541784746572375","5697095,358108762651682",12.385492491000036,51.376140236000026,14210609662213415980,0,9,9,9,Nord
120881,14,7,13,000,2021,02,14,1,3,2,1,0,1,0,0,1,0,0,"726073,883756181225181","5693410,033553084358573",12.246469282000021,51.34692870200007,14210214148310150910,0,7,7,7,Alt-West
120900,14,7,13,000,2021,02,07,3,3,5,3,0,1,0,0,1,1,0,"731292,432001420296729","5697264,751987472176552",12.323781548000056,51.379432629000064,14210209144200139180,2,8,8,8,Nordwest
120917,14,7,13,000,2021,04,16,6,3,2,6,0,1,0,0,0,0,1,"736642,632023634389043","5695725,216222207993269",12.399497979000046,51.36340929000005,14210423148110000580,0,9,9,9,Nord
120954,14,7,13,000,2021,03,16,4,3,5,2,0,1,0,0,0,0,0,"732614,728001457639039","5692409,647986996918917",12.33957487300006,51.33530993800008,14210331144200241010,0,7,7,7,Alt-West
120965,14,7,13,000,2021,03,10,3,1,6,1,0,1,1,0,1,0,0,"739179,804948586970568","5688816,369237514212728",12.431238629000063,51.30033429200006,14210316144200213450,0,3,3,3,Südost
120989,14,7,13,000,2021,05,14,2,3,5,3,1,0,0,0,0,0,0,"736335,114629478193820","5694192,421456944197416",12.394070600000077,51.34977868200008,14210531148110389820,0,0,0,0,Mitte
121014,14,7,13,000,2021,03,17,4,2,5,3,0,1,0,0,0,1,0,"731028,593791424296796","5696810,226980380713940",12.319701438000038,51.37545984900004,14210324144200239700,0,8,8,8,Nordwest
121016,14,7,13,000,2021,06,16,5,3,7,1,1,0,0,0,0,0,0,"736193,483196452260017","5693813,700780587270856",12.391789155000026,51.34643807800006,14210603148210549940,0,0,0,0,Mitte
121027,14,7,13,000,2021,03,15,3,3,2,6,0,1,0,0,0,0,0,"728312,554500047117472","5690563,420560063794255",12.276736737000022,51.320479256000056,14210330148310240740,0,6,6,6,West
121030,14,7,13,000,2021,05,15,4,2,5,3,1,1,0,0,0,0,0,"734762,348545778542757","5693523,699880858883262",12.37108485400006,51.34442769600008,14210526144200388720,1,0,0,0,Mitte
121070,14,7,13,000,2021,04,10,2,3,4,6,1,0,0,0,0,0,0,"737193,572483646683395","5694288,250916020944715",12.406439641000077,51.35028130100005,14210412148413278610,0,1,1,1,Nordost
121073,14,7,13,000,2021,06,15,4,3,2,6,0,1,0,1,0,0,0,"738584,882080972194672","5694530,435502486303449",12.426544920000026,51.35187287200006,14210609144200428480,0,1,1,1,Nordost
121076,14,7,13,000,2021,05,15,2,3,3,6,0,1,0,0,0,0,0,"735281,829306474886835","5700543,099303286522627",12.383176985000034,51.40722087200004,14210510144310363400,0,9,9,9,Nord
121089,14,7,13,000,2021,06,17,3,3,1,2,1,1,0,0,0,0,0,"730086,267744870856404","5693095,609590088948607",12.303782838000075,51.342496381000046,14210601144200436210,0,7,7,7,Alt-West
121131,14,7,13,000,2021,04,06,3,3,5,3,0,1,0,0,0,0,0,"740891,048001574352384","5696352,697982791811228",12.46083525000006,51.36725601000006,14210406148210279290,1,2,2,2,Ost
121151,14,7,13,000,2021,03,00,7,3,2,6,0,1,0,0,0,2,0,"740905,212507255375385","5696373,308862686157227",12.461052313000039,51.36743499700003,14210320145200214460,0,2,2,2,Ost
121166,14,7,13,000,2021,03,06,4,3,3,6,0,1,0,0,0,0,1,"735624,881733752787113","5700034,466736443340778",12.387762817000066,51.40251292900007,14210310144200209950,0,9,9,9,Nord
121178,14,7,13,000,2021,05,13,2,2,5,3,1,1,0,0,0,0,0,"726271,465831642970443","5690212,925425361841917",12.247271397000077,51.31814797700008,14210510148310364890,0,6,6,6,West
121185,14,7,13,000,2021,04,17,2,3,5,2,1,1,0,0,0,0,0,"735079,106346799060702","5690251,508954342454672",12.373466442000051,51.31492437500003,14210405148210242200,0,4,4,4,Süd
121186,14,7,13,000,2021,02,15,7,3,4,6,1,0,0,0,0,0,0,"732464,140515035018325","5698028,855761470273137",12.341088832000025,51.385813229000064,14210220148110161910,0,8,8,8,Nordwest
121209,14,7,13,000,2021,05,17,4,3,2,2,0,1,0,0,0,0,0,"734564,920001476071775","5697039,323986018076539",12.370573168000021,51.37606677200006,14210526148110376560,1,9,9,9,Nord
121210,14,7,13,000,2021,05,16,3,3,3,7,0,1,0,1,0,0,0,"738654,263228656724095","5694499,801873154938221",12.427518915000064,51.35156878200007,14210511148210365700,0,2,2,2,Ost
121236,14,7,13,000,2021,05,08,3,3,2,6,0,1,0,0,0,0,0,"730901,989871544763446","5686577,134531622752547",12.311255266000046,51.28364955100005,14210518148310364510,0,5,5,5,Südwest
121283,14,7,13,000,2021,04,14,6,3,5,2,1,1,0,0,0,0,0,"728104,799102009274065","5691046,007059529423714",12.274069035000025,51.324894906000054,14210409144200341320,0,6,6,6,West
121287,14,7,13,000,2021,05,13,4,3,5,3,1,1,0,0,0,0,0,"736718,549982364289463","5692018,279228765517473",12.398121837000076,51.330103730000076,14210519148410377010,0,3,3,3,Südost
121297,14,7,13,000,2021,05,15,6,3,5,3,0,1,0,1,0,0,0,"730991,239227333106101","5688490,318215327337384",12.313770264000027,51.30078803200007,14210521144200427860,0,5,5,5,Südwest
121301,14,7,13,000,2021,02,14,5,3,5,2,0,1,0,0,0,0,0,"735418,989001509733498","5690257,668985765427351",12.378338848000055,51.31483918600003,14210204144200125510,1,4,4,4,Süd
121342,14,7,13,000,2021,06,09,2,3,2,6,0,1,0,1,0,0,0,"733918,309001467190683","5696957,067986324429512",12.361244773000067,51.37559510800003,14210614144320435680,0,9,9,9,Nord
121365,14,7,13,000,2021,01,12,4,3,4,6,1,0,0,0,0,0,0,"727015,203486792743206","5690025,271819839254022",12.257806994000077,51.31616711600003,14210106148320113760,1,6,6,6,West
121366,14,7,13,000,2021,04,08,4,3,5,3,1,1,0,0,0,0,0,"731367,615704955533147","5688460,566273199394345",12.31914071400007,51.300368148000075,14210421148310320240,0,5,5,5,Südwest
121387,14,7,13,000,2021,05,12,3,3,6,4,0,1,1,0,0,0,0,"731960,965443824417889","5692424,459138339385390",12.330215702000032,51.33570991200003,14210511148310376060,0,7,7,7,Alt-West
121389,14,7,13,000,2021,03,10,4,3,2,2,0,1,0,0,0,0,0,"727592,389256360009313","5685592,131292626261711",12.263249796000025,51.27613835900007,14210324148310241720,0,5,5,5,Südwest
121401,14,7,13,000,2021,06,16,4,3,3,6,1,0,0,0,0,0,0,"737286,272999444045126","5690902,329019108787179",12.405513303000077,51.31985031700003,14210602148220427930,0,0,0,0,Mitte
121408,14,7,13,000,2021,05,13,2,3,5,3,1,1,0,0,0,0,0,"741226,955294270068407","5694506,107172854244709",12.464399692000029,51.350539420000075,14210510144200336760,0,2,2,2,Ost
121419,14,7,13,000,2021,06,18,3,2,9,1,0,0,0,1,0,0,1,"728106,158798883669078","5684173,131066441535950",12.269698277000032,51.26319399000005,14210601144310389790,0,5,5,5,Südwest
121441,14,7,13,000,2021,06,06,2,2,5,3,0,1,0,0,0,0,0,"736216,173847421072423","5693808,046099826693535",12.392110633000073,51.34637789300007,14210614144200429250,0,0,0,0,Mitte
121492,14,7,13,000,2021,05,12,3,3,2,6,0,1,0,0,0,0,1,"737101,045491821132600","5699908,108919411897659",12.408862130000045,51.40076381000006,14210518144310376960,0,9,9,9,Nord
121530,14,7,13,000,2021,01,10,5,3,2,2,0,1,0,0,0,0,0,"735079,001385084353387","5690251,498932067304850",12.373464932000047,51.314924328000075,14210114148210072480,1,4,4,4,Süd
121532,14,7,13,000,2021,06,12,7,3,5,2,1,1,0,0,0,0,0,"738843,179250537417829","5689152,541030745953321",12.426643660000025,51.303493039000045,14210605148210429310,0,3,3,3,Südost
121583,14,7,13,000,2021,04,14,3,3,2,6,0,1,0,0,0,0,0,"727799,612983335740864","5693322,026705252006650",12.27115161000006,51.34544974600004,14210427148320327440,0,7,7,7,Alt-West
121584,14,7,13,000,2021,06,22,7,3,5,2,0,1,0,1,0,2,0,"737346,972470195963979","5690243,924822738394141",12.405944634000036,51.31391509600007,14210605145500481780,1,4,4,4,Süd
121610,14,7,13,000,2021,03,12,6,3,2,6,0,1,0,0,0,0,0,"738078,675374027341604","5690027,632043724879622",12.416280263000033,51.311668059000056,14210319148210240270,1,3,3,3,Südost
121615,14,7,13,000,2021,04,12,1,2,8,1,0,1,0,0,0,0,0,"733064,079137721098959","5701037,934187429025769",12.351671403000068,51.41257823500007,14210404144200270220,0,8,8,8,Nordwest
121625,14,7,13,000,2021,04,15,1,2,5,3,0,1,0,0,0,0,0,"727200,951223620213568","5693381,823924623429775",12.262608104000037,51.34622613200003,14210418144200376170,1,7,7,7,Alt-West
121664,14,7,13,000,2021,03,11,6,3,5,2,0,1,0,0,0,0,0,"735098,147011977620423","5697039,230757102370262",12.378221006000047,51.375845448000064,14210305144200186360,0,9,9,9,Nord
121671,14,7,13,000,2021,04,05,5,3,5,2,0,1,0,0,1,0,0,"740529,107752329669893","5686692,276565812528133",12.44912763000002,51.28070067200008,14210429144200376940,1,3,3,3,Südost
121700,14,7,13,000,2021,04,17,6,2,2,6,0,1,0,0,0,0,0,"736251,756704291328788","5694040,145346600562334",12.392774669000062,51.34844647400007,14210423144200396410,0,0,0,0,Mitte
121721,14,7,13,000,2021,03,22,7,3,1,1,0,1,0,0,0,2,0,"731331,130207289941609","5692775,846406560391188",12.321417817000054,51.33912080400006,14210327144200240130,0,7,7,7,Alt-West
121735,14,7,13,000,2021,04,11,5,2,8,1,0,0,0,0,1,0,0,"742539,019368474371731","5684865,019956983625889",12.476653129000056,51.26344823000005,14210401144310294590,0,3,3,3,Südost
121750,14,7,13,000,2021,02,02,4,2,7,7,0,1,0,0,0,2,0,"739316,572599638253450","5698932,626145241782069",12.439996379000036,51.39107812300006,14210203144310125530,0,1,1,1,Nordost
121797,14,7,13,000,2021,05,12,1,3,4,6,1,0,0,0,0,0,0,"734895,810743183828890","5698786,661387998610735",12.376474333000033,51.39161461200007,14210530148110414900,0,9,9,9,Nord
121799,14,7,30,270,2021,03,17,6,3,5,3,0,1,0,0,0,0,0,"729764,939826820977032","5701196,531111869961023",12.30441494300004,51.415348073000075,14210326144310239930,0,8,8,8,Nordwest
121813,14,7,13,000,2021,06,14,6,3,0,7,1,0,0,0,0,0,0,"735090,141630035825074","5698952,414837231859565",12.379372232000037,51.39302200000003,14210611148110429290,0,9,9,9,Nord
121837,14,7,13,000,2021,01,09,7,2,5,3,1,0,0,0,1,0,0,"740909,814904190599918","5696363,962941994890571",12.461111974000062,51.36734916100005,14210116144200076490,1,2,2,2,Ost
121841,14,7,13,000,2021,03,14,4,3,5,3,1,1,0,0,0,0,0,"731916,168001443147659","5692462,263987300917506",12.329598331000057,51.33606754700003,14210331148310242010,0,7,7,7,Alt-West
121849,14,7,13,000,2021,02,16,4,3,2,6,0,1,0,0,0,0,0,"732985,308063542470336","5692866,302942316979170",12.345184121000045,51.339257478000036,14210217148310150900,1,7,7,7,Alt-West
121861,14,7,13,000,2021,06,15,5,3,0,2,1,1,0,0,0,0,0,"736161,706195021979511","5693925,108284957706928",12.391407589000039,51.34745129500004,14210610148410455730,0,0,0,0,Mitte
121869,14,7,13,000,2021,05,13,2,3,2,2,0,1,0,0,0,0,0,"735734,902356980368495","5693566,984727820381522",12.385052844000029,51.34441382600005,14210517148410377000,0,0,0,0,Mitte
121879,14,7,13,000,2021,03,09,3,3,5,3,0,1,0,0,1,0,0,"734230,855997368693352","5693319,799410682171583",12.363332865000075,51.34281660200003,14210309148410200200,0,0,0,0,Mitte
121886,14,7,13,000,2021,03,14,2,2,2,6,0,1,0,0,1,0,0,"730367,756992577575147","5701033,822412511333823",12.31296324400006,51.41364291700006,14210301148110185750,0,8,8,8,Nordwest
121898,14,7,13,000,2021,05,19,7,3,8,1,0,1,0,0,0,0,0,"734431,669616466388106","5700731,631461314857006",12.371099680000043,51.409265160000075,14210515144310363390,1,9,9,9,Nord
121904,14,7,13,000,2021,05,16,6,3,2,6,0,1,0,0,0,0,0,"744246,652313876897097","5693871,263257658109069",12.507245084000033,51.34355220100008,14210507144310336110,1,2,2,2,Ost
121934,14,7,13,000,2021,06,17,5,3,5,2,1,1,0,0,0,0,0,"732218,084663527086377","5692468,187355227768421",12.333928908000075,51.33599752200007,14210610144320455200,1,7,7,7,Alt-West
121966,14,7,13,000,2021,03,05,4,3,5,2,1,1,0,0,0,2,0,"735418,989001509733498","5690257,668985765427351",12.378338848000055,51.31483918600003,14210303144200185150,0,4,4,4,Süd
121977,14,7,13,000,2021,03,11,6,3,5,3,0,1,0,0,0,0,0,"727240,968095977790654","5693200,584474921226501",12.263066073000061,51.34458308400008,14210326144200279780,0,7,7,7,Alt-West
121978,14,7,13,000,2021,03,16,3,3,4,6,1,0,0,0,0,0,0,"736614,382324464619160","5694553,863803915679455",12.398313942000073,51.352906861000065,14210309148410213840,0,1,1,1,Nordost
121983,14,7,13,000,2021,03,16,4,3,2,6,0,1,0,0,0,0,0,"740537,127582928165793","5696137,307436894625425",12.455614801000024,51.365472718000035,14210317144200213790,1,2,2,2,Ost
121991,14,7,13,000,2021,02,13,1,3,2,6,0,1,0,0,0,0,0,"738074,779583887197077","5690046,853518676012754",12.41623729500003,51.31184222100006,14210221148210185770,0,3,3,3,Südost
122044,14,7,13,000,2021,01,10,5,3,5,3,0,1,0,0,0,0,0,"727213,466945553198457","5693380,692048178985715",12.262786795000068,51.34621096800004,14210128148310115170,1,7,7,7,Alt-West
122050,14,7,13,000,2021,03,11,4,3,5,3,0,1,0,0,0,0,1,"728902,685090729966760","5698649,386125897988677",12.290393158000029,51.392830966000076,14210310148110209720,0,8,8,8,Nordwest
122052,14,7,13,000,2021,05,12,7,2,9,1,0,0,0,1,0,0,0,"742874,012208629399538","5688899,571276696398854",12.484187435000024,51.29951751700003,14210508144200365660,0,3,3,3,Südost
122080,14,7,13,000,2021,04,16,2,3,4,6,1,0,0,0,0,0,0,"735958,684350151568651","5693802,557540984824300",12.388416342000028,51.34643555400004,14210419148410294600,0,0,0,0,Mitte
122082,14,7,13,000,2021,05,17,1,3,3,6,1,0,0,0,0,0,0,"735707,264119653031230","5690283,041136397048831",12.382484723000061,51.31494762300008,14210509148210365940,0,4,4,4,Süd
122094,14,7,13,000,2021,01,15,4,3,2,6,0,1,0,0,1,0,0,"734771,920596000738442","5693486,936668759211898",12.37119781000007,51.34409374200004,14210127148415113930,0,0,0,0,Mitte
122102,14,7,13,000,2021,04,12,3,3,2,6,0,1,0,0,0,0,0,"744196,781186691485345","5694074,274489710107446",12.50666962300005,51.34539567100006,14210420144310280150,0,2,2,2,Ost
122109,14,7,13,000,2021,01,07,3,3,8,1,0,1,0,0,0,0,0,"731816,719047900289297","5699617,646215230226517",12.332837969000025,51.40034001600003,14210112148110066180,2,8,8,8,Nordwest
122116,14,7,13,000,2021,01,12,5,3,3,6,0,1,0,0,0,0,0,"734888,455996704287827","5700624,415094124153256",12.377584975000048,51.408113797000055,14210121144310092500,0,9,9,9,Nord
122140,14,7,13,000,2021,02,12,5,3,2,6,0,1,0,0,0,0,0,"734855,583001490682364","5693531,771985961124301",12.37242649500007,51.34446164900004,14210211148410161260,1,0,0,0,Mitte
122143,14,7,13,000,2021,04,18,1,3,1,1,0,1,0,0,0,0,0,"727273,483001368120313","5688968,711989207193255",12.260833909000041,51.30657882700007,14210404148310270260,0,6,6,6,West
122151,14,7,13,000,2021,03,15,3,3,3,2,0,1,0,0,1,0,0,"731042,002083321101964","5696806,804900689050555",12.319891533000032,51.375423675000036,14210309144200209920,0,8,8,8,Nordwest
122157,14,7,13,000,2021,02,16,1,3,9,1,0,1,0,0,0,0,0,"728246,415910081006587","5684198,365809489041567",12.271721323000065,51.26336440500006,14210228144310185360,0,5,5,5,Südwest
122166,14,7,13,000,2021,01,18,1,3,5,2,0,1,0,0,0,2,0,"740761,729302158579230","5694475,205262724310160",12.457710488000032,51.35045929300003,14210124144200000610,1,2,2,2,Ost
122173,14,7,13,000,2021,02,16,5,3,5,3,1,1,0,0,0,0,0,"736512,962696057744324","5692230,569784669205546",12.395317072000068,51.332094805000054,14210218144200151140,0,3,3,3,Südost
122186,14,7,13,000,2021,06,22,4,2,5,2,0,1,0,0,0,2,0,"736140,590507063083351","5701505,201198957860470",12.396142570000052,51.415499940000075,14210609144200429280,0,9,9,9,Nord
122203,14,7,13,000,2021,06,18,4,3,8,6,1,0,0,0,0,0,0,"738599,812614631839097","5694542,906267713755369",12.426767300000051,51.35197854000006,14210602144200406830,0,1,1,1,Nordost
122208,14,7,13,000,2021,02,14,4,3,2,6,0,1,0,0,0,0,0,"736247,215001513250172","5693698,504985293373466",12.392482868000059,51.34538173300007,14210203148410125830,1,0,0,0,Mitte
122220,14,7,13,000,2021,03,07,3,3,0,7,1,0,0,0,0,0,0,"736237,469102392904460","5694037,331451866775751",12.392568006000033,51.348427154000035,14210323144200310310,1,0,0,0,Mitte
122258,14,7,13,000,2021,03,13,5,3,0,6,0,1,0,0,0,0,0,"735611,678283226676285","5700136,167297801002860",12.387640858000054,51.40343129200005,14210318143263277680,0,9,9,9,Nord
122268,14,7,13,000,2021,01,07,2,3,5,3,0,1,0,0,0,2,0,"730262,626001394353807","5701142,110987829044461",12.311524359000032,51.41465769800004,14210125144200185100,1,8,8,8,Nordwest
122271,14,7,13,000,2021,04,17,6,2,4,6,1,0,0,0,0,0,0,"736615,438657328486443","5694553,128963662311435",12.398328596000056,51.352899825000065,14210409144200269530,0,1,1,1,Nordost
122280,14,7,13,000,2021,02,16,2,2,6,4,0,1,1,0,0,1,0,"730675,422906823456287","5692949,678632643073797",12.312132769000073,51.34094765300006,14210201144200114400,1,7,7,7,Alt-West
122282,14,7,13,000,2021,04,17,2,3,2,6,0,1,0,0,0,0,0,"733607,524126314558089","5696854,728801952674985",12.35671998500004,51.37480438500006,14210426148110319790,0,8,8,8,Nordwest
122290,14,7,13,000,2021,05,08,2,3,3,3,1,0,0,1,0,0,0,"736325,098001512698829","5694353,952985238283873",12.394034264000027,51.35123278100008,14210510148410375890,0,0,0,0,Mitte
122302,14,7,13,000,2021,06,06,3,3,5,3,1,1,0,0,0,0,0,"739923,297090226784348","5694457,081951728090644",12.445680510000045,51.350651120000066,14210601148220405510,0,2,2,2,Ost
122304,14,7,13,000,2021,03,13,1,3,4,6,1,0,0,0,0,0,0,"735350,535001499578357","5693558,095985731109977",12.37953793400004,51.34449327500005,14210328148410278600,0,0,0,0,Mitte
122311,14,7,13,000,2021,03,17,6,1,8,1,0,1,0,0,0,0,1,"731727,751320488750935","5701191,406627986580133",12.332589109000025,51.41450345900006,14210319144200214790,1,8,8,8,Nordwest
122343,14,7,13,000,2021,05,19,6,2,5,2,0,1,0,0,0,0,0,"736141,390378326177597","5701505,622616847977042",12.396154333000027,51.415503390000026,14210514144200363380,1,9,9,9,Nord
122357,14,7,13,000,2021,05,16,6,2,2,6,0,1,0,0,1,0,0,"744297,750728065147996","5693706,123186822980642",12.507864067000071,51.342048100000056,14210507144310336360,1,2,2,2,Ost
122359,14,7,13,000,2021,02,13,5,3,2,6,0,1,0,0,0,0,0,"736338,941913173533976","5694294,160855539143085",12.394193011000027,51.35069032100006,14210225144200169010,0,0,0,0,Mitte
122365,14,7,13,000,2021,04,23,6,3,5,3,0,1,0,0,0,2,0,"736490,451634348370135","5694623,902156138792634",12.396583918000033,51.35358711300006,14210416144200279100,0,1,1,1,Nordost
122368,14,7,13,000,2021,01,20,4,2,5,3,1,1,0,0,0,2,0,"727240,381161577999592","5693204,335315691307187",12.26306005300006,51.344616991000066,14210127144200113570,1,7,7,7,Alt-West
122382,14,7,13,000,2021,04,09,6,3,6,4,0,1,1,0,0,0,0,"732481,834530833177269","5692411,311573401093483",12.337671526000065,51.33537921000004,14210423148310327450,0,7,7,7,Alt-West
122398,14,7,13,000,2021,02,20,3,2,1,1,0,1,0,0,1,2,0,"727872,373496218584478","5684607,201713627204299",12.266629551000051,51.26718432400003,14210223144200168660,0,5,5,5,Südwest
122406,14,7,13,000,2021,01,09,2,3,2,6,0,1,0,0,0,0,0,"727191,920274879783392","5693382,654071094468236",12.262479175000067,51.346237193000036,14210118148310082970,1,7,7,7,Alt-West
122425,14,7,13,000,2021,04,14,5,3,2,6,1,0,0,0,0,0,0,"736319,145390906371176","5692436,168577864766121",12.392676283000071,51.33402086000007,14210408148410270020,0,3,3,3,Südost
122497,14,7,13,000,2021,02,13,7,3,5,2,0,1,0,0,0,0,0,"729993,524768801406026","5697072,677073521539569",12.30502477500005,51.37823597400006,14210220144200168670,0,8,8,8,Nordwest
122499,14,7,13,000,2021,01,13,3,3,2,6,0,1,0,0,0,0,0,"732601,951001440174878","5698926,787986872717738",12.343653993000032,51.393817141000056,14210105148110057930,1,8,8,8,Nordwest
122521,14,7,13,000,2021,05,15,3,3,2,6,0,1,0,0,0,0,0,"731540,270158679224551","5692707,491961974650621",12.324370759000033,51.33842208100003,14210511144200337080,0,7,7,7,Alt-West
122531,14,7,13,000,2021,02,15,4,3,3,6,0,0,0,1,0,0,1,"728257,217850728891790","5684164,413390845060349",12.271854225000027,51.263055276000046,14210224144310177320,0,5,5,5,Südwest
122540,14,7,13,000,2021,06,09,6,3,5,2,1,1,0,0,0,0,0,"738079,636454807594419","5690026,720450120046735",12.416293419000056,51.311659475000056,14210611148210446570,0,3,3,3,Südost
122553,14,7,13,000,2021,04,08,5,3,9,1,0,0,0,0,0,0,1,"739369,765084460377693","5698852,428530974313617",12.440705445000049,51.39033586700003,14210429144310320470,0,1,1,1,Nordost
122604,14,7,13,000,2021,05,15,6,3,3,2,1,1,0,0,0,0,0,"737765,759779511019588","5690338,005025811493397",12.412005544000067,51.31458477800004,14210528148210389840,0,3,3,3,Südost
122631,14,7,13,000,2021,04,14,3,2,5,7,0,1,0,1,0,0,0,"736070,022427828982472","5693834,812654124572873",12.390033563000031,51.34667886200003,14210420144200406850,0,0,0,0,Mitte
122678,14,7,13,000,2021,04,12,4,3,9,1,0,0,0,0,1,0,0,"740284,273730332963169","5694423,438164461404085",12.450831911000023,51.35019667300003,14210421144200294220,0,2,2,2,Ost
122691,14,7,13,000,2021,06,07,2,3,2,6,0,1,0,0,0,0,0,"735849,423345498740673","5693710,077525991946459",12.386789014000044,51.34565076800004,14210607148410406860,0,0,0,0,Mitte
122693,14,7,13,000,2021,04,08,2,3,6,4,0,1,1,0,0,0,0,"733380,593894573859870","5693034,277111627161503",12.350959257000056,51.34060322200003,14210419148410001050,0,0,0,0,Mitte
122717,14,7,13,000,2021,03,17,6,2,6,4,0,0,1,0,1,0,0,"731382,360037218779325","5692758,437819264829159",12.322140731000047,51.33894368700004,14210312144200210270,0,7,7,7,Alt-West
122721,14,7,13,000,2021,05,17,2,3,3,7,0,1,0,0,0,0,0,"740538,370500300079584","5696138,106603318825364",12.455633162000026,51.365479365000056,14210510144200341710,0,2,2,2,Ost
122736,14,7,13,000,2021,03,18,2,3,2,6,0,1,0,0,0,1,0,"733247,191417925991118","5692978,758055116981268",12.349010973000077,51.34015958600003,14210315148410209990,1,0,0,0,Mitte
122740,14,7,13,000,2021,01,15,4,3,2,2,0,1,0,0,0,0,0,"735597,668630882166326","5697095,001988012343645",12.385422361000053,51.37613906100006,14210113148110082840,1,9,9,9,Nord
