FID_left,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrasse,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID_right,SBZ,Name
50816,50817,14,7,13,000,2016,12,07,6,3,8,1,1,2,0,1,0,0,0,0,"745653,851600000050000","5690967,867700000300000",12.5254094,51.316888167,2,2,2,Ost
50826,50827,14,7,13,000,2016,12,05,3,2,4,2,0,0,0,1,0,0,0,0,"736145,817599999950000","5701505,730000000400000",12.396217956,51.41550251,9,9,9,Nord
122026,122027,14,7,13,000,2016,01,23,4,3,3,6,2,1,1,1,0,0,0,0,"735067,073199999980000","5690154,135999999900000",12.373229912,51.314055285,4,4,4,Süd
122030,122031,14,7,13,000,2016,01,15,6,3,0,1,0,1,1,0,0,0,0,0,"736855,344700000020000","5693409,037100000300000",12.4010065,51.342530414,2,2,2,Ost
122031,122032,14,7,13,000,2016,01,04,6,3,9,1,2,1,0,1,0,0,0,0,"727382,250000000000000","5692107,131000000100000",12.26439319,51.334710264,6,6,6,West
122034,122035,14,7,13,000,2016,01,14,7,3,0,5,0,0,1,1,0,0,0,0,"729353,845300000040000","5694886,496000000300000",12.294438738,51.358869241,7,7,7,Alt-West
122037,122038,14,7,13,000,2016,01,10,2,3,4,2,0,1,0,1,0,0,0,0,"730411,991000000040000","5690951,489199999700000",12.307064968,51.323116732,6,6,6,West
122039,122040,14,7,13,000,2016,01,14,6,2,5,3,0,0,0,1,0,0,0,1,"731774,710700000050000","5691016,864600000000000",12.326631076,51.323150126,5,5,5,Südwest
122044,122045,14,7,13,000,2016,01,16,3,2,5,3,1,0,0,1,0,0,0,1,"729938,695500000030000","5691201,699799999600000",12.300445339,51.325554359,6,6,6,West
122048,122049,14,7,13,000,2016,01,11,3,3,5,3,0,2,1,1,0,0,0,0,"734792,609300000010000","5692835,308699999900000",12.371064739,51.338235928,0,0,0,Mitte
122049,122050,14,7,13,000,2016,01,16,2,3,6,4,2,1,0,1,1,0,0,0,"737329,782400000030000","5693073,491299999900000",12.40758243,51.339320706,2,2,2,Ost
122050,122051,14,7,13,000,2016,01,07,3,3,0,7,0,1,0,1,0,0,0,0,"736672,320700000040000","5693267,156399999700000",12.398289133,51.341333083,2,2,2,Ost
122051,122052,14,7,13,000,2016,01,13,4,3,2,6,0,1,0,1,0,1,0,0,"736967,792999999950000","5692698,561999999900000",12.402145411,51.336106259,3,3,3,Südost
122052,122053,14,7,13,000,2016,01,18,3,3,5,2,2,0,0,1,0,0,0,0,"730843,247899999960000","5693893,598500000300000",12.315150118,51.349353026,7,7,7,Alt-West
122064,122065,14,7,13,000,2016,01,12,3,3,6,4,0,1,0,1,1,0,0,0,"733693,487899999950000","5690726,085500000000000",12.353929994,51.319755083,4,4,4,Süd
122067,122068,14,7,13,000,2016,01,17,6,3,4,6,2,0,1,1,0,0,0,0,"735694,854799999970000","5693344,489299999500000",12.384331589,51.34243325,0,0,0,Mitte
122073,122074,14,7,13,000,2016,01,09,5,3,6,4,0,2,0,1,1,0,0,0,"734750,360899999970000","5693847,818000000000000",12.371126737,51.347342056,0,0,0,Mitte
122077,122078,14,7,13,000,2016,01,08,3,3,3,6,1,0,1,0,0,0,0,1,"734277,476900000010000","5695503,069199999800000",12.365438206,51.362395381,9,9,9,Nord
122081,122082,14,7,13,000,2016,01,13,2,3,6,4,0,1,0,1,1,0,0,0,"732019,487599999990000","5691855,360600000200000",12.330683779,51.330577368,5,5,5,Südwest
122082,122083,14,7,13,000,2016,01,11,5,3,6,4,0,1,0,1,1,0,0,0,"736158,788500000020000","5699780,802899999500000",12.395255961,51.40001405,9,9,9,Nord
122088,122089,14,7,13,000,2016,01,17,7,3,5,3,2,1,1,1,0,0,0,0,"734291,069600000050000","5695623,610399999700000",12.365712505,51.363471804,9,9,9,Nord
122094,122095,14,7,13,000,2016,01,09,3,3,8,1,0,2,0,1,0,0,0,0,"738420,472300000020000","5693621,183000000200000",12.423579275,51.343780501,2,2,2,Ost
122098,122099,14,7,13,000,2016,01,14,3,3,9,5,0,1,1,0,0,0,0,1,"737186,921199999980000","5693847,974700000100000",12.406050963,51.34633213,2,2,2,Ost
122112,122113,14,7,13,000,2016,01,09,5,3,5,5,0,1,1,1,0,0,0,0,"736834,503900000010000","5692615,845200000300000",12.40018041,51.335419302,3,3,3,Südost
122121,122122,14,7,13,000,2016,01,07,3,3,0,4,0,1,0,1,1,0,0,0,"737578,349700000020000","5692609,140700000300000",12.410834885,51.335048887,2,2,2,Ost
122122,122123,14,7,13,000,2016,01,14,1,3,5,3,0,1,0,1,0,0,0,0,"732809,646700000040000","5690922,186599999700000",12.341396492,51.32187771,5,5,5,Südwest
122125,122126,14,7,13,000,2016,01,15,5,3,3,2,0,0,1,1,0,0,0,0,"735065,773599999960000","5690881,418300000000000",12.373690671,51.320584207,4,4,4,Süd
122135,122136,14,7,13,000,2016,01,18,5,3,1,6,2,1,0,1,0,0,0,0,"733673,101999999960000","5692847,851099999600000",12.355029155,51.338809633,0,0,0,Mitte
122147,122148,14,7,13,000,2016,01,13,2,3,2,6,0,0,0,1,0,0,0,0,"734787,457000000050000","5694602,171099999900000",12.372156047,51.354098093,0,0,0,Mitte
122149,122150,14,7,13,000,2016,01,06,2,3,6,2,2,1,0,0,1,0,0,1,"735396,932000000030000","5689499,099000000400000",12.377522382,51.308039095,4,4,4,Süd
122157,122158,14,7,13,000,2016,01,21,2,3,9,1,2,1,0,1,0,0,0,0,"736335,980699999960000","5691129,089700000400000",12.392050796,51.322281238,0,0,0,Mitte
122159,122160,14,7,13,000,2016,01,16,2,2,6,4,2,2,0,1,1,0,0,0,"730541,020299999970000","5693678,764100000300000",12.31067847,51.347547124,7,7,7,Alt-West
122183,122184,14,7,13,000,2016,01,15,1,3,3,7,0,1,1,1,0,0,0,0,"734958,752199999990000","5693387,751299999700000",12.373810174,51.34312624,0,0,0,Mitte
122188,122189,14,7,13,000,2016,01,16,2,3,6,4,0,1,0,1,1,0,0,0,"736552,429299999960000","5693455,735000000300000",12.396696168,51.343075684,2,2,2,Ost
122199,122200,14,7,13,000,2016,01,05,6,3,5,3,2,1,1,1,0,0,0,0,"735304,704000000030000","5693687,847000000100000",12.378966795,51.345676931,0,0,0,Mitte
122208,122209,14,7,13,000,2016,01,10,1,3,1,3,0,1,1,1,0,0,0,0,"734282,978000000000000","5693500,429999999700000",12.364198745,51.34441655,0,0,0,Mitte
122211,122212,14,7,13,000,2016,01,12,7,3,5,3,0,0,0,1,0,0,0,0,"735264,186600000020000","5695214,260099999600000",12.379395047,51.359395253,0,0,0,Mitte
122217,122218,14,7,13,000,2016,01,15,5,3,5,3,0,2,0,1,0,0,0,0,"737938,153599999960000","5695507,981399999900000",12.417928067,51.360918357,1,1,1,Nordost
122224,122225,14,7,13,000,2016,01,14,5,3,6,4,0,2,0,0,1,0,0,1,"732020,306499999950000","5690712,504099999600000",12.329951625,51.320317845,5,5,5,Südwest
122239,122240,14,7,13,000,2016,01,17,2,3,5,3,2,1,1,1,0,0,0,0,"733845,444299999970000","5695087,016400000100000",12.358969954,51.358838665,9,9,9,Nord
122249,122250,14,7,13,000,2016,01,16,6,3,4,2,2,1,0,1,0,0,0,0,"736464,334599999940000","5696405,409400000200000",12.397393756,51.369589016,9,9,9,Nord
122250,122251,14,7,13,000,2016,01,15,1,3,5,3,0,0,0,1,0,0,0,0,"735309,745400000010000","5689757,492100000400000",12.376444155,51.310394579,4,4,4,Süd
122256,122257,14,7,13,000,2016,01,16,4,3,4,3,1,2,0,1,0,0,0,0,"734607,428799999990000","5692452,441399999900000",12.368158775,51.334875573,0,0,0,Mitte
122259,122260,14,7,13,000,2016,01,13,4,3,2,6,0,1,0,1,0,0,0,0,"738707,466600000040000","5691061,544099999600000",12.425977722,51.320685042,3,3,3,Südost
122264,122265,14,7,13,000,2016,01,20,7,2,5,2,2,0,0,1,0,0,0,0,"734188,454999999960000","5692887,178999999500000",12.362440678,51.33895066,0,0,0,Mitte
122265,122266,14,7,13,000,2016,01,05,3,3,6,2,2,1,0,1,1,0,0,0,"734547,973699999970000","5698529,035100000000000",12.371313556,51.389445918,9,9,9,Nord
122268,122269,14,7,13,000,2016,01,15,4,3,6,2,0,1,0,1,1,0,0,0,"735068,524500000060000","5690881,440000000400000",12.373730093,51.320583266,4,4,4,Süd
122272,122273,14,7,13,000,2016,01,14,4,3,5,3,0,0,0,1,0,0,0,1,"732057,999700000040000","5692938,016800000300000",12.331940846,51.340280413,7,7,7,Alt-West
122279,122280,14,7,13,000,2016,01,16,3,3,2,2,2,0,0,1,0,0,0,0,"731770,818899999950000","5689736,712399999600000",12.325743345,51.311659982,5,5,5,Südwest
122293,122294,14,7,13,000,2016,02,07,3,2,6,2,1,1,0,1,1,0,0,0,"736649,867800000010000","5692720,065499999600000",12.397603867,51.336431657,3,3,3,Südost
122311,122312,14,7,13,000,2016,01,07,5,3,0,1,1,1,0,1,0,0,0,0,"739899,110800000020000","5693558,415099999900000",12.444728305,51.342595165,2,2,2,Ost
122312,122313,14,7,13,000,2016,01,09,6,3,3,6,0,0,0,1,0,1,0,0,"734084,462100000000000","5695131,324099999900000",12.362426027,51.359137983,9,9,9,Nord
122315,122316,14,7,13,000,2016,01,17,5,2,5,2,2,1,1,1,0,0,0,0,"735972,924499999960000","5692883,337700000000000",12.388011354,51.338178509,0,0,0,Mitte
122316,122317,14,7,13,000,2016,01,20,6,3,4,2,2,1,1,1,0,0,0,0,"734640,141999999990000","5695408,027499999900000",12.370575591,51.361392602,9,9,9,Nord
122317,122318,14,7,13,000,2016,01,11,4,3,5,2,0,1,1,1,0,0,0,0,"735758,033500000020000","5692893,701999999600000",12.384938672,51.33836067,0,0,0,Mitte
122323,122324,14,7,13,000,2016,01,15,4,3,5,3,0,0,0,1,0,0,0,0,"735445,114399999960000","5691686,975800000100000",12.379656887,51.327658342,0,0,0,Mitte
122325,122326,14,7,13,000,2016,01,22,6,2,5,3,2,0,0,1,0,0,0,0,"737136,583499999950000","5694426,838499999600000",12.40571508,51.351549048,1,1,1,Nordost
122326,122327,14,7,13,000,2016,01,07,4,3,5,3,0,1,1,1,0,0,0,0,"736075,440100000010000","5691522,062599999800000",12.388578601,51.325916822,0,0,0,Mitte
122333,122334,14,7,13,000,2016,01,13,6,3,6,4,0,0,0,1,1,0,0,0,"731836,293799999980000","5691463,435100000400000",12.327803808,51.32713382,5,5,5,Südwest
122335,122336,14,7,13,000,2016,02,14,5,3,4,2,0,0,0,1,0,1,0,0,"733186,913399999960000","5695860,771400000000000",12.350035409,51.366054936,8,8,8,Nordwest
122337,122338,14,7,13,000,2016,01,10,4,2,2,6,0,1,1,1,0,0,0,0,"737598,881999999980000","5693459,778900000300000",12.411696519,51.342675661,2,2,2,Ost
122354,122355,14,7,13,000,2016,02,21,1,3,2,2,2,0,0,1,0,0,0,0,"735609,319000000020000","5695315,942599999700000",12.384410677,51.360164986,9,9,9,Nord
122360,122361,14,7,13,000,2016,02,09,5,3,5,3,0,0,0,1,0,0,0,0,"731244,924000000000000","5691321,232499999900000",12.319238274,51.32609797,7,7,7,Alt-West
122362,122363,14,7,13,000,2016,01,09,3,3,3,2,0,1,1,1,0,0,0,0,"735091,795399999940000","5693968,400200000000000",12.376100393,51.348283352,0,0,0,Mitte
122367,122368,14,7,13,000,2016,02,16,3,3,5,3,0,1,1,1,0,0,0,0,"734463,637400000010000","5691194,423200000100000",12.365270604,51.323642311,4,4,4,Süd
122368,122369,14,7,13,000,2016,01,10,3,3,2,6,0,1,0,1,0,0,0,0,"734695,170799999960000","5693369,724600000300000",12.370020519,51.343073286,0,0,0,Mitte
122369,122370,14,7,13,000,2016,01,13,6,3,5,3,0,0,0,1,0,0,0,0,"732776,222199999960000","5691353,162600000400000",12.341199053,51.325760127,5,5,5,Südwest
122374,122375,14,7,13,000,2016,01,06,1,3,1,7,0,1,0,1,0,0,0,0,"730268,109100000000000","5690211,496600000200000",12.30452567,51.316532039,6,6,6,West
122376,122377,14,7,13,000,2016,02,07,2,3,5,3,2,1,1,1,0,0,0,0,"738140,123900000010000","5690520,459300000200000",12.417489344,51.316065977,3,3,3,Südost
122380,122381,14,7,13,000,2016,01,19,3,3,4,2,2,0,1,1,0,0,0,0,"734324,091699999990000","5692142,519799999900000",12.363894732,51.332210375,0,0,0,Mitte
122382,122383,14,7,13,000,2016,02,13,3,3,5,2,0,1,1,1,0,0,0,0,"739967,141399999960000","5691762,019200000000000",12.444493346,51.326442518,2,2,2,Ost
122383,122384,14,7,13,000,2016,01,09,3,3,3,2,0,1,1,1,0,0,0,0,"732438,423599999980000","5690612,109100000000000",12.335876084,51.319245986,5,5,5,Südwest
122387,122388,14,7,13,000,2016,01,09,3,3,1,6,0,0,0,1,0,0,0,0,"731534,148900000030000","5691631,012500000200000",12.323583488,51.328761187,7,7,7,Alt-West
122389,122390,14,7,13,000,2016,02,14,2,3,4,6,0,0,1,1,0,0,0,0,"734304,270800000060000","5695146,409799999600000",12.365587482,51.35918281,9,9,9,Nord
122392,122393,14,7,13,000,2016,01,14,3,2,4,2,0,1,0,1,0,0,0,1,"739503,437299999990000","5693907,958900000000000",12.439292904,51.345899387,2,2,2,Ost
122395,122396,14,7,13,000,2016,01,07,3,3,5,3,1,2,1,1,0,0,0,0,"737283,650799999940000","5689100,797899999700000",12.404277486,51.303680635,4,4,4,Süd
122396,122397,14,7,13,000,2016,01,14,3,3,5,3,0,0,0,1,0,0,0,0,"735263,187500000000000","5695216,764299999900000",12.379382378,51.359418145,0,0,0,Mitte
122397,122398,14,7,13,000,2016,02,22,2,2,6,1,2,0,0,1,1,0,0,0,"737283,927999999960000","5694416,564600000200000",12.407820349,51.35139534,1,1,1,Nordost
122399,122400,14,7,13,000,2016,02,14,2,2,0,5,0,0,1,1,0,0,0,0,"734483,696200000010000","5695444,882700000000000",12.368356733,51.361788011,9,9,9,Nord
122400,122401,14,7,13,000,2016,01,18,3,3,5,3,2,0,1,1,0,0,0,0,"731780,100800000010000","5691739,940100000200000",12.327178489,51.329638853,5,5,5,Südwest
122405,122406,14,7,13,000,2016,02,18,2,2,0,6,2,0,0,1,0,1,0,0,"734806,421600000000000","5691548,413800000200000",12.370414649,51.326678525,0,0,0,Mitte
122410,122411,14,7,13,000,2016,01,07,3,3,6,4,1,1,0,1,1,0,0,0,"735645,787900000000000","5695920,249900000200000",12.385333899,51.365574268,9,9,9,Nord
122414,122415,14,7,13,000,2016,02,17,4,3,2,6,1,0,0,1,0,0,0,0,"730532,905499999990000","5691511,905299999800000",12.309159771,51.328098603,7,7,7,Alt-West
122420,122421,14,7,13,000,2016,01,12,3,3,0,7,0,0,0,0,0,0,0,1,"736932,796399999990000","5692275,750300000400000",12.401362744,51.332325628,3,3,3,Südost
122421,122422,14,7,13,000,2016,02,09,4,3,5,3,0,0,0,1,0,0,0,0,"734649,213200000000000","5691175,090699999600000",12.367916523,51.323392271,4,4,4,Süd
122430,122431,14,7,13,000,2016,02,19,6,3,0,5,2,1,1,1,0,0,0,0,"736071,844300000000000","5693601,385200000400000",12.389904908,51.34458281,0,0,0,Mitte
122431,122432,14,7,13,000,2016,01,15,5,3,6,4,0,0,0,1,1,0,0,0,"729483,373999999950000","5689827,361999999700000",12.293036959,51.313400579,6,6,6,West
122433,122434,14,7,13,000,2016,02,19,4,3,5,3,2,0,1,1,0,0,0,0,"734754,854399999950000","5692106,667700000100000",12.370043554,51.331710931,0,0,0,Mitte
122437,122438,14,7,13,000,2016,01,18,5,2,3,6,2,0,1,1,0,0,0,0,"731544,095800000010000","5688852,238199999600000",12.321921963,51.30381242,5,5,5,Südwest
122439,122440,14,7,13,000,2016,01,11,6,3,5,3,0,0,1,1,0,0,0,0,"735094,270400000040000","5689776,955799999600000",12.373370898,51.310658324,4,4,4,Süd
122440,122441,14,7,13,000,2016,01,05,5,2,5,3,2,0,1,1,0,0,0,0,"739917,827399999950000","5694562,527400000000000",12.445673183,51.351599874,2,2,2,Ost
122441,122442,14,7,13,000,2016,02,07,4,2,3,2,0,1,1,0,0,0,1,0,"736698,701499999970000","5689804,728000000100000",12.396368062,51.310242736,4,4,4,Süd
122444,122445,14,7,13,000,2016,02,11,6,2,1,5,0,0,1,1,0,0,0,0,"731575,758000000030000","5693443,972600000000000",12.325358266,51.345018883,7,7,7,Alt-West
122445,122446,14,7,13,000,2016,01,19,5,3,5,3,2,0,1,1,0,0,0,0,"733388,986599999950000","5692139,682500000100000",12.350493441,51.332569367,5,5,5,Südwest
122456,122457,14,7,13,000,2016,02,11,6,3,6,7,0,0,0,1,1,0,0,0,"735304,095100000040000","5689891,918800000100000",12.376451892,51.311603582,4,4,4,Süd
122461,122462,14,7,13,000,2016,02,17,7,3,6,7,1,1,0,1,1,0,0,0,"730846,533000000050000","5691837,452600000400000",12.313864503,51.330893841,7,7,7,Alt-West
122468,122469,14,7,13,000,2016,01,00,1,2,6,4,2,1,0,1,1,0,0,0,"735171,363800000050000","5693557,514800000000000",12.376969525,51.344562197,0,0,0,Mitte
122470,122471,14,7,13,000,2016,01,19,1,3,5,3,2,0,1,1,0,0,0,0,"737896,297099999970000","5691400,604100000100000",12.414584121,51.324068153,3,3,3,Südost
122472,122473,14,7,13,000,2016,02,15,4,3,0,1,0,1,0,0,0,1,0,0,"734731,236999999960000","5690154,263399999600000",12.368419667,51.31419503,4,4,4,Süd
122473,122474,14,7,13,000,2016,02,14,7,3,5,3,0,0,1,1,0,0,0,0,"727210,151300000030000","5693564,989799999600000",12.262856886,51.347866803,7,7,7,Alt-West
122482,122483,14,7,13,000,2016,02,14,6,2,6,4,0,0,0,1,1,0,0,0,"729694,761999999990000","5684261,048999999600000",12.292485744,51.263345515,5,5,5,Südwest
122484,122485,14,7,13,000,2016,02,10,6,2,1,3,0,0,1,1,0,0,0,0,"735276,978800000040000","5691019,521200000300000",12.376807393,51.321736584,4,4,4,Süd
122485,122486,14,7,13,000,2016,02,18,7,3,4,2,1,0,0,1,0,0,0,0,"736595,478499999970000","5699753,098799999800000",12.401503913,51.399583466,9,9,9,Nord
122502,122503,14,7,13,000,2016,02,19,4,3,2,2,2,0,1,1,0,0,0,0,"732321,068199999980000","5690619,998900000000000",12.334200042,51.319364734,5,5,5,Südwest
122511,122512,14,7,13,000,2016,02,07,3,3,5,2,0,1,1,1,0,0,0,0,"736799,322099999990000","5693773,200899999600000",12.400445766,51.345822526,2,2,2,Ost
122512,122513,14,7,13,000,2016,01,16,7,2,6,7,1,1,0,1,1,0,0,0,"733722,751900000030000","5693387,251100000000000",12.356094696,51.343631173,0,0,0,Mitte
122513,122514,14,7,13,000,2016,01,05,2,3,6,2,2,1,0,1,1,0,0,0,"731174,675599999960000","5691920,131099999900000",12.318620239,51.331502771,7,7,7,Alt-West
122515,122516,14,7,13,000,2016,02,23,7,3,3,6,2,0,0,1,0,0,0,1,"736660,585800000000000","5695567,419300000200000",12.39965042,51.361985411,9,9,9,Nord
122516,122517,14,7,13,000,2016,01,14,4,3,5,3,0,0,0,1,0,0,0,0,"737776,344000000040000","5693737,286799999900000",12.414425154,51.345092386,2,2,2,Ost
122518,122519,14,7,13,000,2016,02,21,7,3,3,6,2,0,1,1,0,0,0,0,"737032,071600000020000","5689554,337299999800000",12.40097618,51.307856472,4,4,4,Süd
122520,122521,14,7,13,000,2016,01,18,4,2,0,1,2,0,0,1,0,1,0,0,"736260,996099999990000","5696345,635800000300000",12.394438088,51.369137088,9,9,9,Nord
122521,122522,14,7,13,000,2016,01,14,2,3,5,3,0,0,0,1,0,0,0,0,"729368,320399999970000","5690706,436800000300000",12.291954285,51.32133855,6,6,6,West
122522,122523,14,7,13,000,2016,01,16,2,2,3,6,0,1,1,1,0,0,0,0,"731753,555700000030000","5693044,269000000300000",12.327646632,51.341358379,7,7,7,Alt-West
122523,122524,14,7,13,000,2016,01,10,7,3,2,6,0,0,0,1,0,0,0,1,"729835,854199999940000","5694451,170300000300000",12.301068791,51.354766569,7,7,7,Alt-West
122524,122525,14,7,13,000,2016,02,19,3,3,5,2,2,1,1,1,0,0,0,0,"735121,448100000040000","5693981,568000000000000",12.376534132,51.348389287,0,0,0,Mitte
122525,122526,14,7,13,000,2016,01,19,7,3,4,6,2,1,0,1,0,0,0,0,"737865,348499999960000","5692897,973299999700000",12.415140234,51.337521491,2,2,2,Ost
122529,122530,14,7,13,000,2016,01,07,4,2,6,4,0,0,0,1,1,0,0,0,"731174,291899999950000","5691919,911200000000000",12.318614598,51.331500953,7,7,7,Alt-West
122530,122531,14,7,13,000,2016,01,10,2,3,1,6,0,1,0,1,0,0,0,1,"739635,545599999950000","5692345,257199999900000",12.440134991,51.331817297,2,2,2,Ost
122533,122534,14,7,13,000,2016,01,07,6,3,2,6,1,2,0,1,0,0,0,1,"732654,257600000010000","5692269,606300000100000",12.340049901,51.334036658,7,7,7,Alt-West
122534,122535,14,7,13,000,2016,01,15,4,3,5,3,0,0,1,1,0,0,0,0,"735105,057000000030000","5694900,729000000300000",12.376906357,51.356646758,0,0,0,Mitte
122535,122536,14,7,13,000,2016,02,15,3,3,3,6,0,0,1,1,0,0,0,0,"732412,293999999990000","5690933,322100000500000",12.335711137,51.322140109,5,5,5,Südwest
122540,122541,14,7,13,000,2016,02,14,3,3,5,3,0,1,1,1,0,0,0,0,"735153,531199999970000","5693740,918600000400000",12.37683506,51.346215867,0,0,0,Mitte
122544,122545,14,7,13,000,2016,01,05,2,3,5,3,2,2,0,1,0,0,0,0,"733452,783399999960000","5695493,201299999800000",12.35360669,51.362646245,9,9,9,Nord
122548,122549,14,7,13,000,2016,02,20,4,3,1,1,0,0,0,1,0,0,0,0,"731042,156800000000000","5693663,055900000000000",12.317851893,51.347202664,7,7,7,Alt-West
122550,122551,14,7,13,000,2016,03,15,6,3,0,2,0,0,0,1,0,0,0,1,"731410,826800000040000","5691635,742600000500000",12.321819513,51.328853829,7,7,7,Alt-West
122551,122552,14,7,13,000,2016,02,19,5,3,2,6,2,0,0,1,0,0,0,0,"735662,432599999940000","5696037,720400000000000",12.385650414,51.366621805,9,9,9,Nord
122553,122554,14,7,13,000,2016,02,08,6,2,5,3,0,0,1,1,0,0,0,0,"740047,695300000020000","5689270,291600000100000",12.443970428,51.304043415,3,3,3,Südost
122554,122555,14,7,13,000,2016,02,13,4,3,5,3,0,0,1,1,0,0,0,0,"733797,800200000060000","5693308,101400000000000",12.357118385,51.342889828,0,0,0,Mitte
122556,122557,14,7,13,000,2016,02,09,5,3,5,3,0,1,1,1,0,0,0,0,"735562,769699999950000","5692686,677600000100000",12.38200348,51.336583273,0,0,0,Mitte
122559,122560,14,7,13,000,2016,02,13,2,3,3,5,0,1,0,1,0,1,0,0,"736446,141199999950000","5693497,594999999700000",12.395200632,51.343495636,0,0,0,Mitte
122560,122561,14,7,13,000,2016,02,09,5,3,2,6,0,0,0,1,0,0,0,0,"738864,430999999980000","5694486,868999999900000",12.430522829,51.35136442,2,2,2,Ost
