FID_left,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrasse,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID_right,SBZ,Name
124588,124589,14,7,13,000,2016,06,06,2,2,4,6,0,0,0,1,0,0,0,0,"738160,588100000050000","5692284,512000000100000",12.418960945,51.331891523,2,2,2,Ost
124589,124590,14,7,13,000,2016,06,16,6,3,2,2,0,0,0,1,0,0,0,0,"735256,320900000050000","5688910,739900000400000",12.37512077,51.302815865,4,4,4,Süd
124593,124594,14,7,13,000,2016,06,18,6,3,5,3,0,0,1,1,0,0,0,0,"742237,044800000030000","5694589,052000000100000",12.478933965,51.350854344,2,2,2,Ost
124597,124598,14,7,13,000,2016,06,14,6,2,9,1,0,0,0,0,0,1,0,0,"737142,273700000020000","5691886,823699999600000",12.404105453,51.328747287,3,3,3,Südost
124600,124601,14,7,13,000,2016,06,13,2,2,0,1,0,0,1,0,0,0,0,0,"734631,609500000020000","5695378,969999999700000",12.370434085,51.361135295,9,9,9,Nord
124602,124603,14,7,13,000,2016,06,21,3,3,0,1,2,0,0,0,0,1,0,0,"738635,363800000050000","5693596,734799999700000",12.426642686,51.343470907,2,2,2,Ost
124603,124604,14,7,13,000,2016,06,22,1,3,4,2,2,0,1,1,0,0,0,0,"737235,112800000000000","5692695,114500000100000",12.405973749,51.335963869,3,3,3,Südost
124604,124605,14,7,13,000,2016,06,22,3,3,0,1,2,0,1,0,0,0,0,0,"738697,755000000000000","5693620,042000000400000",12.427552484,51.34365392,2,2,2,Ost
124605,124606,14,7,13,000,2016,06,19,4,3,6,4,0,0,0,1,1,0,0,0,"735105,258299999990000","5694881,556400000100000",12.376896575,51.356474575,0,0,0,Mitte
124607,124608,14,7,13,000,2016,06,18,3,3,3,5,0,0,1,1,0,0,0,0,"737028,070900000050000","5693764,618499999900000",12.403718672,51.345650168,2,2,2,Ost
124609,124610,14,7,13,000,2016,06,11,4,3,6,7,0,0,0,0,1,0,0,1,"735030,999199999960000","5692963,924599999600000",12.374565949,51.339291958,0,0,0,Mitte
124613,124614,14,7,13,000,2016,06,21,4,3,5,3,0,0,1,1,0,0,0,0,"734994,214599999950000","5689646,017000000000000",12.371851621,51.309524274,4,4,4,Süd
124616,124617,14,7,13,000,2016,06,13,3,2,5,3,0,0,0,1,0,0,0,0,"735262,973299999950000","5695216,344600000400000",12.379379029,51.359414466,0,0,0,Mitte
124628,124629,14,7,13,000,2016,06,14,7,2,0,1,0,0,1,0,0,0,0,0,"731530,899199999990000","5691623,249200000400000",12.323531881,51.32869282,7,7,7,Alt-West
124654,124655,14,7,13,000,2016,06,08,5,3,5,3,0,0,1,1,0,0,0,0,"736685,958699999960000","5693030,984000000200000",12.398327639,51.339207489,3,3,3,Südost
124655,124656,14,7,13,000,2016,06,09,6,3,5,3,0,0,0,1,0,0,0,1,"731735,704000000030000","5690502,051099999800000",12.325737637,51.318544614,5,5,5,Südwest
124656,124657,14,7,13,000,2016,06,08,4,3,6,4,0,0,1,1,1,0,0,0,"736734,087199999950000","5689158,197200000300000",12.396445927,51.304424623,4,4,4,Süd
124658,124659,14,7,13,000,2016,06,21,2,2,6,6,2,0,0,0,1,1,0,0,"731091,322799999970000","5692097,798800000000000",12.317541052,51.333131547,7,7,7,Alt-West
124661,124662,14,7,13,000,2016,06,11,5,3,3,2,0,0,1,0,0,0,0,1,"734772,621099999990000","5693730,185700000300000",12.37136824,51.346276951,0,0,0,Mitte
124662,124663,14,7,13,000,2016,06,15,6,3,8,1,0,0,0,1,0,0,0,0,"731515,549499999960000","5693965,941900000000000",12.324834693,51.349729025,7,7,7,Alt-West
124663,124664,14,7,13,000,2016,06,13,4,3,4,2,0,0,0,1,0,0,0,0,"734639,266100000010000","5695393,346900000200000",12.370553349,51.361261185,9,9,9,Nord
124664,124665,14,7,13,000,2016,06,13,2,3,3,2,0,0,1,1,0,0,0,0,"735058,797600000050000","5691045,703700000400000",12.373699044,51.322061781,4,4,4,Süd
124670,124671,14,7,13,000,2016,06,12,4,3,8,1,0,0,0,1,0,0,0,0,"741149,536700000060000","5698133,763700000000000",12.465749939,51.383132237,1,1,1,Nordost
124672,124673,14,7,13,000,2016,06,12,5,3,0,6,0,0,1,0,0,0,0,1,"732313,262200000000000","5690618,769100000200000",12.334087415,51.319356882,5,5,5,Südwest
124673,124674,14,7,13,000,2016,06,11,4,3,5,3,0,0,1,1,0,0,0,0,"741432,980699999960000","5686817,556499999900000",12.462148236,51.281442913,3,3,3,Südost
124674,124675,14,7,13,000,2016,06,15,4,3,5,3,0,0,1,1,0,0,0,0,"736342,531899999940000","5692762,918600000400000",12.393228161,51.336944117,0,0,0,Mitte
124677,124678,14,7,13,000,2016,06,16,4,3,5,3,0,1,1,1,0,0,0,0,"732592,554000000000000","5692331,968999999600000",12.339206394,51.334621706,7,7,7,Alt-West
124700,124701,14,7,13,000,2016,06,14,4,3,6,4,0,0,0,1,1,0,0,0,"728573,300999999980000","5695043,649000000200000",12.283347772,51.360594535,7,7,7,Alt-West
124705,124706,14,7,13,000,2016,06,06,5,3,5,3,0,0,0,1,0,1,0,0,"734754,690300000020000","5691171,498499999800000",12.369425259,51.323316517,4,4,4,Süd
124706,124707,14,7,13,000,2016,06,08,5,3,2,2,0,0,0,1,0,0,0,0,"737378,222500000030000","5692671,518799999700000",12.408008745,51.335692359,2,2,2,Ost
124711,124712,14,7,13,000,2016,06,15,4,3,4,2,0,1,0,1,0,0,0,1,"730726,451000000000000","5693723,496000000300000",12.313365555,51.347873449,7,7,7,Alt-West
124716,124717,14,7,13,000,2016,06,15,4,2,5,3,0,0,0,1,0,0,0,0,"734506,902000000000000","5690889,361999999700000",12.365689779,51.320886106,4,4,4,Süd
124717,124718,14,7,13,000,2016,06,15,3,2,5,3,0,0,1,1,0,0,0,0,"731765,761999999990000","5690948,240899999600000",12.326458257,51.322537747,5,5,5,Südwest
124721,124722,14,7,13,000,2016,06,15,5,3,5,3,0,0,1,0,0,0,0,1,"737055,748999999950000","5691564,335699999700000",12.402651286,51.325888656,3,3,3,Südost
124722,124723,14,7,13,000,2016,06,17,5,2,5,3,0,0,1,1,0,0,0,0,"735037,302900000010000","5692569,791100000000000",12.374396233,51.335751464,0,0,0,Mitte
124723,124724,14,7,13,000,2016,06,12,6,3,4,1,0,0,1,0,0,0,0,1,"730419,586600000040000","5690958,729399999600000",12.307178471,51.323178651,7,7,7,Alt-West
124725,124726,14,7,13,000,2016,06,14,2,3,3,6,0,0,1,1,0,0,0,0,"733808,232100000020000","5696167,707299999900000",12.359146822,51.368554774,9,9,9,Nord
124733,124734,14,7,13,000,2016,06,13,5,3,4,2,0,0,1,1,0,0,0,0,"735537,118000000020000","5692915,139999999700000",12.381786948,51.338644646,0,0,0,Mitte
124734,124735,14,7,13,000,2016,06,10,5,3,4,2,0,0,1,1,0,0,0,0,"735263,215100000030000","5689590,163499999800000",12.375667403,51.308911802,4,4,4,Süd
124736,124737,14,7,13,000,2016,06,04,1,2,8,1,1,0,0,1,0,0,0,0,"727675,543399999970000","5690400,328400000000000",12.267506211,51.319270353,6,6,6,West
124737,124738,14,7,13,000,2016,06,18,5,3,4,2,0,1,1,1,0,0,0,0,"737083,057299999990000","5693762,318799999500000",12.404505248,51.345606599,2,2,2,Ost
124738,124739,14,7,13,000,2016,06,19,5,3,5,3,0,0,0,1,0,1,0,0,"731304,077999999980000","5697360,133000000400000",12.32401069,51.380284098,8,8,8,Nordwest
124747,124748,14,7,13,000,2016,06,17,5,3,5,3,0,1,1,1,0,0,0,0,"730567,974900000030000","5691529,480100000300000",12.309673639,51.328242159,7,7,7,Alt-West
124749,124750,14,7,13,000,2016,06,08,3,3,2,6,0,1,1,0,0,0,1,0,"738271,342300000020000","5691614,577899999900000",12.420099972,51.32583184,3,3,3,Südost
124752,124753,14,7,13,000,2016,06,16,3,3,4,2,0,1,1,1,0,0,0,0,"737786,139500000050000","5691447,483500000100000",12.413037283,51.324534992,3,3,3,Südost
124753,124754,14,7,13,000,2016,06,12,7,3,3,5,0,0,0,1,0,0,0,0,"737799,031899999940000","5692679,640999999800000",12.414044169,51.335589473,2,2,2,Ost
124760,124761,14,7,13,000,2016,06,11,3,3,2,6,0,0,0,1,0,0,0,0,"735670,077900000030000","5694437,420500000000000",12.384699966,51.35225396,0,0,0,Mitte
124762,124763,14,7,13,000,2016,06,10,2,3,3,6,0,0,1,1,0,0,0,0,"739817,419400000010000","5689326,334200000400000",12.440710707,51.304643478,3,3,3,Südost
124763,124764,14,7,13,000,2016,07,16,6,3,1,6,0,0,0,1,0,0,0,0,"732382,739199999950000","5690807,637000000100000",12.335205803,51.321023936,5,5,5,Südwest
124764,124765,14,7,13,000,2016,07,04,2,3,5,3,1,0,0,1,0,0,0,1,"732773,691899999980000","5691353,292299999900000",12.341162885,51.325762326,5,5,5,Südwest
124766,124767,14,7,13,000,2016,06,14,5,3,5,3,0,0,1,1,0,0,0,0,"736312,819000000020000","5692422,600999999800000",12.392576631,51.333901703,0,0,0,Mitte
124767,124768,14,7,13,000,2016,07,08,2,3,4,2,0,0,1,1,0,0,0,0,"737287,806199999990000","5693902,576100000200000",12.407533331,51.346780137,2,2,2,Ost
124777,124778,14,7,13,000,2016,06,18,5,3,0,7,0,0,0,1,0,0,0,0,"728038,989100000010000","5690963,233199999700000",12.273073145,51.324178201,6,6,6,West
124781,124782,14,7,13,000,2016,07,13,2,3,6,4,0,0,0,1,1,0,0,0,"729021,519600000000000","5700958,375599999900000",12.293588494,51.413510863,8,8,8,Nordwest
124810,124811,14,7,13,000,2016,06,14,5,3,5,2,0,1,0,1,0,0,0,0,"733610,220300000040000","5692982,246399999600000",12.354216122,51.340041875,0,0,0,Mitte
124815,124816,14,7,13,000,2016,07,07,6,3,5,3,0,0,0,1,0,0,0,0,"731778,442999999970000","5691739,146999999900000",12.327154219,51.329632409,5,5,5,Südwest
124816,124817,14,7,13,000,2016,06,15,4,3,5,3,0,0,1,0,0,1,0,0,"734795,122100000040000","5692424,273900000400000",12.37082984,51.334545276,0,0,0,Mitte
124821,124822,14,7,13,000,2016,07,08,3,3,3,2,0,0,1,1,0,0,0,0,"736292,197999999970000","5693735,338399999800000",12.393152046,51.345693663,0,0,0,Mitte
124822,124823,14,7,13,000,2016,06,15,5,3,4,2,0,1,1,1,0,0,0,0,"731779,751200000060000","5691736,375199999700000",12.327171161,51.329606994,5,5,5,Südwest
124824,124825,14,7,13,000,2016,06,16,4,3,2,6,0,0,1,1,0,0,0,0,"728072,381000000050000","5693243,058000000200000",12.275011048,51.344631463,7,7,7,Alt-West
124826,124827,14,7,13,000,2016,07,13,6,3,5,3,0,0,1,0,0,1,0,0,"734720,182700000000000","5690353,183799999800000",12.368392236,51.31598519,4,4,4,Süd
124837,124838,14,7,13,000,2016,06,15,5,3,1,2,0,0,0,1,0,0,0,0,"737199,302299999980000","5697099,191800000100000",12.408396254,51.375509989,1,1,1,Nordost
124841,124842,14,7,13,000,2016,07,19,5,3,5,2,0,0,1,1,0,0,0,0,"735020,600199999990000","5692055,178799999900000",12.373817436,51.331139009,0,0,0,Mitte
124848,124849,14,7,13,000,2016,06,13,4,3,5,3,0,0,0,1,0,1,0,0,"731605,593899999980000","5688414,997200000100000",12.322518966,51.299862337,5,5,5,Südwest
124851,124852,14,7,13,000,2016,06,06,4,3,0,1,0,1,0,0,0,1,0,0,"732297,306800000020000","5691273,789500000000000",12.334285629,51.32524336,5,5,5,Südwest
124852,124853,14,7,13,000,2016,06,16,5,3,5,3,0,0,0,1,0,0,0,0,"734774,285000000030000","5698941,695399999600000",12.374833237,51.39305652,9,9,9,Nord
124853,124854,14,7,13,000,2016,06,18,4,3,4,1,0,0,1,0,0,0,0,0,"738422,430100000000000","5699895,893699999900000",12.427815384,51.400100489,1,1,1,Nordost
124856,124857,14,7,13,000,2016,07,12,3,3,1,5,0,0,1,1,0,0,0,0,"738431,814900000000000","5691019,927600000100000",12.422001263,51.32042706,3,3,3,Südost
124858,124859,14,7,13,000,2016,07,20,1,3,1,5,0,0,1,0,0,0,0,1,"734969,217599999970000","5695969,161000000300000",12.375664614,51.366293532,9,9,9,Nord
124861,124862,14,7,13,000,2016,06,06,4,2,5,3,0,1,1,1,0,0,0,0,"735331,594700000020000","5692187,731100000400000",12.378361104,51.332200267,0,0,0,Mitte
124866,124867,14,7,13,000,2016,07,20,3,3,3,2,0,0,1,0,0,0,1,0,"735758,006799999970000","5692892,523900000400000",12.38493751,51.338350106,0,0,0,Mitte
124867,124868,14,7,13,000,2016,07,08,3,3,3,6,0,0,1,1,0,0,0,0,"734788,348899999980000","5693625,038300000100000",12.371524336,51.345326612,0,0,0,Mitte
124868,124869,14,7,13,000,2016,07,16,1,3,0,7,0,1,0,0,0,1,0,1,"730809,850600000010000","5694770,303700000000000",12.315239944,51.357236677,7,7,7,Alt-West
124869,124870,14,7,13,000,2016,07,21,3,2,2,6,0,0,0,1,0,0,0,0,"731886,729599999960000","5696439,014399999800000",12.331767678,51.371777849,8,8,8,Nordwest
124871,124872,14,7,13,000,2016,07,00,1,2,5,3,2,0,0,1,0,1,0,0,"737373,630400000020000","5693158,607699999600000",12.40826753,51.340066414,2,2,2,Ost
124876,124877,14,7,13,000,2016,07,17,5,3,5,2,0,0,1,1,0,0,0,0,"734995,592199999960000","5692261,210500000000000",12.37359498,51.332998762,0,0,0,Mitte
124877,124878,14,7,13,000,2016,07,09,5,3,4,2,0,0,1,1,0,0,0,0,"732461,714000000040000","5691749,890800000200000",12.336951676,51.329450044,5,5,5,Südwest
124878,124879,14,7,13,000,2016,07,12,4,3,6,4,0,0,1,0,1,0,0,0,"734376,758700000010000","5692701,395800000100000",12.365017066,51.337205407,0,0,0,Mitte
124880,124881,14,7,13,000,2016,07,18,1,3,5,3,0,0,1,1,0,0,0,0,"740734,009300000030000","5694811,438199999700000",12.457540577,51.353488916,2,2,2,Ost
124882,124883,14,7,13,000,2016,06,11,5,3,5,3,0,0,1,1,0,0,0,0,"738236,356700000000000","5690240,277499999900000",12.418680581,51.313510793,3,3,3,Südost
124884,124885,14,7,13,000,2016,06,07,4,3,6,2,0,0,0,1,1,0,0,0,"734800,677000000030000","5692490,064899999600000",12.3709528,51.335133549,0,0,0,Mitte
124885,124886,14,7,13,000,2016,07,08,3,3,6,4,0,0,1,0,1,0,0,0,"734079,716900000000000","5693444,362800000200000",12.361248544,51.343996985,0,0,0,Mitte
124886,124887,14,7,13,000,2016,06,16,5,3,3,2,0,0,1,1,0,0,0,0,"739039,799800000040000","5688233,513199999900000",12.428843769,51.295161408,3,3,3,Südost
124888,124889,14,7,13,000,2016,07,16,5,3,3,2,0,0,1,1,0,0,0,0,"735402,873200000030000","5692420,067400000100000",12.379535949,51.3342563,0,0,0,Mitte
124889,124890,14,7,13,000,2016,06,16,4,3,2,6,0,0,0,1,0,0,0,1,"736119,428599999980000","5691790,461100000000000",12.389386619,51.32830778,0,0,0,Mitte
124893,124894,14,7,13,000,2016,07,06,5,3,3,2,0,0,1,0,0,0,0,1,"737331,828800000020000","5693072,568300000400000",12.407611141,51.339311567,2,2,2,Ost
124894,124895,14,7,13,000,2016,07,17,4,3,5,3,0,1,0,1,0,0,0,0,"737403,367199999980000","5693658,377399999600000",12.409026851,51.344539956,2,2,2,Ost
124896,124897,14,7,13,000,2016,07,16,1,3,5,3,0,0,0,1,0,0,0,0,"738812,588299999940000","5696081,070500000400000",12.430849759,51.365695467,1,1,1,Nordost
124897,124898,14,7,13,000,2016,06,15,4,3,2,6,0,0,0,1,0,0,1,0,"742025,184299999960000","5693170,317400000100000",12.474933004,51.338210857,2,2,2,Ost
124898,124899,14,7,13,000,2016,06,04,5,3,5,3,0,0,1,1,0,0,0,0,"738350,254300000030000","5692368,939299999700000",12.421734999,51.332569894,2,2,2,Ost
124900,124901,14,7,13,000,2016,07,13,3,3,2,6,0,0,0,1,0,0,0,0,"737350,266999999990000","5690244,027999999900000",12.40599189,51.313914648,3,3,3,Südost
124901,124902,14,7,13,000,2016,07,17,3,3,5,3,0,0,1,1,0,0,0,0,"737274,098699999970000","5696648,943799999500000",12.40916846,51.371437322,1,1,1,Nordost
124902,124903,14,7,13,000,2016,07,11,1,3,1,1,0,0,1,1,0,0,0,0,"740233,758900000020000","5689256,682799999600000",12.446625546,51.303842792,3,3,3,Südost
124904,124905,14,7,13,000,2016,07,13,3,3,3,2,0,0,1,1,0,0,0,0,"735170,185000000060000","5693437,934999999600000",12.376873654,51.343489295,0,0,0,Mitte
124909,124910,14,7,13,000,2016,07,16,5,3,2,2,0,0,0,1,0,0,0,0,"734945,710300000040000","5698634,073699999600000",12.377089318,51.390224292,9,9,9,Nord
124916,124917,14,7,13,000,2016,07,02,3,3,0,1,2,0,1,1,0,0,0,0,"732435,958499999950000","5691674,068599999900000",12.336533182,51.328779933,5,5,5,Südwest
124920,124921,14,7,13,000,2016,07,14,6,3,5,3,0,1,1,1,0,0,0,0,"727248,074499999990000","5693205,481499999800000",12.263171065,51.344624206,7,7,7,Alt-West
124922,124923,14,7,13,000,2016,07,14,7,3,0,1,0,1,1,0,0,0,0,0,"733833,822300000000000","5693496,579699999700000",12.357758444,51.344566894,0,0,0,Mitte
124932,124933,14,7,13,000,2016,07,18,7,3,5,3,0,0,1,1,0,0,0,0,"737576,018000000040000","5695340,340900000200000",12.412624035,51.359565143,1,1,1,Nordost
124934,124935,14,7,13,000,2016,07,00,7,3,5,3,2,0,1,1,0,0,0,0,"737403,336899999990000","5693657,491800000000000",12.409025826,51.344532019,2,2,2,Ost
124940,124941,14,7,13,000,2016,07,10,4,3,5,3,0,0,0,1,0,0,0,1,"731990,726400000040000","5692617,032300000100000",12.330767609,51.337426459,7,7,7,Alt-West
124944,124945,14,7,13,000,2016,07,16,7,2,4,2,0,1,1,0,0,0,0,1,"730555,730400000000000","5691782,223000000200000",12.309661701,51.330515989,7,7,7,Alt-West
124948,124949,14,7,13,000,2016,07,13,6,3,3,2,0,0,1,1,0,0,0,0,"740896,705399999980000","5694761,232599999800000",12.459838743,51.352969361,2,2,2,Ost
124949,124950,14,7,13,000,2016,07,16,7,3,5,3,0,1,1,0,0,0,0,0,"730010,314800000050000","5690095,776600000400000",12.300758085,51.31559746,6,6,6,West
124951,124952,14,7,13,000,2016,07,14,4,3,5,3,0,0,0,1,0,0,0,1,"736067,481999999960000","5693598,825899999600000",12.389840688,51.344561649,0,0,0,Mitte
124993,124994,14,7,13,000,2016,07,14,2,3,3,5,0,0,0,1,0,0,0,0,"737311,412800000050000","5693901,784099999800000",12.407871159,51.346763175,2,2,2,Ost
124997,124998,14,7,13,000,2016,07,09,6,2,5,3,0,0,1,1,0,0,0,0,"730304,459200000040000","5693552,126500000200000",12.307205499,51.346506187,7,7,7,Alt-West
125001,125002,14,7,13,000,2016,07,09,4,3,0,5,0,1,1,0,0,0,1,0,"735605,667099999960000","5695866,074500000100000",12.384722706,51.365104616,9,9,9,Nord
125004,125005,14,7,13,000,2016,07,07,2,3,5,2,0,0,1,1,0,0,0,0,"736176,328100000040000","5691039,013799999800000",12.389703994,51.321538983,0,0,0,Mitte
125007,125008,14,7,13,000,2016,06,15,3,3,2,6,0,0,0,1,0,0,0,0,"734377,446200000010000","5691589,608099999800000",12.364295624,51.327225194,0,0,0,Mitte
125011,125012,14,7,13,000,2016,06,17,3,3,3,6,0,0,1,1,0,0,0,0,"734794,568899999950000","5692427,638000000300000",12.37082413,51.334575702,0,0,0,Mitte
125015,125016,14,7,13,000,2016,07,12,4,3,5,2,0,0,1,1,0,0,0,0,"734844,088699999960000","5695338,550300000200000",12.373453942,51.360684696,9,9,9,Nord
125018,125019,14,7,13,000,2016,07,08,6,3,5,3,0,0,0,1,0,0,0,0,"734168,751200000060000","5693037,775200000000000",12.362257308,51.340310599,0,0,0,Mitte
125020,125021,14,7,13,000,2016,06,16,3,3,3,2,0,0,1,1,0,0,0,0,"741972,886999999990000","5686403,855999999700000",12.469595199,51.277500712,3,3,3,Südost
125024,125025,14,7,13,000,2016,07,11,6,3,0,5,0,0,1,1,0,0,0,0,"731856,605600000010000","5690850,447499999800000",12.327696149,51.321622863,5,5,5,Südwest
125027,125028,14,7,13,000,2016,07,14,4,3,4,2,0,0,1,1,0,0,0,0,"735724,542800000050000","5689110,632100000000000",12.381957621,51.304416523,4,4,4,Süd
125030,125031,14,7,13,000,2016,06,18,3,3,0,1,0,0,1,0,0,0,0,0,"739962,333800000020000","5693961,947800000200000",12.445906305,51.346190474,2,2,2,Ost
125032,125033,14,7,13,000,2016,07,11,6,3,5,3,0,0,1,1,0,0,0,0,"733573,170799999960000","5692169,929800000000000",12.353152527,51.33276528,0,0,0,Mitte
125033,125034,14,7,13,000,2016,07,17,4,1,5,3,0,0,1,1,0,0,0,1,"737186,824499999990000","5693843,135200000400000",12.406046353,51.346288731,2,2,2,Ost
125035,125036,14,7,13,000,2016,07,12,6,3,4,2,0,0,1,1,1,0,0,0,"732447,758299999990000","5692792,130199999500000",12.337431693,51.338811639,7,7,7,Alt-West
125036,125037,14,7,13,000,2016,06,12,3,3,6,7,0,0,0,0,1,0,0,1,"735446,003000000030000","5691694,039300000300000",12.379674284,51.327721379,0,0,0,Mitte
125040,125041,14,7,13,000,2016,07,15,2,3,3,2,0,0,1,1,0,0,0,0,"728956,772800000040000","5691092,312699999700000",12.286305905,51.324968382,6,6,6,West
125044,125045,14,7,13,000,2016,07,00,6,3,0,1,2,1,1,0,0,0,0,0,"738188,924000000000000","5692414,271999999900000",12.419453689,51.333044379,2,2,2,Ost
125050,125051,14,7,13,000,2016,07,14,6,3,1,7,0,0,1,1,0,0,0,0,"732692,279699999960000","5691942,928899999700000",12.340381423,51.331088621,5,5,5,Südwest
125053,125054,14,7,13,000,2016,07,07,6,3,5,3,0,0,0,1,0,0,0,0,"738931,863999999940000","5688213,173000000400000",12.427284875,51.295024125,3,3,3,Südost
125054,125055,14,7,13,000,2016,07,08,6,3,5,3,0,0,0,1,0,0,0,0,"736122,155000000030000","5695096,213000000500000",12.391617636,51.357979786,9,9,9,Nord
125071,125072,14,7,13,000,2016,07,14,2,2,9,1,0,0,0,0,0,1,0,0,"735106,015299999970000","5694826,236899999900000",12.376870877,51.355977696,0,0,0,Mitte
125073,125074,14,7,13,000,2016,07,22,2,3,4,2,2,0,1,1,0,0,0,0,"735353,391599999970000","5693428,065399999700000",12.379492934,51.343324897,0,0,0,Mitte
125086,125087,14,7,13,000,2016,07,16,2,3,3,2,0,0,1,1,0,0,0,0,"735073,250099999950000","5689670,027599999700000",12.372999385,51.309707172,4,4,4,Süd
125099,125100,14,7,13,000,2016,07,16,2,3,3,5,0,0,0,1,0,1,0,0,"737716,178500000040000","5694901,075299999700000",12.414340038,51.355563693,1,1,1,Nordost
125101,125102,14,7,13,000,2016,07,18,1,3,3,6,0,0,1,1,0,0,0,0,"732399,082700000030000","5690875,051000000000000",12.335483883,51.32162242,5,5,5,Südwest
125109,125110,14,7,13,000,2016,07,18,2,3,5,3,0,0,0,1,0,1,0,0,"736676,174499999960000","5692250,409599999900000",12.397668854,51.332205003,3,3,3,Südost
125112,125113,14,7,13,000,2016,07,15,2,2,5,3,0,0,1,1,0,0,0,0,"736652,369700000040000","5692456,874099999700000",12.397464892,51.334068167,3,3,3,Südost
125113,125114,14,7,13,000,2016,07,17,1,2,0,1,0,0,0,0,0,1,0,0,"735182,645099999970000","5695239,089399999900000",12.378242364,51.359651881,0,0,0,Mitte
125114,125115,14,7,13,000,2016,07,09,3,3,5,3,0,0,1,1,0,0,0,0,"737579,773399999950000","5692698,250599999900000",12.41091471,51.335848146,2,2,2,Ost
125125,125126,14,7,13,000,2016,07,09,3,3,1,6,0,1,1,1,0,0,0,0,"734769,484500000020000","5691386,133100000200000",12.369778556,51.325237067,4,4,4,Süd
125129,125130,14,7,13,000,2016,07,08,3,3,5,3,0,1,1,1,0,0,0,0,"730162,596600000050000","5693304,641599999700000",12.305011988,51.344341968,7,7,7,Alt-West
125130,125131,14,7,13,000,2016,08,18,2,2,0,7,0,1,0,1,0,0,0,0,"735141,672999999950000","5692745,095499999800000",12.376007581,51.337281917,0,0,0,Mitte
125132,125133,14,7,13,000,2016,07,12,3,3,5,3,0,0,1,1,0,0,0,0,"735709,334999999960000","5692651,061099999600000",12.384080231,51.336202843,0,0,0,Mitte
125138,125139,14,7,13,000,2016,07,18,1,3,2,6,0,0,0,1,0,0,0,0,"733730,457000000050000","5693754,819799999700000",12.35644642,51.346927496,0,0,0,Mitte
125139,125140,14,7,13,000,2016,07,23,5,3,0,7,2,0,1,0,0,0,0,0,"734727,889300000040000","5692481,104600000200000",12.369903849,51.335083163,0,0,0,Mitte
125140,125141,14,7,13,000,2016,07,16,3,3,5,2,0,0,1,1,0,0,0,0,"737907,232700000050000","5690207,368400000000000",12.413944724,51.313353061,3,3,3,Südost
125141,125142,14,7,13,000,2016,08,15,2,2,5,2,0,0,1,1,0,0,0,0,"737188,626300000000000","5694053,704300000300000",12.406212464,51.348178061,2,2,2,Ost
125142,125143,14,7,13,000,2016,07,21,1,2,4,1,2,1,0,1,0,0,0,0,"733309,209999999960000","5692088,130199999500000",12.349316527,51.332139331,7,7,7,Alt-West
125143,125144,14,7,13,000,2016,07,07,2,3,5,3,0,0,1,1,0,0,0,0,"733113,267400000010000","5696088,006799999600000",12.349128289,51.368124952,8,8,8,Nordwest
125145,125146,14,7,13,000,2016,07,17,1,3,5,3,0,0,1,1,0,0,0,0,"727245,191400000010000","5693205,883999999600000",12.263129994,51.344628971,7,7,7,Alt-West
125148,125149,14,7,13,000,2016,07,04,5,2,0,1,2,0,1,0,0,0,0,0,"735009,606400000050000","5692357,586500000200000",12.373859361,51.33385808,0,0,0,Mitte
125153,125154,14,7,13,000,2016,07,16,5,2,3,2,0,0,1,1,0,0,0,0,"741315,743200000030000","5696191,896700000400000",12.466815668,51.365632505,2,2,2,Ost
125155,125156,14,7,13,000,2016,07,10,3,3,0,7,0,1,1,0,0,0,0,0,"734725,558399999980000","5690586,449599999900000",12.368622765,51.318076874,4,4,4,Süd
125160,125161,14,7,13,000,2016,07,09,3,3,2,2,0,0,1,1,0,0,0,0,"737711,124199999960000","5693287,173299999900000",12.413189931,51.341079439,2,2,2,Ost
125167,125168,14,7,13,000,2016,07,15,5,3,3,6,0,0,1,1,0,0,0,0,"734501,533999999990000","5699257,854399999600000",12.371128606,51.39600722,9,9,9,Nord
125168,125169,14,7,13,000,2016,07,16,5,3,5,3,0,0,0,1,0,0,0,0,"739925,887499999950000","5693562,874300000300000",12.445115052,51.342623892,2,2,2,Ost
125169,125170,14,7,13,000,2016,07,19,3,2,8,1,0,0,0,1,0,0,0,0,"732498,061899999970000","5694033,563900000400000",12.338963219,51.349935042,7,7,7,Alt-West
125172,125173,14,7,13,000,2016,08,15,4,3,0,7,0,0,0,0,0,1,0,0,"740659,363299999970000","5693919,137400000400000",12.455867329,51.345511601,2,2,2,Ost
125174,125175,14,7,13,000,2016,07,11,3,3,2,6,0,0,0,1,0,0,0,0,"735783,462000000060000","5692856,230000000400000",12.385278278,51.338013768,0,0,0,Mitte
125178,125179,14,7,13,000,2016,07,10,3,3,5,3,0,0,1,0,0,0,0,1,"734810,067599999950000","5692363,091199999700000",12.371003683,51.333989905,0,0,0,Mitte
125179,125180,14,7,13,000,2016,07,21,5,2,6,7,2,0,0,1,1,0,0,0,"735049,738800000050000","5692623,130199999500000",12.374609634,51.336225116,0,0,0,Mitte
