OBJECTID,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
129006,14220107148310011010,14,7,13,000,2022,01,20,6,3,2,6,2,1,0,1,0,0,0,0,"727151,632225662004203","5689427,265555419959128",12.259380611,51.3107441060001,6,6,6,West
129089,14220204144200318890,14,7,13,000,2022,02,11,6,2,5,2,0,0,1,1,0,0,0,0,"738291,275960637023672","5694496,457866920158267",12.4223134970001,51.3516910540001,1,1,1,Nordost
129100,14220129144200067460,14,7,13,000,2022,01,16,7,3,1,6,0,0,0,1,0,0,0,0,"735399,437100179027766","5693528,963907480239868",12.380219578,51.344211531,0,0,0,Mitte
129219,14220104144200065030,14,7,13,000,2022,01,10,3,2,4,1,0,1,0,1,0,0,0,0,"738761,905854829004966","5694678,545363170094788",12.4291817980001,51.353127951,2,2,2,Ost
129380,14220119144200038090,14,7,13,000,2022,01,12,4,3,2,6,0,0,0,1,0,0,0,0,"732580,620086714974605","5698949,010730220004916",12.3433624790001,51.3940253660001,8,8,8,Nordwest
129615,14220203148210081460,14,7,13,000,2022,02,20,5,3,0,7,2,1,1,0,0,0,0,0,"735062,587410263950005","5690235,069825819693506",12.373218997,51.314783633,4,4,4,Süd
129633,14220106144310020690,14,7,13,000,2022,01,14,5,3,3,6,0,0,0,1,0,0,0,0,"730568,906419096980244","5701178,880990879610181",12.31594512,51.414863338,8,8,8,Nordwest
129642,14220222144200125080,14,7,13,000,2022,02,14,3,3,2,6,0,0,0,1,0,0,0,0,"736454,077093619038351","5696408,295490879565477",12.3972485790001,51.369619191,9,9,9,Nord
129915,14220210148110112620,14,7,13,000,2022,02,20,5,3,2,6,2,1,0,1,0,0,0,0,"735614,046530100982636","5697096,125791179947555",12.3856580070001,51.3761423540001,9,9,9,Nord
129936,14220113148410031880,14,7,13,000,2022,01,18,5,3,5,3,2,0,1,1,0,0,0,0,"733906,733603997039609","5693219,238881199620664",12.3586213150001,51.34204735,0,0,0,Mitte
130036,14220111144200032130,14,7,13,000,2022,01,10,3,2,5,3,0,0,1,1,0,0,0,0,"741473,081628979998641","5689526,945852300152183",12.4645541300001,51.3057443270001,3,3,3,Südost
130056,14220103148220011000,14,7,13,000,2022,01,15,2,3,5,2,0,0,0,1,0,0,0,0,"738531,449675332987681","5689484,080677850171924",12.422401485,51.3065996080001,3,3,3,Südost
130123,14220212144200095790,14,7,13,000,2022,02,10,7,3,5,2,0,0,1,1,0,0,0,0,"727241,339664803002961","5693198,209941240027547",12.2630698840001,51.3445616180001,7,7,7,Alt-West
130176,14220110148310031600,14,7,13,000,2022,01,09,2,3,8,1,0,1,0,1,0,0,0,0,"727274,006441178964451","5689034,902192490175366",12.260883564,51.3071728370001,6,6,6,West
130410,14220129144200067170,14,7,13,000,2022,01,20,7,2,5,3,2,0,0,1,0,0,0,0,"736311,853001518989913","5692442,091985289938748",12.3925757160001,51.33407706,0,0,0,Mitte
130412,14220104144200001820,14,7,13,000,2022,01,19,3,3,5,3,2,1,0,1,0,0,0,0,"726967,856649536988698","5686123,784745260141790",12.254648302,51.2811603660001,5,5,5,Südwest
130453,14220104148210011930,14,7,13,000,2022,01,22,3,3,0,1,2,1,0,1,0,0,1,0,"742489,373583036009222","5691543,297643790021539",12.480477407,51.3234099970001,2,2,2,Ost
130817,14220208148320082910,14,7,13,000,2022,02,17,3,3,5,1,2,0,0,1,0,0,0,0,"730310,616231360007077","5688550,584265120327473",12.304062469,51.301604737,5,5,5,Südwest
130846,14220204144200304760,14,7,13,000,2022,02,12,6,3,0,1,0,0,1,0,0,0,0,0,"737754,208355823997408","5694258,829480409622192",12.4144561910001,51.349783003,1,1,1,Nordost
130873,14220221144200244610,14,7,13,000,2022,02,18,2,3,6,4,2,1,0,0,1,0,0,1,"735373,801499600987881","5693544,235610379837453",12.3798622460001,51.344359228,0,0,0,Mitte
130931,14220129148220095800,14,7,13,000,2022,01,13,7,3,9,1,0,1,0,1,0,0,0,0,"734998,832984142005444","5688838,624885380268097",12.3713860890001,51.3022748550001,4,4,4,Süd
130950,14220202148210102210,14,7,13,000,2022,02,16,4,3,2,6,0,1,0,1,0,0,0,0,"738546,350409136968665","5689439,434815630316734",12.422585025,51.3061926240001,3,3,3,Südost
131025,14220122144200048470,14,7,13,000,2022,01,17,7,3,5,2,1,1,0,1,0,0,0,1,"736426,206999900983647","5692745,972485840320587",12.394415995,51.336757226,3,3,3,Südost
131057,14220110148310011940,14,7,13,000,2022,01,10,2,3,2,2,0,1,0,1,0,0,0,0,"730085,983394464943558","5693095,633973949588835",12.303778778,51.342496715,7,7,7,Alt-West
131091,14220222144310113220,14,7,30,270,2022,02,09,3,3,0,7,0,0,0,0,0,1,0,0,"727770,892022209009156","5701311,131301119923592",12.2758613020001,51.417181251,8,8,8,Nordwest
131122,14220217148210177760,14,7,13,000,2022,02,05,5,3,2,6,2,1,0,1,0,0,0,0,"734657,876050740014762","5689291,490419019944966",12.3668014140001,51.3064806140001,4,4,4,Süd
131126,14220120148310067190,14,7,13,000,2022,01,07,5,3,6,7,2,1,0,0,1,0,0,1,"728222,304544463986531","5690335,725418419577181",12.2752980110001,51.318471372,6,6,6,West
131189,14220120144200112950,14,7,13,000,2022,01,07,5,3,5,2,0,1,0,0,0,0,1,0,"728853,190001414041035","5682493,278988719917834",12.2793133320001,51.2478140090001,5,5,5,Südwest
131316,14220116148410048830,14,7,13,000,2022,01,17,1,3,6,2,2,1,0,1,1,0,0,0,"736203,837636912008747","5693802,303841919638216",12.3919300060001,51.3463314750001,0,0,0,Mitte
131341,14220203148410096070,14,7,13,000,2022,02,07,5,3,5,3,0,1,1,0,0,0,0,0,"736314,887868626043200","5692448,402604529634118",12.39262339,51.334132444,0,0,0,Mitte
131430,14220129144200067470,14,7,13,000,2022,01,13,7,3,2,2,0,0,0,1,0,0,0,0,"733551,573001472046599","5693104,462986569851637",12.353455748,51.34116305,0,0,0,Mitte
131481,14220121144200067480,14,7,13,000,2022,01,14,6,3,5,2,0,0,1,1,0,0,0,0,"735191,845771654043347","5697039,217983829788864",12.3795648780001,51.3758065380001,9,9,9,Nord
131551,14220131144200163200,14,7,13,000,2022,01,07,2,2,2,6,0,1,0,1,0,0,0,1,"736692,193921520025469","5694500,709198289550841",12.3993940300001,51.3523973420001,1,1,1,Nordost
131552,14220120148410049170,14,7,13,000,2022,01,10,5,3,2,6,0,0,0,1,0,0,0,0,"736423,588074867962860","5693422,994335969910026",12.3948278660001,51.342835386,0,0,0,Mitte
131718,14220212148220096060,14,7,13,000,2022,02,18,7,2,3,6,2,0,0,1,0,0,0,0,"740506,826585137983784","5694454,030933950096369",12.45404253,51.350377146,2,2,2,Ost
131759,14220219144200112610,14,7,13,000,2022,02,18,7,2,2,6,2,0,0,1,0,0,0,0,"731226,413678604993038","5696762,203078229911625",12.322507584,51.374948241,8,8,8,Nordwest
131768,14220113143263038070,14,7,13,000,2022,01,11,5,3,3,6,0,0,1,0,0,0,0,0,"738094,256117244018242","5694439,779833639971912",12.419451419,51.3512648760001,1,1,1,Nordost
131838,14220113144200080460,14,7,13,000,2022,01,07,5,3,4,5,2,0,0,0,0,0,1,1,"745598,972797965048812","5692112,830411589704454",12.525412106,51.327187861,2,2,2,Ost
131882,14220116144200031540,14,7,13,000,2022,01,23,1,3,6,7,2,1,0,0,1,0,0,1,"733289,676766077056527","5692996,956187879666686",12.349631787,51.3403055150001,0,0,0,Mitte
131915,14220123144310066170,14,7,13,000,2022,01,23,1,3,2,6,2,1,0,1,0,0,0,0,"744355,223097892012447","5693512,996034019626677",12.508555147,51.340290069,2,2,2,Ost
131946,14220204148210087160,14,7,13,000,2022,02,10,6,2,5,2,0,0,1,1,0,0,0,0,"738289,351160536985844","5694495,657933830283582",12.422285371,51.3516846810001,1,1,1,Nordost
131956,14220117144200047600,14,7,13,000,2022,01,16,2,3,5,3,0,1,0,1,0,0,0,0,"737761,137001547962427","5690343,620984620414674",12.4119430760001,51.3146371180001,3,3,3,Südost
131979,14220125144200065970,14,7,13,000,2022,01,10,3,2,1,6,0,1,0,1,0,0,0,0,"735845,604523475049064","5693707,536133799701929",12.3867325960001,51.3456295400001,0,0,0,Mitte
131995,14220104144310010960,14,7,13,000,2022,01,01,3,2,2,6,2,1,0,1,0,0,1,0,"730526,921029477962293","5683133,386263930238783",12.3036663610001,51.252886496,5,5,5,Südwest
132049,14220622144200482180,14,7,13,000,2022,06,07,4,3,5,2,0,0,0,1,0,0,0,0,"732627,688001457951032","5692411,683986989781260",12.3397619250001,51.3353229140001,7,7,7,Alt-West
132060,14220429148410372290,14,7,13,000,2022,04,22,6,3,7,7,2,0,1,0,0,0,0,0,"736451,829651123960502","5692269,629534609615803",12.394467035,51.332470829,0,0,0,Mitte
132066,14220330148310236840,14,7,13,000,2022,03,13,4,3,5,3,0,0,0,1,0,0,0,0,"727525,938882861053571","5691346,826481410302222",12.2659669820001,51.327827266,6,6,6,West
132083,14220607148410429740,14,7,13,000,2022,06,05,3,3,5,3,0,0,1,1,0,0,0,0,"736437,213398045045324","5693415,545935549773276",12.395018199,51.342762862,0,0,0,Mitte
132085,14220526148310343730,14,7,13,000,2022,05,12,5,3,5,3,0,0,0,1,0,0,0,0,"726967,016001368989237","5686124,598989370279014",12.2546367850001,51.28116801,5,5,5,Südwest
132088,14220426148410274710,14,7,13,000,2022,04,13,3,3,6,4,0,0,1,0,1,0,0,0,"736406,158213290036656","5692343,206611259840429",12.3938614350001,51.3331502550001,3,3,3,Südost
132089,14220412144200345370,14,7,13,000,2022,04,17,3,2,9,6,0,0,0,0,0,1,0,0,"741862,221001593046822","5694646,644982280209661",12.4736006250001,51.35153087,2,2,2,Ost
132099,14220401144310225780,14,7,13,000,2022,04,15,6,3,3,6,0,0,0,1,0,0,0,0,"738724,136299823992886","5699288,750307610258460",12.4317363980001,51.394524076,1,1,1,Nordost
132104,14220622144200413390,14,7,13,000,2022,06,15,4,3,2,2,0,0,0,1,0,1,0,0,"732808,170100320945494","5692793,489968909882009",12.3425978450001,51.3386764090001,7,7,7,Alt-West
132113,14220314144200163180,14,7,13,000,2022,03,15,2,3,5,3,0,1,1,1,0,0,0,0,"736062,808947416022420","5693821,412901270203292",12.3899212860001,51.346561578,0,0,0,Mitte
132144,14220505148222282360,14,7,13,000,2022,05,09,5,3,5,3,0,0,1,0,0,0,0,0,"731609,617224515997805","5688405,847088560461998",12.3225706420001,51.299778561,5,5,5,Südwest
132150,14220329144200244630,14,7,13,000,2022,03,11,3,3,5,2,0,0,0,1,0,0,0,0,"740910,391535561997443","5696360,987531189806759",12.4611182260001,51.3673222100001,2,2,2,Ost
132168,14220617144200403450,14,7,13,000,2022,06,14,6,2,5,2,0,0,1,1,0,0,0,0,"735413,491548546007834","5690270,424239579588175",12.378268523,51.3149559560001,4,4,4,Süd
132170,14220228148410143760,14,7,13,000,2022,02,08,2,3,6,4,0,0,0,1,1,0,0,0,"736828,795559715013951","5691838,234873360022902",12.3995817910001,51.3284417360001,3,3,3,Südost
132236,14220614144200403410,14,7,13,000,2022,06,17,3,3,5,2,0,0,1,1,0,0,0,0,"736434,665739490999840","5693429,220664329826832",12.394990766,51.3428866680001,0,0,0,Mitte
132240,14220515148210318910,14,7,13,000,2022,05,14,1,3,2,2,0,0,0,1,0,1,0,0,"737743,542793247033842","5690344,073820450343192",12.411691376,51.314648532,3,3,3,Südost
132242,14220429144200383920,14,7,13,000,2022,04,15,6,3,2,6,0,0,0,1,0,0,0,0,"741086,689136594999582","5696474,007816860452294",12.463722718,51.3682618350001,2,2,2,Ost
132243,14220414144200237870,14,7,13,000,2022,04,16,5,2,6,4,0,1,0,0,1,0,0,1,"734745,002697990043089","5693520,130839060060680",12.370833885,51.34440282,0,0,0,Mitte
132250,14220619144200403430,14,7,13,000,2022,06,12,1,3,5,2,0,0,0,1,0,0,0,0,"741357,296246174955741","5686902,453853329643607",12.4611223840001,51.2822369830001,3,3,3,Südost
132262,14220428144200318150,14,7,13,000,2022,04,18,5,2,6,4,0,0,0,0,1,0,0,1,"734368,107754233991727","5693368,443000029772520",12.365332036,51.3431966910001,0,0,0,Mitte
132309,14220307144200143300,14,7,13,000,2022,03,14,2,2,5,3,0,0,1,1,0,0,0,0,"727723,933197089005262","5697686,787440179847181",12.2728615940001,51.3846636900001,8,8,8,Nordwest
132325,14220325148410224620,14,7,13,000,2022,03,14,6,3,3,6,0,0,0,1,0,0,0,0,"736042,223667611018755","5693808,100589109584689",12.3896174060001,51.346450631,0,0,0,Mitte
132328,14220414144200237860,14,7,13,000,2022,04,16,5,2,5,3,0,1,1,1,0,0,0,0,"733555,646522723953240","5693106,105938879773021",12.353515207,51.3411761250001,0,0,0,Mitte
132333,14220512148410305400,14,7,13,000,2022,05,11,5,3,8,1,0,0,0,0,0,1,0,0,"736985,847288877004758","5691364,834930780343711",12.4015172000001,51.324127031,3,3,3,Südost
132354,14220320144200183300,14,7,13,000,2022,03,16,1,2,5,3,0,0,1,1,0,0,0,0,"728924,019045535009354","5691778,377871950156987",12.286277281,51.331140502,6,6,6,West
132374,14220411144200236800,14,7,13,000,2022,04,17,2,3,5,3,0,0,1,1,0,0,0,0,"728924,951927516958676","5691779,100348349660635",12.2862911130001,51.3311466120001,6,6,6,West
132380,14220326148210189800,14,7,13,000,2022,03,17,7,3,1,7,1,0,0,1,0,1,0,0,"737595,542408438981511","5690340,060736060142517",12.4095688900001,51.3146743120001,3,3,3,Südost
132382,14220415148410237480,14,7,13,000,2022,04,16,6,3,3,7,0,0,0,1,0,0,0,1,"736308,977001518011093","5692435,794985289685428",12.3925303290001,51.3340217320001,0,0,0,Mitte
132397,14220223144200124220,14,7,13,000,2022,02,04,4,3,5,2,2,1,0,1,0,0,0,0,"735991,022001498960890","5697125,441985339857638",12.391084242,51.376248978,9,9,9,Nord
132422,14220607148110382490,14,7,13,000,2022,06,13,3,3,3,6,0,0,1,0,0,0,0,0,"736761,147844254970551","5694459,262266539968550",12.400354909,51.351996592,1,1,1,Nordost
132431,14220518144200333250,14,7,13,000,2022,05,17,4,2,2,6,0,0,0,1,0,1,0,0,"735426,683575753006153","5693465,993654180318117",12.3805684590001,51.3436350100001,0,0,0,Mitte
132443,14220525144320363280,14,7,13,000,2022,05,15,4,3,5,3,0,0,0,1,0,0,0,0,"739758,568152731982991","5688231,489027139730752",12.439132693,51.294841127,3,3,3,Südost
132444,14220308148213143740,14,7,13,000,2022,03,13,3,3,2,2,0,0,0,1,0,0,0,0,"743388,831019324949011","5695185,401152869686484",12.4958504030001,51.355714715,2,2,2,Ost
132452,14220608148410372300,14,7,13,000,2022,06,07,4,3,5,2,0,0,1,1,0,0,0,0,"734005,857768001966178","5693237,044927990064025",12.3600536920001,51.342166401,0,0,0,Mitte
132458,14220412144200225751,14,7,13,000,2022,04,05,3,1,5,2,0,0,0,1,0,1,0,0,"736425,457502139965072","5693413,197490540333092",12.394848155,51.3427466700001,0,0,0,Mitte
132460,14220315148110177750,14,7,13,000,2022,03,15,3,2,4,6,0,0,1,0,0,0,0,0,"736458,850738459033892","5694597,696498939767480",12.3961134960001,51.3533650350001,1,1,1,Nordost
132481,14220615148310439830,14,7,13,000,2022,06,07,4,3,2,6,0,0,0,1,0,0,0,0,"727181,294093196047470","5693383,626313730143011",12.2623274690001,51.346250168,7,7,7,Alt-West
132487,14220502148110295690,14,7,13,000,2022,05,21,2,3,3,6,2,0,0,1,0,0,0,0,"736155,104150466038845","5701374,628797769546509",12.3962639600001,51.4143218720001,9,9,9,Nord
132520,14220329148410195840,14,7,13,000,2022,03,10,3,3,2,2,0,0,0,1,0,0,0,0,"736061,383644549991004","5693821,322549359872937",12.3899007970001,51.3465613590001,0,0,0,Mitte
132526,14220515144200364650,14,7,13,000,2022,05,11,1,2,5,2,0,0,0,1,0,0,0,0,"736142,826001488952897","5701506,378985160030425",12.396175445,51.415509581,9,9,9,Nord
132537,14220316148210189780,14,7,13,000,2022,03,21,4,3,4,7,2,0,0,1,0,0,0,1,"739837,236081287031993","5694472,366065570153296",12.444457234,51.3508246230001,2,2,2,Ost
132545,14220401144200206310,14,7,13,000,2022,04,15,6,3,2,6,0,0,0,1,0,0,0,0,"733130,390170861966908","5692923,426939380355179",12.347300773,51.3397107980001,0,0,0,Mitte
132548,14220511148110305300,14,7,13,000,2022,05,06,4,3,4,6,0,0,1,0,0,0,0,0,"739889,988357509020716","5695624,944900079630315",12.4459903740001,51.361147541,2,2,2,Ost
132551,14220525148421344170,14,7,13,000,2022,05,15,4,3,5,2,0,0,1,1,0,0,0,0,"736437,738001517020166","5693412,642985199578106",12.395023791,51.3427365860001,2,2,2,Ost
132553,14220520148410355230,14,7,13,000,2022,05,17,6,3,5,1,0,0,1,1,0,0,0,0,"737328,665950519964099","5690875,330487229861319",12.4061026000001,51.319590297,3,3,3,Südost
132562,14220324144200189600,14,7,13,000,2022,03,14,5,3,2,6,0,0,0,1,0,0,0,0,"732802,346252018003725","5696859,277943680062890",12.345174532,51.375175842,8,8,8,Nordwest
132569,14220513144100318850,14,7,13,000,2022,05,16,6,3,9,1,0,0,0,0,0,1,0,0,"733966,267072282964364","5693229,091194369830191",12.35948104,51.342111296,0,0,0,Mitte
132585,14220425144200332920,14,7,13,000,2022,04,09,2,3,3,2,0,1,1,1,0,0,0,0,"735858,051712193991989","5693720,074240179732442",12.386919307,51.3457369220001,0,0,0,Mitte
132588,14220617148410429730,14,7,13,000,2022,06,17,6,3,5,2,0,0,1,0,0,0,0,1,"736159,902001512004063","5693922,322985329665244",12.391379881,51.347427043,0,0,0,Mitte
132594,14220416144200255010,14,7,13,000,2022,04,10,7,3,2,6,0,0,0,1,0,0,0,0,"742050,137926672003232","5694687,055128820240498",12.4763216170001,51.3518135790001,2,2,2,Ost
132643,14220228148110142990,14,7,13,000,2022,02,07,2,3,2,6,0,0,0,1,0,0,0,1,"732792,844268459943123","5696858,842365750111639",12.3450379610001,51.3751758270001,8,8,8,Nordwest
132654,14220604144200372650,14,7,13,000,2022,06,16,7,2,2,6,0,0,0,1,0,1,0,0,"739454,543435720028356","5688539,730954480357468",12.434986844,51.297735764,3,3,3,Südost
132664,14220315144200183310,14,7,13,000,2022,03,14,3,2,6,4,0,0,0,1,1,0,0,0,"735389,808318948023953","5693534,699988669715822",12.380085363,51.344267007,0,0,0,Mitte
132675,14220512148422317970,14,7,13,000,2022,05,17,5,3,5,2,0,0,1,1,0,0,0,0,"736437,738001517020166","5693412,642985199578106",12.395023791,51.3427365860001,2,2,2,Ost
132679,14220304149310137560,14,7,13,000,2022,03,20,6,3,7,1,2,0,0,1,0,0,0,0,"736586,189737468957901","5702646,474867749959230",12.4033006010001,51.4255582750001,9,9,9,Nord
132680,14220421148410244870,14,7,13,000,2022,04,08,5,3,3,6,0,0,1,0,0,0,0,0,"736326,204586750012822","5692475,556211239658296",12.392803562,51.334371479,0,0,0,Mitte
132699,14220418144320273120,14,7,13,000,2022,04,21,2,2,2,6,2,0,0,1,0,0,0,1,"738812,396010683965869","5699268,074669259600341",12.4329888070001,51.394301367,1,1,1,Nordost
132731,14220404144200213270,14,7,13,000,2022,04,18,2,3,4,6,0,1,1,0,0,0,0,0,"736442,995043199043721","5694575,289903629571199",12.395871314,51.353170506,1,1,1,Nordost
132743,14220617144200403420,14,7,13,000,2022,06,15,6,3,2,6,0,0,0,1,0,0,0,0,"727736,271544920979068","5699056,296287209726870",12.273916876,51.396953108,8,8,8,Nordwest
132770,14220429144310273710,14,7,13,000,2022,04,13,6,3,2,6,0,0,0,1,0,0,0,0,"743832,738811700022779","5694703,540916210040450",12.501883449,51.3511996770001,2,2,2,Ost
132777,14220512148410333330,14,7,13,000,2022,05,20,5,3,5,3,1,0,0,1,0,1,0,0,"736425,013624330051243","5693415,523658749647439",12.3948433370001,51.3427677350001,0,0,0,Mitte
132780,14220524144200343230,14,7,13,000,2022,05,18,3,3,2,6,0,0,0,1,0,0,0,0,"730256,973651895998046","5701147,438018039800227",12.311446674,51.4147078130001,8,8,8,Nordwest
132801,14220328148210224550,14,7,13,000,2022,03,18,2,3,2,6,0,0,1,1,0,0,0,0,"735292,578953271033242","5690264,593934990465641",12.3765327720001,51.31495362,4,4,4,Süd
132804,14220601148410363630,14,7,13,000,2022,06,15,4,3,5,2,0,0,1,1,0,0,0,0,"733842,368001474998891","5693189,926986440084875",12.3576795590001,51.341810706,0,0,0,Mitte
132805,14220310144200205630,14,7,13,000,2022,03,16,5,3,5,3,0,0,0,1,0,0,0,1,"729679,414001416997053","5687336,224988319911063",12.294242105,51.290958188,5,5,5,Südwest
132817,14220425148110263040,14,7,13,000,2022,04,05,2,3,5,3,1,1,1,1,0,0,0,0,"733759,020117718027905","5696905,837903729639947",12.3589264350001,51.37520083,9,9,9,Nord
132827,14220609148220383610,14,7,13,000,2022,06,14,5,3,6,6,0,0,1,0,1,0,0,0,"736134,684029296040535","5690289,147282630205154",12.3886108930001,51.314825264,4,4,4,Süd
132860,14220513148220382800,14,7,13,000,2022,05,12,6,3,5,3,0,0,1,1,0,0,0,0,"738840,927406089031138","5689171,805459549650550",12.4266243060001,51.3036669000001,3,3,3,Südost
132861,14220603144200571100,14,7,13,000,2022,06,14,6,3,5,3,0,0,1,1,0,0,0,0,"740038,779864675947465","5694427,573700009845197",12.447315906,51.35033751,2,2,2,Ost
132922,14220411144200244620,14,7,13,000,2022,04,19,2,3,8,1,0,0,0,1,0,0,0,0,"734636,866853208979592","5693486,110062710009515",12.3692615680001,51.3441420730001,0,0,0,Mitte
132946,14220510148110317910,14,7,13,000,2022,05,17,3,3,3,2,0,0,1,1,0,0,0,0,"736408,199161357013509","5694525,206912839785218",12.3953392390001,51.352735427,1,1,1,Nordost
132951,14220413148415237900,14,7,13,000,2022,04,17,4,3,2,6,0,0,0,1,0,0,0,0,"734783,931175454985350","5693527,886059690266848",12.371396955,51.34445636,0,0,0,Mitte
132957,14220512144310317890,14,7,13,000,2022,05,16,5,3,2,6,0,0,0,1,0,0,0,0,"743891,782909780042246","5694618,965022189542651",12.5026717800001,51.350415266,2,2,2,Ost
132985,14220330148310205720,14,7,13,000,2022,03,18,4,2,5,3,0,1,0,1,0,0,0,0,"728119,983818250009790","5691044,577994610182941",12.2742856900001,51.3248759890001,6,6,6,West
132987,14220512144200332860,14,7,13,000,2022,05,11,5,3,5,3,0,0,1,1,0,0,0,0,"738861,895853806054220","5688912,187829449772835",12.426750826,51.3013277920001,3,3,3,Südost
133008,14220426144200262720,14,7,13,000,2022,04,07,3,3,6,4,0,0,0,1,1,0,0,0,"736335,320973193971440","5692497,788074029609561",12.392948942,51.334567248,0,0,0,Mitte
133031,14220615148110481640,14,7,13,000,2022,06,22,4,3,0,7,2,1,0,0,0,1,0,1,"736633,335293570999056","5695730,296021239832044",12.399368059,51.3634587590001,9,9,9,Nord
133035,14220516148410318940,14,7,13,000,2022,05,08,2,3,2,6,0,0,0,1,0,0,0,0,"736241,125452043022960","5694044,298308970406651",12.3926250390001,51.3484881700001,0,0,0,Mitte
133097,14220511148310304780,14,7,13,000,2022,05,12,4,3,6,2,0,0,0,1,1,0,0,0,"731965,279664264991879","5692425,333988410420716",12.3302780980001,51.335716006,7,7,7,Alt-West
133106,14220615148220402740,14,7,13,000,2022,06,17,4,3,5,2,0,0,1,0,0,0,0,1,"737468,736630638013594","5690708,511986870318651",12.4079979680001,51.318034486,3,3,3,Südost
133107,14220616148220402170,14,7,13,000,2022,06,21,5,2,8,1,2,0,0,0,0,1,0,0,"739011,647625543992035","5687845,798840619623661",12.4281812400001,51.291693122,3,3,3,Südost
133113,14220519144200364740,14,7,13,000,2022,05,08,5,2,5,2,0,0,1,1,0,0,0,0,"736345,354978477000259","5694734,879355999641120",12.3945776040001,51.354643616,1,1,1,Nordost
133120,14220419148410295730,14,7,13,000,2022,04,13,3,3,5,3,0,0,1,1,0,0,0,0,"735174,600529631017707","5693551,322267630137503",12.3770118260001,51.3445052710001,0,0,0,Mitte
133127,14220603144200363840,14,7,30,150,2022,06,11,6,3,5,3,0,0,0,1,0,0,0,0,"736574,168001490994357","5702617,042984929867089",12.40310835,51.4252991120001,9,9,9,Nord
133128,14220622145200429190,14,7,13,000,2022,06,09,4,2,0,1,0,0,1,0,0,0,0,0,"735601,841275539947674","5693468,418145979754627",12.3830805040001,51.343584219,0,0,0,Mitte
133153,14220304148410137350,14,7,13,000,2022,03,08,6,3,0,1,0,0,1,0,0,0,0,0,"737246,697144852951169","5690984,987715680152178",12.4050013880001,51.3206087720001,3,3,3,Südost
133169,14220619144200536670,14,7,13,000,2022,06,20,1,2,5,3,0,0,0,1,0,1,0,0,"739757,775001585949212","5688232,315983619540930",12.439121893,51.294848883,3,3,3,Südost
133170,14220319148410183400,14,7,13,000,2022,03,20,7,3,2,6,2,0,0,1,0,0,0,0,"734782,037001490010880","5693527,608985999599099",12.3713696240001,51.344454655,0,0,0,Mitte
133181,14220428148410273960,14,7,13,000,2022,04,12,5,3,3,2,0,0,0,1,0,0,1,0,"733908,515001476975158","5693218,091986400075257",12.3586460930001,51.3420363220001,0,0,0,Mitte
133198,14220531148310354250,14,7,13,000,2022,05,14,3,3,3,6,0,0,0,1,0,0,0,1,"732044,126673880033195","5692444,029790120199323",12.3314202120001,51.3358516690001,7,7,7,Alt-West
133223,14220511662221362680,14,7,13,000,2022,05,14,4,3,7,1,0,0,0,0,0,1,0,0,"736670,121470015030354","5690272,201876110397279",12.396268881,51.314450762,0,0,0,Mitte
133233,14220515148410319600,14,7,13,000,2022,05,04,1,3,2,6,1,0,0,1,0,0,0,0,"731251,970761433010921","5701177,169504229910672",12.3257497930001,51.414569859,8,8,8,Nordwest
133245,14220318148310177010,14,7,13,000,2022,03,18,6,3,5,3,2,0,0,1,0,0,0,0,"731450,937398280017078","5688453,741414709948003",12.3203294470001,51.3002730220001,5,5,5,Südwest
133248,14220329144200334050,14,7,13,000,2022,03,18,3,2,5,2,0,0,0,1,0,1,0,0,"736142,826001488952897","5701506,378985160030425",12.396175445,51.415509581,9,9,9,Nord
133253,14220621148110413760,14,7,13,000,2022,06,07,3,3,4,6,0,0,1,0,0,0,0,0,"739895,772958002984524","5695629,902644949965179",12.4460766510001,51.3611895980001,2,2,2,Ost
133258,14220614148410391230,14,7,13,000,2022,06,19,3,3,5,3,0,0,1,0,0,0,0,0,"736833,230906769982539","5691827,152328420430422",12.399637973,51.3283404110001,3,3,3,Südost
133260,14220406144200371780,14,7,13,000,2022,04,14,4,3,5,3,0,0,0,1,0,0,0,1,"736723,467923294054344","5692020,454381610266864",12.3981937460001,51.330121208,3,3,3,Südost
133277,14220613144200413360,14,7,13,000,2022,06,15,2,3,2,6,0,0,0,1,0,1,0,0,"732801,066706293961033","5696859,218378840014338",12.3451561410001,51.3751758320001,8,8,8,Nordwest
133302,14220531148210383990,14,7,13,000,2022,05,17,3,3,5,2,0,0,1,1,0,0,0,0,"737329,037121805944480","5690874,859106959775090",12.4061076040001,51.319585911,3,3,3,Südost
133326,14220512148110305310,14,7,13,000,2022,05,07,5,3,2,6,0,0,0,1,0,0,0,1,"737609,406956627033651","5694262,665953270159662",12.4123831790001,51.349877984,1,1,1,Nordost
133328,14220620148110428900,14,7,13,000,2022,06,11,2,3,2,6,0,1,0,1,0,0,0,0,"736451,794483680976555","5696438,246359259821475",12.397235763,51.3698889840001,9,9,9,Nord
