UNFALL_ID,FID_left,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrasse,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID_right,SBZ,Name,UIDENTSTLA,LICHT,STRZUSTAND,FID,OBJECTID_1,IstSonstige,UIDENTSTLAE,OID_,IstStrassenzustand,PLST
7171,,258646,14,7,13,000,2019,07,16,3,3,4,6,0,,1,0,0,0,0,,"735580,781578329390000","5692906,862804062700000",12.382407213000022,51.338552261000075,0,,0,Mitte,,,0,0.0,,0,,,,
7172,,258647,14,7,13,000,2019,07,16,3,3,5,3,0,,1,1,0,0,0,,"739616,873515763320000","5689472,884392796100000",12.437937391000048,51.30604332200005,3,,3,Südost,,,0,3.0,,0,,,,
7173,,258648,14,7,13,000,2019,07,16,3,3,5,3,0,,1,1,0,0,0,,"738918,437890825790000","5692217,883903164400000",12.429774842000029,51.330975668000065,2,,2,Ost,,,0,2.0,,0,,,,
7174,,258649,14,7,13,000,2019,07,11,3,3,5,3,0,,1,1,0,0,0,,"734277,706935432740000","5695509,976518321800000",12.365446054000074,51.362457290000066,9,,9,Nord,,,0,9.0,,0,,,,
7175,,258661,14,7,13,000,2019,07,10,2,3,6,7,0,,0,1,1,0,0,,"735755,157072343860000","5693382,649347016600000",12.385221107000064,51.34275078500008,0,,0,Mitte,,,0,0.0,,0,,,,
7176,,258662,14,7,13,000,2019,07,17,2,3,2,6,0,,0,1,0,0,0,,"736694,555126516150000","5686985,217568745800000",12.394439508000062,51.28493585900003,4,,4,Süd,,,0,4.0,,0,,,,
7177,,258663,14,7,13,000,2019,07,13,2,3,1,5,0,,1,0,0,0,0,,"735014,384032078090000","5691297,282661341100000",12.373228624000035,51.32433840200008,4,,4,Süd,,,0,4.0,,1,,,,
7178,,258677,14,7,13,000,2019,07,00,1,3,6,7,2,,0,1,1,0,0,,"733890,933812969360000","5695628,894340198500000",12.359978445000024,51.36368409600004,9,,9,Nord,,,0,9.0,,0,,,,
7179,,258678,14,7,13,000,2019,07,23,1,2,5,3,2,,0,1,0,0,0,,"736244,246802811510000","5697156,959182905000000",12.394737061000058,51.37642660000006,9,,9,Nord,,,0,9.0,,0,,,,
7180,,258684,14,7,13,000,2019,07,06,7,3,9,2,0,,0,1,0,0,0,,"734749,725876950660000","5693852,926924891800000",12.371121003000042,51.347388178000074,0,,0,Mitte,,,0,0.0,,0,,,,
7181,,258686,14,7,13,000,2019,07,18,7,3,5,3,0,,0,1,0,1,0,,"730464,353697850370000","5692218,319675851600000",12.308634392000044,51.334467851000056,7,,7,Alt-West,,,0,7.0,,0,,,,
7182,,258698,14,7,13,000,2019,07,14,6,3,5,3,0,,1,1,0,0,0,,"734812,872243454680000","5692506,603348041000000",12.371138458000075,51.33527697000005,0,,0,Mitte,,,0,0.0,,0,,,,
7183,,258699,14,7,13,000,2019,07,14,6,3,2,6,0,,0,1,0,0,0,,"737165,675244275480000","5696464,377023922300000",12.407490469000038,51.36982592900006,1,,1,Nordost,,,0,1.0,,0,,,,
7184,,258701,14,7,13,000,2019,07,11,6,3,5,3,0,,1,1,0,0,0,,"734892,074000000020000","5698783,990000003900000",12.37641895300004,51.39159217900004,9,,9,Nord,,,0,9.0,,0,,,,
7185,,258702,14,7,13,000,2019,07,22,6,3,1,7,2,,0,1,0,0,0,,"740228,043277165850000","5698157,846561579000000",12.452548590000049,51.38373902500007,1,,1,Nordost,,,0,1.0,,0,,,,
7186,,258703,14,7,13,000,2019,07,15,6,3,2,6,0,,1,1,0,0,0,,"737371,639551874250000","5692657,567879790400000",12.407905119000077,51.33556988200007,2,,2,Ost,,,0,2.0,,0,,,,
7187,,258705,14,7,13,000,2019,07,12,6,3,1,5,0,,1,1,0,0,0,,"735395,591293059290000","5689891,213479891400000",12.37776188600003,51.31155942000004,4,,4,Süd,,,0,4.0,,0,,,,
7188,,258718,14,7,13,000,2019,07,16,5,3,1,1,0,,1,1,0,0,0,,"732466,620804713110000","5691764,189286166800000",12.337031311000032,51.329576392000035,5,,5,Südwest,,,0,5.0,,0,,,,
7189,,258719,14,7,13,000,2019,07,18,5,2,0,1,0,,1,0,0,0,0,,"730582,908358537590000","5690080,526515027500000",12.308950527000036,51.315228862000026,5,,5,Südwest,,,0,5.0,,0,,,,
7190,,258720,14,7,13,000,2019,07,16,5,3,4,1,0,,1,0,0,0,0,,"734618,936818008310000","5691384,869517751000000",12.367620836000071,51.32528782700007,4,,4,Süd,,,0,4.0,,1,,,,
7191,,258721,14,7,13,000,2019,07,08,5,3,8,7,0,,0,0,0,1,0,,"731226,902774393560000","5696528,182780712800000",12.322362372000043,51.37284729000004,8,,8,Nordwest,,,1,8.0,,0,,,,
7192,,258722,14,7,13,000,2019,07,12,5,2,6,4,0,,0,1,1,0,0,,"734336,099043970930000","5695982,253845097500000",12.366594484000075,51.366672562000076,9,,9,Nord,,,0,9.0,,0,,,,
7193,,258723,14,7,13,000,2019,07,09,5,3,5,3,0,,1,1,0,0,0,,"738217,185523556550000","5694627,886961473200000",12.421339421000027,51.352901805000045,1,,1,Nordost,,,0,1.0,,0,,,,
7194,,258743,14,7,13,000,2019,07,16,4,3,5,3,0,,1,1,0,0,0,,"735594,038911906070000","5693122,502912562300000",12.382739838000077,51.34048241700003,0,,0,Mitte,,,0,0.0,,0,,,,
7195,,258744,14,7,13,000,2019,07,00,4,3,5,3,2,,1,1,0,0,0,,"734943,127027448270000","5695755,630846101800000",12.375149425000075,51.364387607000026,9,,9,Nord,,,0,9.0,,0,,,,
7196,,258745,14,7,13,000,2019,07,16,4,3,6,4,0,,1,0,1,0,0,,"733707,402865502050000","5697336,180275743800000",12.358469091000075,51.37908502400006,9,,9,Nord,,,0,9.0,,0,,,,
7197,,258746,14,7,13,000,2019,07,23,4,3,0,2,2,,1,1,0,0,0,,"734807,836535809560000","5691558,205452201900000",12.370441372000073,51.32676583500006,0,,0,Mitte,,,0,0.0,,0,,,,
7198,,258766,14,7,13,000,2019,07,14,3,3,1,6,0,,0,1,0,0,0,,"736228,667448433120000","5692540,619639024100000",12.391449050000062,51.33499602200004,0,,0,Mitte,,,0,0.0,,0,,,,
7199,,258767,14,7,13,000,2019,07,08,3,3,6,6,0,,1,0,1,0,0,,"732689,215224733580000","5691422,785428110500000",12.339997910000022,51.326420702000064,5,,5,Südwest,,,0,5.0,,0,,,,
7200,,258768,14,7,13,000,2019,07,05,3,3,5,3,0,,0,1,0,0,0,,"737660,025573161430000","5692653,845941808100000",12.41203506900007,51.33541603900005,2,,2,Ost,,,0,2.0,,0,,,,
7201,,258769,14,7,13,000,2019,07,16,3,3,0,1,0,,1,0,0,0,0,,"734342,357568006030000","5696046,725896602500000",12.366726717000063,51.367248708000034,9,,9,Nord,,,0,9.0,,0,,,,
7202,,258770,14,7,13,000,2019,07,11,3,2,0,2,0,,0,1,0,0,0,,"730178,104116053320000","5689971,319465728500000",12.303081330000055,51.31441236500007,5,,5,Südwest,,,0,5.0,,1,,,,
7203,,258771,14,7,13,000,2019,07,14,3,3,5,3,0,,0,1,0,0,0,,"735334,713999998760000","5692598,350999999800000",12.378677022000034,51.33588484000006,0,,0,Mitte,,,0,0.0,,0,,,,
7204,,258785,14,7,13,000,2019,07,15,2,3,4,2,0,,1,1,0,0,0,,"737594,693888063540000","5693454,821516092900000",12.411633189000042,51.342632914000035,2,,2,Ost,,,0,2.0,,0,,,,
7205,,258786,14,7,13,000,2019,07,15,2,3,3,6,0,,0,1,0,0,0,,"735631,067792095240000","5695937,409875767300000",12.385134193000056,51.36573440500007,9,,9,Nord,,,0,9.0,,0,,,,
7206,,258787,14,7,13,000,2019,07,07,2,3,6,4,0,,0,1,1,0,0,,"733959,890468624420000","5696888,149906816000000",12.361795802000074,51.37495934100008,9,,9,Nord,,,0,9.0,,0,,,,
7207,,258788,14,7,13,000,2019,07,09,2,3,5,7,0,,1,1,0,0,0,,"738366,197157517080000","5690362,809900391800000",12.420622105000064,51.31455628100008,3,,3,Südost,,,0,3.0,,0,,,,
7208,,258789,14,7,13,000,2019,07,07,2,3,5,3,0,,1,1,0,0,0,,"738349,697303102350000","5692369,878786308700000",12.421727647000068,51.33257856000006,2,,2,Ost,,,0,2.0,,0,,,,
7209,,258805,14,7,13,000,2019,06,12,1,2,5,1,0,,1,0,0,0,0,,"737842,761615785770000","5695048,500682052200000",12.416253233000077,51.35683401700004,1,,1,Nordost,,,0,1.0,,1,,,,
7210,,258806,14,7,13,000,2019,06,13,1,3,8,1,0,,0,0,0,1,0,,"740575,603028680200000","5686538,913376946000000",12.449689832000047,51.27930449400003,3,,3,Südost,,,0,3.0,,0,,,,
7211,,258807,14,7,13,000,2019,06,16,1,3,2,6,0,,0,1,0,0,0,,"737160,060786478220000","5694856,225503571300000",12.40633775200007,51.35539345400008,1,,1,Nordost,,,0,1.0,,1,,,,
7212,,258809,14,7,13,000,2019,06,14,1,2,5,3,0,,0,1,0,0,0,,"735444,824997131710000","5691684,675597181500000",12.379651221000074,51.32763781400007,0,,0,Mitte,,,0,0.0,,0,,,,
7213,,258816,14,7,13,000,2019,06,10,7,3,5,2,0,,1,1,0,0,0,,"731732,876000001100000","5690705,098000001200000",12.325829079000073,51.32036848600006,5,,5,Südwest,,,0,5.0,,0,,,,
7214,,258817,14,7,13,000,2019,06,12,7,3,2,6,0,,0,1,0,0,0,,"730541,484061136840000","5691520,817271966500000",12.309288455000058,51.328175129000044,7,,7,Alt-West,,,0,7.0,,0,,,,
7215,,258818,14,7,13,000,2019,06,17,7,3,5,3,0,,1,1,0,0,0,,"731760,926430154590000","5689790,685629908000000",12.325636716000076,51.31214852000005,5,,5,Südwest,,,0,5.0,,0,,,,
7216,,258819,14,7,13,000,2019,06,23,7,2,1,1,2,,0,1,0,1,0,,"730821,116396863940000","5691938,546293843500000",12.313565780000033,51.33181166700007,7,,7,Alt-West,,,0,7.0,,0,,,,
7217,,258820,14,7,13,000,2019,06,17,7,3,3,6,0,,1,1,0,0,0,,"730585,090549891810000","5689654,803949961400000",12.308706587000074,51.31140626200005,5,,5,Südwest,,,0,5.0,,0,,,,
7218,,258821,14,7,13,000,2019,06,17,7,3,0,1,0,,0,0,0,1,0,,"729259,907031416890000","5694929,453992674100000",12.293119485000034,51.359292786000026,7,,7,Alt-West,,,0,7.0,,0,,,,
7219,,258823,14,7,13,000,2019,06,10,7,3,2,2,0,,0,1,0,0,0,,"736840,319273536090000","5695883,150603981700000",12.402437654000039,51.36474455000007,1,,1,Nordost,,,0,1.0,,0,,,,
7220,,258835,14,7,13,000,2019,06,15,6,3,5,2,0,,1,1,0,0,0,,"734891,890056953770000","5694338,814559701800000",12.373479372000077,51.35169096100003,0,,0,Mitte,,,0,0.0,,0,,,,
7221,,258836,14,7,13,000,2019,06,10,6,3,8,1,0,,0,0,0,1,0,,"735582,879841988910000","5693333,588485209300000",12.382719544000054,51.34238180600005,0,,0,Mitte,,,0,0.0,,0,,,,
7222,,258837,14,7,13,000,2019,06,09,6,3,2,6,0,,0,1,0,0,0,,"734299,383908099490000","5695513,494190344600000",12.365759188000027,51.36247992700004,9,,9,Nord,,,0,9.0,,0,,,,
7223,,258838,14,7,13,000,2019,06,11,6,3,5,3,0,,1,1,0,0,0,,"731626,616651298480000","5696570,018622171100000",12.32812248600004,51.37305997300007,8,,8,Nordwest,,,0,8.0,,0,,,,
7224,,258839,14,7,13,000,2019,06,19,6,3,2,2,0,,0,1,0,0,0,,"734103,568906801750000","5693168,607071140800000",12.361409131000073,51.34151184800004,0,,0,Mitte,,,0,0.0,,0,,,,
7225,,258840,14,7,13,000,2019,06,14,6,2,2,6,0,,0,1,0,1,0,,"728311,090324213730000","5689435,150114920000000",12.27599351400005,51.31035102200008,6,,6,West,,,0,6.0,,0,,,,
7226,,258841,14,7,13,000,2019,06,14,6,3,6,4,0,,1,0,1,0,0,,"735184,417000002230000","5688974,344000000500000",12.374133026000038,51.303416506000076,4,,4,Süd,,,0,4.0,,0,,,,
7227,,258859,14,7,13,000,2019,06,12,5,3,5,2,0,,1,1,0,0,0,,"735738,530196248550000","5692767,021375609600000",12.384575338000047,51.337231634000034,0,,0,Mitte,,,0,0.0,,0,,,,
7228,,258860,14,7,13,000,2019,06,19,5,3,3,2,0,,1,1,0,0,0,,"737089,755801323800000","5691692,924059428300000",12.40322401900005,51.327028711000025,3,,3,Südost,,,0,3.0,,0,,,,
7229,,258861,14,7,13,000,2019,06,17,5,3,5,3,0,,1,1,0,0,0,,"728869,677603111600000","5691006,028616571800000",12.285002602000077,51.32422883500004,6,,6,West,,,0,6.0,,0,,,,
7230,,258862,14,7,13,000,2019,06,15,5,3,3,2,0,,1,1,0,0,0,,"734723,103905728090000","5690458,720949525000000",12.368503537000038,51.31693133600004,4,,4,Süd,,,0,4.0,,0,,,,
7231,,258863,14,7,13,000,2019,06,11,5,3,5,3,0,,1,1,0,0,0,,"733903,949671454730000","5696972,610881932100000",12.36104904900003,51.375740542000074,9,,9,Nord,,,0,9.0,,0,,,,
7232,,258864,14,7,13,000,2019,06,16,5,3,5,3,0,,0,1,0,0,0,,"730968,451657222580000","5685418,478116864300000",12.311457923000034,51.27322131200003,5,,5,Südwest,,,0,5.0,,1,,,,
7233,,258865,14,7,13,000,2019,06,12,5,3,6,4,0,,0,1,1,0,0,,"731035,393976897930000","5692062,055987354400000",12.316716407000058,51.332833408000056,7,,7,Alt-West,,,0,7.0,,0,,,,
7234,,258866,14,7,13,000,2019,06,07,5,3,5,3,0,,1,0,0,0,0,,"736715,591405129990000","5689657,068799775100000",12.396511991000068,51.308910293000054,4,,4,Süd,,,0,4.0,,1,,,,
7235,,258867,14,7,13,000,2019,06,17,5,3,5,3,0,,1,1,0,0,0,,"732391,885661253710000","5691545,355625474800000",12.33581775600004,51.327642516000026,5,,5,Südwest,,,0,5.0,,0,,,,
7236,,258891,14,7,13,000,2019,07,10,1,3,2,2,0,,1,1,0,0,0,,"740034,354809231120000","5689273,185658942900000",12.443781349000062,51.30407501500008,3,,3,Südost,,,0,3.0,,0,,,,
7237,,258904,14,7,13,000,2019,07,09,7,2,4,2,0,,1,1,0,0,0,,"736407,952091899700000","5695208,440714869600000",12.395789609000076,51.358868338000036,9,,9,Nord,,,0,9.0,,0,,,,
7238,,258917,14,7,13,000,2019,07,16,6,3,5,3,0,,1,0,0,0,0,,"735756,029801945200000","5692867,769783603000000",12.384892794000052,51.338128726000036,0,,0,Mitte,,,0,0.0,,0,,,,
7239,,258918,14,7,13,000,2019,07,16,6,3,5,3,0,,0,0,0,1,0,,"737842,325798413720000","5701437,504916211600000",12.420524606000072,51.41418119400004,9,,9,Nord,,,0,9.0,,1,,,,
7240,,258919,14,7,13,000,2019,07,07,6,3,2,6,0,,0,1,0,0,0,,"735587,892801358360000","5697106,254697388000000",12.38528960900004,51.37624412300005,9,,9,Nord,,,0,9.0,,0,,,,
7241,,258920,14,7,13,000,2019,07,14,6,3,0,5,0,,0,1,0,0,0,,"737137,741199626590000","5692937,653523355700000",12.404739895000034,51.33818153000004,2,,2,Ost,,,0,2.0,,1,,,,
7242,,258921,14,7,13,000,2019,07,15,6,3,5,2,0,,1,1,0,0,0,,"735470,523716463710000","5689238,622222399300000",12.378404441000043,51.30567052200007,4,,4,Süd,,,0,4.0,,0,,,,
7243,,258922,14,7,13,000,2019,07,15,6,3,3,2,0,,1,1,0,0,0,,"738117,002658523620000","5693623,280338592800000",12.419231367000066,51.343926500000066,2,,2,Ost,,,0,2.0,,0,,,,
7244,,258940,14,7,13,000,2019,07,18,5,3,2,6,0,,0,1,0,0,0,,"733901,391512203960000","5690816,639271840500000",12.356967698000062,51.32048252700008,4,,4,Süd,,,0,4.0,,0,,,,
7245,,258941,14,7,13,000,2019,07,17,5,3,2,6,0,,0,1,0,0,0,,"733899,869529499670000","5690816,159785289300000",12.356945580000058,51.32047884800005,4,,4,Süd,,,0,4.0,,0,,,,
7246,,258943,14,7,13,000,2019,07,07,5,2,4,2,0,,1,1,0,0,0,,"738349,783007370310000","5692369,854627752700000",12.42172885900004,51.33257830700006,2,,2,Ost,,,0,2.0,,0,,,,
7247,,258957,14,7,13,000,2019,07,14,4,3,3,2,0,,1,1,0,0,0,,"735009,497436204930000","5691986,638265170200000",12.373613146000025,51.330528350000066,0,,0,Mitte,,,0,0.0,,0,,,,
7248,,258958,14,7,13,000,2019,07,14,4,3,5,3,0,,1,1,0,0,0,,"734631,384893984530000","5693252,433139976100000",12.369029029000046,51.34204675500007,0,,0,Mitte,,,0,0.0,,0,,,,
7249,,258959,14,7,13,000,2019,07,19,4,3,6,4,0,,1,0,1,0,0,,"738274,566852074120000","5693602,842755256200000",12.42147589800004,51.34367704400006,2,,2,Ost,,,0,2.0,,0,,,,
7250,,258960,14,7,13,000,2019,07,17,4,3,2,6,0,,0,1,0,1,0,,"736283,072664883920000","5695002,132009200800000",12.393862200000058,51.35706841600006,9,,9,Nord,,,0,9.0,,0,,,,
7251,,258962,14,7,13,000,2019,07,17,4,3,6,4,0,,1,0,1,0,0,,"731543,762686291710000","5698705,064835764500000",12.328325581000058,51.39225949400003,8,,8,Nordwest,,,0,8.0,,0,,,,
7252,,258963,14,7,13,000,2019,07,08,4,2,4,2,0,,0,1,0,1,0,,"734077,757955406790000","5696164,401372529600000",12.36300979200007,51.36841410100004,9,,9,Nord,,,0,9.0,,0,,,,
7253,,258964,14,7,13,000,2019,07,20,4,2,5,3,0,,1,1,0,0,0,,"733871,613155343570000","5695332,571878744300000",12.359506577000047,51.36103211900007,9,,9,Nord,,,0,9.0,,0,,,,
7254,,258982,14,7,13,000,2019,07,20,3,3,1,5,1,,1,1,0,0,0,,"726617,827102710490000","5690408,241378417200000",12.25235764200005,51.31976360300007,6,,6,West,,,0,6.0,,0,,,,
7255,,258983,14,7,13,000,2019,07,09,3,3,9,1,0,,0,1,0,0,0,,"728216,599527282640000","5688553,151511834900000",12.27407598600007,51.30247091900003,6,,6,West,,,0,6.0,,0,,,,
7256,,258986,14,7,13,000,2019,07,06,3,3,4,2,0,,1,0,0,0,0,,"735474,272027242000000","5693366,033838022500000",12.381184421000057,51.34271803300004,0,,0,Mitte,,,0,0.0,,1,,,,
7257,,259007,14,7,13,000,2019,07,14,2,2,6,2,0,,1,0,1,0,0,,"734719,052176108580000","5690209,900645954500000",12.368281750000051,51.31469948100005,4,,4,Süd,,,0,4.0,,0,,,,
7258,,259008,14,7,13,000,2019,07,10,2,3,1,7,0,,0,1,0,0,0,,"736637,078309893610000","5689049,752277733800000",12.39498485200005,51.30349152300005,4,,4,Süd,,,0,4.0,,0,,,,
7259,,259009,14,7,13,000,2019,07,07,2,3,5,3,0,,1,1,0,0,0,,"738085,925131408500000","5697558,177043927800000",12.42141956000006,51.379258793000076,1,,1,Nordost,,,0,1.0,,0,,,,
7260,,259010,14,7,13,000,2019,07,05,2,3,1,5,1,,1,1,0,0,0,,"734780,370298993770000","5691375,959225758900000",12.36992781500004,51.32514125000006,4,,4,Süd,,,0,4.0,,0,,,,
7261,,259020,14,7,13,000,2019,07,11,1,3,1,5,0,,1,1,0,0,0,,"728236,705881277100000","5689384,668750474200000",12.274895762000028,51.30992766400004,6,,6,West,,,0,6.0,,0,,,,
7262,,259021,14,7,13,000,2019,07,06,1,3,1,1,1,,0,1,0,0,0,,"731406,166976698670000","5692613,249982522800000",12.322387607000053,51.337630671000056,7,,7,Alt-West,,,0,7.0,,1,,,,
7263,,259022,14,7,13,000,2019,07,10,1,3,2,6,0,,0,1,0,0,0,,"735261,011446338150000","5695212,580704994500000",12.37934841300006,51.35938149200007,0,,0,Mitte,,,0,0.0,,0,,,,
7264,,259028,14,7,13,000,2019,07,09,7,3,3,6,0,,1,1,0,0,0,,"735731,930974639950000","5688959,577403903000000",12.38196365300007,51.30305754400007,4,,4,Süd,,,0,4.0,,0,,,,
7265,,259029,14,7,13,000,2019,07,14,7,3,1,1,0,,0,1,0,0,0,,"732883,012045294050000","5695962,989352116400000",12.345744406000051,51.36709716300004,8,,8,Nordwest,,,0,8.0,,0,,,,
7266,,259030,14,7,13,000,2019,07,15,7,3,4,6,0,,1,0,0,0,0,,"735646,621114720590000","5692901,575150849300000",12.383347252000021,51.33847751900004,0,,0,Mitte,,,0,0.0,,0,,,,
7267,,259040,14,7,13,000,2019,07,14,6,3,9,1,0,,0,1,0,0,0,,"731286,809461082330000","5690690,469711348400000",12.319429189000061,51.32041865100007,7,,7,Alt-West,,,0,7.0,,0,,,,
7268,,259041,14,7,13,000,2019,07,16,6,3,1,1,0,,1,1,0,0,0,,"730527,552002302370000","5692645,039887150700000",12.30981620700004,51.33827289200008,7,,7,Alt-West,,,1,7.0,,0,,,,
7269,,259042,14,7,13,000,2019,07,12,6,3,5,3,0,,0,1,0,0,0,,"730510,417579932140000","5689715,597485363500000",12.307676290000074,51.311982252000064,6,,6,West,,,1,6.0,,0,,,,
7270,,259043,14,7,13,000,2019,07,13,6,2,5,3,0,,1,1,0,0,0,,"732593,667999999600000","5691593,984000001100000",12.338740654000048,51.32799657500004,5,,5,Südwest,,,0,5.0,,0,,,,
7271,,259044,14,7,13,000,2019,07,23,6,3,0,1,2,,1,0,0,0,0,,"737781,315458499830000","5691451,667783966300000",12.412970965000056,51.32457456600008,3,,3,Südost,,,0,3.0,,0,,,,
7272,,259045,14,7,13,000,2019,07,11,6,3,1,1,0,,1,1,0,0,0,,"734255,503975627940000","5695375,972187290000000",12.365039447000072,51.36126356500006,9,,9,Nord,,,1,9.0,,0,,,,
7273,,259046,14,7,13,000,2019,07,10,6,3,5,2,0,,1,1,0,0,0,,"730662,905587307180000","5691614,829167218900000",12.311089112000047,51.32896985100007,7,,7,Alt-West,,,0,7.0,,0,,,,
7274,,259047,14,7,13,000,2019,07,15,6,3,2,6,0,,0,1,0,0,0,,"742473,872367446310000","5692804,042414499400000",12.481113095000069,51.33473227500008,2,,2,Ost,,,0,2.0,,1,,,,
7275,,259062,14,7,13,000,2019,07,11,5,3,5,3,0,,1,1,0,0,0,,"730894,553417371590000","5685496,951553631600000",12.310451001000047,51.27395571300008,5,,5,Südwest,,,0,5.0,,0,,,,
7276,,259064,14,7,13,000,2019,07,12,5,2,5,3,0,,1,1,0,0,0,,"742272,387809235600000","5694562,890973364900000",12.479422739000029,51.35060447700005,2,,2,Ost,,,0,2.0,,0,,,,
7277,,259065,14,7,13,000,2019,07,08,5,3,5,2,0,,1,0,0,0,0,,"737280,454452006150000","5693757,527340935500000",12.407331292000038,51.345481240000026,2,,2,Ost,,,0,2.0,,1,,,,
7278,,259066,14,7,13,000,2019,07,10,5,2,5,3,0,,1,0,0,0,0,,"742369,404000001030000","5694043,808000002100000",12.48045989700006,51.345904164000046,2,,2,Ost,,,0,2.0,,0,,,,
7279,,259081,14,7,13,000,2019,07,19,4,3,3,2,0,,1,1,0,0,0,,"734522,585415850390000","5692562,872548528000000",12.367015669000068,51.335901843000045,0,,0,Mitte,,,0,0.0,,0,,,,
7280,,259082,14,7,13,000,2019,07,16,4,3,5,3,0,,1,1,0,0,0,,"739757,775000001300000","5688232,315999997800000",12.43912189300005,51.29484888300004,3,,3,Südost,,,0,3.0,,0,,,,
7281,,259083,14,7,13,000,2019,07,20,4,3,3,6,1,,0,1,0,1,0,,"733417,422244693150000","5700029,045053161700000",12.356079653000052,51.403376707000064,8,,8,Nordwest,,,0,8.0,,0,,,,
7282,,259084,14,7,13,000,2019,07,11,4,3,2,2,0,,0,1,0,0,0,,"737767,266999999990000","5690336,174000000600000",12.412025912000047,51.31456771300003,3,,3,Südost,,,0,3.0,,0,,,,
7283,,259085,14,7,13,000,2019,07,18,4,3,3,2,0,,1,1,0,0,0,,"734750,185016873290000","5693849,232741251600000",12.371125149000022,51.34735482800005,0,,0,Mitte,,,0,0.0,,0,,,,
7284,,259086,14,7,13,000,2019,07,16,4,3,2,2,0,,0,1,0,0,0,,"740969,763701950200000","5693959,409367527800000",12.460343210000076,51.345741591000035,2,,2,Ost,,,0,2.0,,0,,,,
7285,,259087,14,7,13,000,2019,07,17,4,3,4,6,0,,1,0,0,0,0,,"734371,356066323820000","5696532,926075674600000",12.367463039000029,51.37160106700003,9,,9,Nord,,,0,9.0,,0,,,,
7286,,259093,14,7,13,000,2019,07,18,4,3,3,2,0,,1,0,0,0,0,,"736596,464407709430000","5690094,080166135000000",12.395095734000051,51.312882527000056,0,,0,Mitte,,,1,0.0,,1,,,,
7287,,259109,14,7,13,000,2019,07,14,3,3,3,2,0,,1,1,0,0,0,,"735663,950466415840000","5696059,666001869400000",12.385686723000049,51.36681816400005,9,,9,Nord,,,0,9.0,,0,,,,
7288,,259123,14,7,13,000,2019,07,04,3,3,3,5,1,,0,1,0,1,0,,"730598,582000002260000","5690084,370999999300000",12.309177533000025,51.31525702300007,5,,5,Südwest,,,0,5.0,,0,,,,
7289,,259126,14,7,13,000,2019,07,17,2,3,4,6,0,,1,0,0,0,0,,"732331,105800566260000","5690609,527575861700000",12.334337014000027,51.319266638000045,5,,5,Südwest,,,0,5.0,,0,,,,
7290,,259127,14,7,13,000,2019,07,13,3,3,5,3,0,,1,1,0,0,0,,"739939,226064509710000","5698065,481964169100000",12.448343421000061,51.38303212400007,1,,1,Nordost,,,0,1.0,,0,,,,
7291,,259128,14,7,13,000,2019,07,15,2,3,2,2,0,,0,1,0,0,0,,"734206,975603096190000","5692887,081517340600000",12.362706038000056,51.338942158000066,0,,0,Mitte,,,0,0.0,,0,,,,
7292,,259131,14,7,13,000,2019,07,15,2,3,2,2,0,,0,1,0,1,0,,"731085,657866520810000","5696463,054503915800000",12.320294232000037,51.37232013000005,8,,8,Nordwest,,,0,8.0,,0,,,,
7293,,259132,14,7,13,000,2019,07,20,2,3,8,7,1,,0,1,0,0,0,,"738127,368628920990000","5700026,532797772400000",12.423669054000072,51.40139698200005,1,,1,Nordost,,,0,1.0,,0,,,,
7294,,259134,14,7,13,000,2019,07,11,2,3,3,2,0,,0,1,0,0,0,,"731173,102722008710000","5691919,348170233900000",12.318597193000073,51.33149638200007,7,,7,Alt-West,,,0,7.0,,1,,,,
7295,,259136,14,7,13,000,2019,07,17,2,3,6,3,0,,0,1,1,0,0,,"737138,797537012030000","5692937,273913005400000",12.404754780000076,51.33817768200004,2,,2,Ost,,,0,2.0,,0,,,,
7296,,259139,14,7,13,000,2019,07,15,2,2,6,4,0,,0,1,1,0,0,,"729221,165231057440000","5690782,740299912200000",12.289895071000046,51.322082839000075,6,,6,West,,,0,6.0,,0,,,,
7297,,259141,14,7,13,000,2019,07,14,2,3,4,2,0,,0,1,0,0,0,,"738794,505082247780000","5696080,035577435000000",12.430589776000033,51.365693779000026,1,,1,Nordost,,,0,1.0,,0,,,,
7298,,259144,14,7,13,000,2019,07,16,2,3,5,3,0,,1,1,0,0,0,,"737014,283174304290000","5691839,042371813200000",12.402239890000033,51.328371735000076,3,,3,Südost,,,0,3.0,,0,,,,
7299,,259145,14,7,13,000,2019,07,09,2,3,6,6,0,,0,1,1,0,0,,"736123,768885344270000","5693494,488822722800000",12.390578240000025,51.34360172300006,0,,0,Mitte,,,0,0.0,,0,,,,
7300,,259146,14,7,13,000,2019,07,08,2,3,3,2,0,,1,1,0,0,0,,"737183,584999999960000","5694053,812000000800000",12.40614027600003,51.34818113100005,2,,2,Ost,,,0,2.0,,0,,,,
7301,,259148,14,7,13,000,2019,07,08,2,3,5,3,0,,1,1,0,0,0,,"734227,269953900020000","5693782,257081626000000",12.363585683000053,51.346969313000045,0,,0,Mitte,,,0,0.0,,0,,,,
