OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
167902,14,7,13,000,2018,06,18,7,3,6,4,0,1,0,1,0,0,0,0,"734521,829200000040000","5693147,465099999700000",12.36738973200005,51.34114971300005,0,0,0,Mitte
167903,14,7,13,000,2018,06,15,6,3,0,7,0,0,1,0,0,0,0,0,"741023,874399999970000","5694641,621199999900000",12.461580609000066,51.35184187500005,2,2,2,Ost
167904,14,7,13,000,2018,06,19,7,3,3,6,0,0,1,0,1,0,0,0,"732030,773000000040000","5690709,043600000400000",12.33009931600003,51.32028251300005,5,5,5,Südwest
167905,14,7,13,000,2018,06,16,6,3,5,3,0,1,1,0,0,0,0,0,"734805,694600000050000","5692641,560800000100000",12.371124553000072,51.336491367000065,0,0,0,Mitte
167906,14,7,13,000,2018,06,10,7,3,5,3,0,0,1,0,0,0,1,1,"735470,636199999950000","5697583,833900000000000",12.383924281000077,51.38057961000004,9,9,9,Nord
167907,14,7,13,000,2018,06,01,7,1,0,7,2,0,0,1,0,0,1,0,"732744,247399999990000","5692737,702200000200000",12.341645283000048,51.33820178600007,7,7,7,Alt-West
167909,14,7,13,000,2018,06,14,7,3,2,6,0,0,1,0,0,0,0,1,"734670,014500000050000","5693316,380300000300000",12.369624814000076,51.34260482900004,0,0,0,Mitte
167927,14,7,13,000,2018,06,14,6,2,5,3,0,1,0,0,0,0,0,0,"737759,139399999990000","5694469,481300000100000",12.414667579000024,51.35167174700007,1,1,1,Nordost
167929,14,7,13,000,2018,06,14,6,3,3,7,0,0,1,0,0,0,1,0,"737097,275799999940000","5692954,986600000400000",12.404171546000043,51.338353985000026,3,3,3,Südost
167932,14,7,13,000,2018,06,04,6,3,5,3,1,1,0,0,0,0,1,0,"735760,602799999990000","5692859,755900000200000",12.384953024000026,51.33805489500003,0,0,0,Mitte
167947,14,7,13,000,2018,06,15,5,3,5,3,0,1,1,0,0,0,0,0,"727243,713299999940000","5693206,127100000200000",12.263108961000057,51.34463174500007,7,7,7,Alt-West
167949,14,7,13,000,2018,06,15,5,3,5,3,0,1,1,0,0,0,0,0,"734785,447999999970000","5692625,201000000400000",12.370823629000029,51.33635287300007,0,0,0,Mitte
167951,14,7,13,000,2018,06,16,5,3,5,3,0,1,1,0,0,0,0,0,"735279,283900000040000","5690886,558500000300000",12.37675267700007,51.32054210800004,4,4,4,Süd
167953,14,7,13,000,2018,06,06,5,3,5,2,0,1,1,0,0,0,0,0,"741520,972100000010000","5690294,598899999600000",12.465759515000059,51.31261413200008,3,3,3,Südost
167955,14,7,13,000,2018,06,11,5,3,5,3,0,1,1,0,0,0,0,0,"738548,909899999970000","5689486,194000000100000",12.422652934000041,51.30661126100006,3,3,3,Südost
167957,14,7,13,000,2018,06,07,5,3,5,3,0,1,1,0,0,0,0,0,"742021,800099999990000","5693948,231399999900000",12.475413156000059,51.34519440300005,2,2,2,Ost
167962,14,7,13,000,2018,06,22,5,3,5,3,2,0,1,0,0,0,0,0,"733784,872600000000000","5695671,148900000400000",12.358485400000063,51.364107044000036,9,9,9,Nord
167964,14,7,13,000,2018,06,12,5,2,3,2,0,1,1,0,0,0,0,0,"738081,016199999950000","5695127,493599999700000",12.419721715000037,51.35744329000005,1,1,1,Nordost
167967,14,7,13,000,2018,06,15,5,3,1,5,0,1,1,0,0,0,0,0,"734891,141999999990000","5695760,967000000200000",12.374407533000067,51.36445700100006,9,9,9,Nord
167971,14,7,13,000,2018,06,20,5,3,2,6,0,0,1,0,0,0,0,0,"735408,078499999950000","5692626,054399999800000",12.379746648000037,51.33610315200008,0,0,0,Mitte
167972,14,7,13,000,2018,06,13,5,3,5,3,0,1,1,0,0,0,0,0,"738016,182200000040000","5692045,056400000100000",12.416731921000064,51.32980261600005,2,2,2,Ost
167973,14,7,13,000,2018,06,12,5,3,4,2,0,1,0,0,0,0,0,0,"734623,287000000010000","5693234,013399999600000",12.368900833000055,51.341884753000045,0,0,0,Mitte
167974,14,7,13,000,2018,06,07,5,3,5,3,0,1,1,0,0,0,0,0,"730644,460899999950000","5697103,603900000500000",12.31438206300004,51.378249588000074,8,8,8,Nordwest
167975,14,7,13,000,2018,06,10,5,3,4,6,0,1,0,0,0,0,0,0,"734548,260099999960000","5698524,991899999800000",12.371314995000034,51.38940950700004,9,9,9,Nord
167978,14,7,13,000,2018,06,15,5,3,4,2,0,1,1,0,0,0,0,1,"741888,952500000010000","5693997,078499999800000",12.473542424000073,51.34568936100004,2,2,2,Ost
167983,14,7,13,000,2018,06,07,5,3,5,3,0,1,1,0,0,0,0,0,"732632,397899999980000","5692632,360899999700000",12.33997352800003,51.337301936000074,7,7,7,Alt-West
167985,14,7,13,000,2018,06,08,5,3,5,2,0,1,1,0,0,0,0,0,"735289,885000000010000","5692385,299999999800000",12.377893913000037,51.33399096900007,0,0,0,Mitte
168017,14,7,13,000,2018,06,16,4,3,5,3,0,1,1,0,0,0,0,0,"734874,202000000050000","5694490,373999999800000",12.373325829000066,51.35305872200007,0,0,0,Mitte
168018,14,7,13,000,2018,06,20,4,3,5,3,0,0,1,0,0,0,0,0,"734644,811899999970000","5693253,278199999600000",12.369222024000067,51.342048799000054,0,0,0,Mitte
168019,14,7,13,000,2018,06,11,4,3,2,6,0,0,1,0,0,0,0,0,"731009,895499999980000","5688738,161399999600000",12.314197827000044,51.30300534700007,5,5,5,Südwest
168021,14,7,13,000,2018,06,18,4,3,5,2,0,1,1,0,0,0,0,0,"740168,285099999980000","5691511,225100000400000",12.447205992000022,51.32410658800006,2,2,2,Ost
168022,14,7,13,000,2018,06,23,4,3,3,6,2,1,1,0,0,0,0,0,"735074,387499999950000","5690324,766800000300000",12.37344713300007,51.315583917000026,4,4,4,Süd
168023,14,7,13,000,2018,06,08,4,3,0,7,0,1,1,0,0,0,0,0,"734926,612599999990000","5693314,694500000200000",12.373301339000022,51.34248373500003,0,0,0,Mitte
168024,14,7,13,000,2018,06,16,4,2,5,3,0,1,1,0,0,0,0,0,"739332,647899999980000","5695956,614799999600000",12.438222903000053,51.36435954400008,1,1,1,Nordost
168025,14,7,13,000,2018,06,09,4,3,5,5,0,1,0,0,0,0,0,0,"734959,283999999990000","5692668,798999999600000",12.373343512000076,51.336672434000036,0,0,0,Mitte
168026,14,7,13,000,2018,06,07,4,3,6,4,0,0,1,1,0,0,0,0,"736381,012299999940000","5692757,023400000300000",12.393775681000022,51.33687520800004,0,0,0,Mitte
168029,14,7,13,000,2018,06,09,4,3,5,3,0,1,1,0,0,0,0,0,"736071,510499999970000","5689665,487099999600000",12.387293327000066,51.309253315000035,4,4,4,Süd
168032,14,7,13,000,2018,06,13,4,3,5,3,0,0,1,0,0,0,0,0,"734699,617699999940000","5693379,154299999600000",12.370090469000047,51.34315609500004,0,0,0,Mitte
168064,14,7,13,000,2018,06,17,3,3,3,6,0,1,0,0,0,0,1,0,"736670,025499999990000","5693778,881500000100000",12.398596347000023,51.34592735500007,2,2,2,Ost
168066,14,7,13,000,2018,06,07,3,2,5,7,0,1,1,0,0,0,0,0,"735004,052000000030000","5691767,196100000300000",12.373390417000053,51.32856080000005,0,0,0,Mitte
168068,14,7,13,000,2018,06,15,3,3,6,4,0,0,1,1,0,0,0,0,"732310,785400000050000","5691309,128700000200000",12.334501774000046,51.325555088000044,5,5,5,Südwest
168069,14,7,13,000,2018,06,08,3,3,0,7,0,1,0,0,0,0,0,0,"735291,748200000030000","5695300,706100000100000",12.379847382000037,51.36015980500008,0,0,0,Mitte
168071,14,7,13,000,2018,06,08,3,3,4,1,0,0,1,0,0,0,0,0,"737310,726000000020000","5693204,711600000000000",12.407396767000023,51.34050650100005,2,2,2,Ost
168072,14,7,13,000,2018,06,13,3,2,6,6,0,1,0,1,0,0,0,0,"734927,858699999980000","5692912,049200000200000",12.373053602000027,51.33886892400005,0,0,0,Mitte
168073,14,7,13,000,2018,06,16,3,3,6,4,0,0,0,1,0,0,1,0,"735522,482899999940000","5692935,642199999700000",12.38159077000006,51.33883474100003,0,0,0,Mitte
168074,14,7,13,000,2018,06,10,3,3,5,2,0,1,0,0,0,0,1,0,"735097,511500000020000","5693970,912499999600000",12.376183987000047,51.34830353900003,0,0,0,Mitte
168075,14,7,13,000,2018,06,07,3,2,5,3,0,1,0,0,0,0,0,0,"735194,294899999980000","5690881,292299999900000",12.375531705000071,51.32052997000005,4,4,4,Süd
168077,14,7,13,000,2018,06,09,3,3,1,5,0,1,1,0,0,0,0,0,"732422,314600000040000","5696172,989299999500000",12.339275082000029,51.36917093000005,8,8,8,Nordwest
168078,14,7,13,000,2018,06,13,3,3,6,6,0,1,0,1,0,0,0,0,"729124,908599999970000","5690920,423399999700000",12.288604478000025,51.32335761400003,6,6,6,West
168096,14,7,13,000,2018,07,07,5,3,2,6,0,0,1,0,0,0,0,1,"735121,584099999980000","5693981,629099999600000",12.376536122000061,51.34838977900006,0,0,0,Mitte
168099,14,7,13,000,2018,07,11,5,3,3,6,0,1,1,0,0,0,0,1,"734520,117800000010000","5694980,225900000000000",12.368572654000047,51.35760203800004,9,9,9,Nord
168101,14,7,13,000,2018,07,07,5,3,5,3,0,1,1,0,0,0,0,0,"735102,075300000030000","5697063,285500000200000",12.378293259000031,51.37605974400003,9,9,9,Nord
168115,14,7,13,000,2018,07,10,2,3,2,6,0,0,1,0,0,0,0,0,"735260,390800000050000","5695211,465400000100000",12.379338777000044,51.35937173800005,0,0,0,Mitte
168118,14,7,13,000,2018,07,09,2,3,3,2,0,1,1,0,0,0,0,0,"735588,249300000020000","5692240,059200000000000",12.382073283000068,51.332563736000054,0,0,0,Mitte
168120,14,7,13,000,2018,07,18,2,3,4,2,0,1,1,0,0,0,0,0,"737663,402000000000000","5692582,730000000400000",12.412036011000055,51.334776290000036,2,2,2,Ost
168121,14,7,13,000,2018,07,05,2,3,5,3,0,1,1,0,0,0,0,0,"736685,975899999960000","5697154,915799999600000",12.401071175000027,51.37622433300004,1,1,1,Nordost
168123,14,7,13,000,2018,07,11,2,3,0,4,0,0,0,1,0,0,1,0,"733774,147400000020000","5695671,434000000400000",12.358331796000073,51.36411401700008,9,9,9,Nord
168124,14,7,13,000,2018,07,05,4,3,2,6,0,1,1,0,0,0,0,0,"735756,879800000000000","5693309,735100000200000",12.38519752700006,51.34209557300005,0,0,0,Mitte
168125,14,7,13,000,2018,07,00,4,2,0,1,2,0,0,0,1,0,0,0,"739736,986799999960000","5692274,862800000200000",12.441541072000064,51.33114270900006,2,2,2,Ost
168126,14,7,13,000,2018,07,08,4,2,3,6,0,0,1,0,1,0,0,0,"739750,122699999950000","5692726,397900000200000",12.44203310100005,51.335190039000054,2,2,2,Ost
168127,14,7,13,000,2018,07,10,2,1,6,4,0,0,1,1,0,0,0,0,"731216,540900000020000","5691945,030600000200000",12.319236310000065,51.33170927500004,7,7,7,Alt-West
168147,14,7,13,000,2018,07,18,3,3,5,3,0,1,0,0,0,0,0,0,"735705,777000000000000","5690917,052000000100000",12.38288246600007,51.32063932700004,4,4,4,Süd
168149,14,7,13,000,2018,07,09,3,3,4,2,0,0,1,0,0,0,0,0,"727783,868999999950000","5689139,706799999800000",12.268253118000075,51.307909933000076,6,6,6,West
168150,14,7,13,000,2018,07,19,3,3,3,6,0,0,1,0,0,0,1,0,"732798,884500000040000","5690538,080299999600000",12.340991532000032,51.31843410400006,5,5,5,Südwest
168152,14,7,13,000,2018,07,17,3,3,5,3,0,0,1,0,0,0,0,0,"740840,020999999950000","5688366,497000000400000",12.454706078000072,51.29559666000006,3,3,3,Südost
168156,14,7,13,000,2018,07,14,3,3,2,6,0,1,0,0,0,0,1,0,"739795,586600000040000","5695152,471199999600000",12.444318491000047,51.35694661200006,2,2,2,Ost
168158,14,7,13,000,2018,07,11,3,3,5,3,0,1,1,0,0,0,0,1,"738137,276700000050000","5690521,500199999700000",12.417449258000033,51.31607651200005,3,3,3,Südost
168171,14,7,13,000,2018,07,12,1,3,5,3,0,0,1,0,0,0,0,0,"733891,755899999990000","5693352,246299999800000",12.358494008000037,51.34324745400005,0,0,0,Mitte
168173,14,7,13,000,2018,07,19,1,2,4,2,0,1,1,0,0,0,0,0,"732308,152699999980000","5690616,693699999700000",12.334012866000023,51.31934033700003,5,5,5,Südwest
168175,14,7,13,000,2018,07,18,1,2,5,3,0,1,1,0,0,0,0,0,"734874,202000000050000","5694490,373999999800000",12.373325829000066,51.35305872200007,0,0,0,Mitte
168177,14,7,13,000,2018,07,10,3,3,5,3,0,0,1,0,0,0,1,0,"734476,702000000050000","5693078,666000000200000",12.366697678000037,51.34055075300006,0,0,0,Mitte
168178,14,7,13,000,2018,07,13,1,3,0,3,0,1,0,0,0,0,0,0,"737458,837199999950000","5693061,951000000400000",12.409424184000045,51.339163245000066,2,2,2,Ost
168179,14,7,13,000,2018,07,18,2,3,2,2,0,0,1,0,0,0,0,0,"735322,358200000020000","5692598,259600000500000",12.378499902000044,51.335889132000034,0,0,0,Mitte
168180,14,7,13,000,2018,07,04,1,3,8,1,2,0,1,0,0,0,0,0,"733708,177499999990000","5692447,294700000400000",12.355269042000032,51.33519960500007,0,0,0,Mitte
168181,14,7,13,000,2018,07,22,2,3,0,7,2,1,0,0,0,0,0,0,"736481,136900000040000","5693011,128600000400000",12.395379180000077,51.33911447600008,3,3,3,Südost
168184,14,7,13,000,2018,07,06,2,3,6,4,0,0,1,1,0,0,0,0,"727315,070700000040000","5693261,795800000400000",12.264167374000067,51.34510297700007,7,7,7,Alt-West
168186,14,7,13,000,2018,07,13,2,2,6,4,0,1,0,1,0,0,0,0,"735672,543900000050000","5696167,159599999900000",12.385881189000031,51.367779486000074,9,9,9,Nord
168188,14,7,13,000,2018,07,07,2,3,6,4,0,1,0,1,0,0,0,0,"735972,685300000010000","5692883,392699999700000",12.388007963000064,51.338179102000026,0,0,0,Mitte
168189,14,7,13,000,2018,07,19,3,3,5,3,0,1,1,0,0,0,0,0,"736421,366599999950000","5691198,833399999900000",12.39332025300007,51.322871802000066,0,0,0,Mitte
168191,14,7,13,000,2018,07,19,2,3,5,3,0,1,1,0,0,0,0,0,"734818,277099999950000","5694103,458599999500000",12.372268857000051,51.34960873400007,0,0,0,Mitte
168193,14,7,13,000,2018,07,05,2,3,5,3,0,1,1,0,0,0,0,0,"729590,177400000040000","5694729,954800000400000",12.29772636100006,51.35736852900004,7,7,7,Alt-West
168195,14,7,13,000,2018,07,14,2,3,6,7,0,0,0,1,1,0,0,0,"737389,591800000050000","5691594,215200000400000",12.407454008000059,51.32601765900006,3,3,3,Südost
168203,14,7,13,000,2018,07,12,3,3,5,7,0,1,1,0,0,0,0,0,"732159,582300000010000","5692712,672100000100000",12.333249860000024,51.338216086000045,7,7,7,Alt-West
168206,14,7,13,000,2018,06,11,7,3,5,3,0,0,1,0,0,0,0,0,"736572,548599999980000","5697169,469899999900000",12.399454044000038,51.37640223300008,1,1,1,Nordost
168209,14,7,13,000,2018,06,05,7,3,0,7,1,0,1,0,0,0,0,0,"729177,277000000000000","5700569,684799999900000",12.295573336000075,51.40995867700008,8,8,8,Nordwest
168212,14,7,13,000,2018,07,16,3,3,5,3,0,1,0,0,0,1,0,0,"730511,014399999990000","5689715,161100000100000",12.307684557000073,51.31197809200006,6,6,6,West
168213,14,7,13,000,2018,06,21,7,3,3,6,1,0,1,0,0,0,0,0,"737118,985400000010000","5698039,844100000300000",12.407872018000035,51.383986822000054,1,1,1,Nordost
168216,14,7,13,000,2018,07,06,3,3,3,6,0,0,1,0,0,1,0,0,"732967,317000000040000","5690586,736700000200000",12.343436147000034,51.31880194900003,5,5,5,Südwest
168219,14,7,13,000,2018,07,14,1,3,5,3,0,1,1,0,0,0,0,0,"736794,205899999940000","5693334,161500000400000",12.400080481000032,51.34188378600004,2,2,2,Ost
168221,14,7,13,000,2018,07,17,1,3,5,3,0,0,1,0,0,0,0,0,"740252,354399999950000","5694767,165500000100000",12.450606409000045,51.35329533700008,2,2,2,Ost
168224,14,7,13,000,2018,07,19,1,2,0,7,0,0,1,0,1,0,0,0,"735805,058199999970000","5692623,134100000400000",12.385433469000077,51.335912482000026,0,0,0,Mitte
168226,14,7,13,000,2018,07,04,1,3,8,1,2,0,0,0,0,0,1,0,"732044,471999999950000","5690481,545199999600000",12.33014752500003,51.31823471700005,5,5,5,Südwest
168227,14,7,13,000,2018,07,11,1,3,5,3,0,0,1,0,0,0,1,0,"732688,300599999960000","5691861,384200000200000",12.340271160000043,51.33035824700005,5,5,5,Südwest
168231,14,7,13,000,2018,07,08,3,3,5,2,0,1,1,0,0,0,0,0,"738162,521399999970000","5689967,568799999500000",12.417441008000026,51.31109385600007,3,3,3,Südost
168236,14,7,13,000,2018,07,19,7,3,9,1,0,0,0,0,1,0,0,0,"730907,370499999960000","5691772,129800000200000",12.314693945000045,51.33028274900005,7,7,7,Alt-West
168238,14,7,13,000,2018,07,00,7,2,8,1,2,0,0,0,1,0,0,0,"730760,111099999980000","5696291,398000000000000",12.31551369400006,51.37091155100006,8,8,8,Nordwest
168242,14,7,13,000,2018,07,13,7,3,1,5,0,0,1,0,0,0,1,0,"740335,356000000030000","5697606,630900000200000",12.45371504800005,51.37874614100008,1,1,1,Nordost
168243,14,7,13,000,2018,07,18,7,3,2,6,0,0,1,0,0,0,0,0,"740108,059000000010000","5687875,427000000100000",12.44389674200005,51.291497965000076,3,3,3,Südost
168245,14,7,13,000,2018,06,09,6,3,5,2,0,1,0,0,1,0,0,0,"735008,672700000000000","5692138,590300000300000",12.37370154100006,51.33189267100005,0,0,0,Mitte
168247,14,7,13,000,2018,06,20,6,3,1,1,0,0,1,0,0,0,0,0,"730483,047000000020000","5690664,363900000200000",12.307897384000057,51.320510427000045,6,6,6,West
168248,14,7,13,000,2018,06,14,6,3,5,3,0,1,1,0,0,0,0,0,"737785,940199999950000","5691448,888899999700000",12.413035366000031,51.32454769000003,3,3,3,Südost
168249,14,7,13,000,2018,07,17,7,2,6,4,0,1,0,1,0,0,0,0,"735869,984599999970000","5688846,933600000100000",12.383866116000036,51.30198924300004,4,4,4,Süd
168250,14,7,13,000,2018,06,10,6,3,5,3,0,0,1,0,0,0,0,0,"734807,067200000050000","5692363,839200000300000",12.370961181000041,51.33399785800003,0,0,0,Mitte
168257,14,7,13,000,2018,06,11,6,3,1,1,0,1,1,0,0,0,0,0,"734060,584799999950000","5695207,409000000000000",12.362133741000036,51.359830791000036,9,9,9,Nord
168259,14,7,13,000,2018,07,09,3,3,6,2,0,0,1,1,0,0,0,0,"732487,388000000040000","5696384,479899999700000",12.340346594000039,51.371042775000035,8,8,8,Nordwest
168260,14,7,13,000,2018,06,10,6,3,5,3,0,1,1,0,0,0,0,0,"742017,415099999980000","5693996,107599999800000",12.475382854000031,51.345625978000044,2,2,2,Ost
168262,14,7,13,000,2018,06,17,6,2,5,3,0,0,1,0,0,0,0,0,"735621,540599999950000","5689344,588299999900000",12.380637069000045,51.306559234000076,4,4,4,Süd
168264,14,7,13,000,2018,06,11,6,3,3,5,0,0,1,0,0,0,0,0,"735135,596400000040000","5692382,711900000500000",12.375681319000023,51.33403154300004,0,0,0,Mitte
168266,14,7,13,000,2018,07,08,3,3,3,2,0,1,1,0,0,0,0,0,"737268,466499999980000","5694404,657499999700000",12.407590779000031,51.35129491600003,1,1,1,Nordost
168269,14,7,13,000,2018,07,15,3,2,2,6,0,0,1,0,1,0,0,0,"736643,755699999980000","5695712,341900000300000",12.399505526000041,51.36329326100008,9,9,9,Nord
168274,14,7,13,000,2018,07,20,6,3,3,6,0,0,1,0,0,0,1,0,"736360,225899999960000","5693779,797199999900000",12.39415660000003,51.34606445500003,2,2,2,Ost
168276,14,7,13,000,2018,07,18,6,3,3,3,0,0,1,0,1,0,0,0,"737314,793100000010000","5693201,161600000200000",12.407452688000035,51.34047293800006,2,2,2,Ost
168277,14,7,13,000,2018,07,07,6,3,6,4,0,0,1,1,0,0,0,0,"733995,805900000040000","5695411,503100000300000",12.361339200000032,51.361689512000055,9,9,9,Nord
168278,14,7,13,000,2018,07,16,3,3,5,3,0,0,1,0,0,0,0,0,"731980,617300000040000","5690977,186200000300000",12.329555253000024,51.32271002700003,5,5,5,Südwest
168284,14,7,13,000,2018,07,16,3,3,0,6,0,1,0,0,0,0,0,0,"732438,831400000020000","5692057,431200000500000",12.336824400000069,51.332220101000075,5,5,5,Südwest
168288,14,7,13,000,2018,07,18,3,3,5,3,0,1,1,0,0,0,0,0,"734084,353499999970000","5695131,666699999900000",12.362424695000072,51.35914110300007,9,9,9,Nord
168297,14,7,13,000,2018,07,06,3,2,3,2,0,0,1,0,0,0,1,0,"736731,165999999970000","5689059,199000000000000",12.39633843100006,51.30353720800008,4,4,4,Süd
168308,14,7,13,000,2018,07,20,5,3,3,6,0,1,1,0,0,0,0,0,"732972,858499999970000","5691183,808500000300000",12.343905671000073,51.32415940300007,5,5,5,Südwest
168310,14,7,13,000,2018,07,16,5,3,1,5,0,1,1,0,0,0,0,0,"738672,405200000040000","5693666,023900000400000",12.42721999500003,51.34407728900004,2,2,2,Ost
168312,14,7,13,000,2018,07,18,5,2,4,6,0,1,0,0,0,0,0,0,"738268,043100000010000","5695021,359000000200000",12.42233189700005,51.35641225400008,1,1,1,Nordost
168313,14,7,13,000,2018,07,13,5,3,2,6,0,0,1,0,0,0,0,0,"731518,563899999950000","5692137,874599999700000",12.323689486000035,51.333317555000065,7,7,7,Alt-West
168318,14,7,13,000,2018,06,17,5,3,5,3,0,1,1,0,0,0,0,0,"734804,449999999950000","5691693,361999999700000",12.370481890000065,51.327980455000045,0,0,0,Mitte
168320,14,7,13,000,2018,06,08,5,2,5,3,0,1,1,0,0,0,0,0,"733114,983099999950000","5691689,972600000000000",12.346272915000043,51.32864484800007,5,5,5,Südwest
168322,14,7,13,000,2018,06,17,5,3,5,3,0,1,0,0,0,0,1,0,"738859,477700000050000","5694329,275799999900000",12.430346076000035,51.34995197200004,2,2,2,Ost
168324,14,7,13,000,2018,06,09,5,3,5,3,0,0,1,0,1,0,0,0,"732688,126700000020000","5691861,448400000100000",12.340268710000032,51.33035889400003,5,5,5,Südwest
168335,14,7,13,000,2018,07,11,4,3,4,6,0,1,0,0,0,0,0,0,"736462,917400000030000","5692210,819699999900000",12.394586883000045,51.33193833100006,0,0,0,Mitte
168338,14,7,13,000,2018,07,11,4,2,6,7,0,0,0,1,0,0,1,0,"735216,543999999990000","5693746,144799999900000",12.377741697000033,51.346236712000064,0,0,0,Mitte
168342,14,7,13,000,2018,07,07,4,3,3,2,0,0,1,0,0,0,0,0,"732270,057799999950000","5691211,470999999900000",12.333854615000064,51.32469506700005,5,5,5,Südwest
168344,14,7,13,000,2018,07,11,4,3,2,6,0,0,1,0,1,0,0,0,"735649,565999999990000","5690915,704699999700000",12.382076336000068,51.32065051400008,4,4,4,Süd
168346,14,7,13,000,2018,07,07,4,3,5,3,0,1,1,0,0,0,0,0,"732367,361700000010000","5698830,102500000000000",12.340224656000032,51.39304532800003,8,8,8,Nordwest
168347,14,7,13,000,2018,07,15,4,3,3,2,0,1,1,0,0,0,0,0,"738662,863499999980000","5697622,433299999700000",12.429737686000067,51.37959335900007,1,1,1,Nordost
168349,14,7,13,000,2018,07,14,4,3,4,6,0,0,1,0,1,0,0,0,"738690,877100000040000","5693529,183799999800000",12.42739301000006,51.34284127600006,2,2,2,Ost
168350,14,7,13,000,2018,07,09,4,2,5,2,0,0,1,0,1,0,0,0,"737740,471800000060000","5694927,689299999700000",12.41470608000003,51.35579241800008,1,1,1,Nordost
168352,14,7,13,000,2018,07,16,4,3,6,2,0,0,1,1,0,0,0,0,"736540,500000000000000","5693783,433000000200000",12.396742887000073,51.34602211500004,2,2,2,Ost
168368,14,7,13,000,2018,06,07,4,3,5,3,0,1,1,0,0,0,0,0,"737122,284499999950000","5692261,954300000300000",12.404068667000047,51.33212283200004,3,3,3,Südost
168369,14,7,13,000,2018,06,15,4,3,1,2,0,1,0,0,0,0,0,0,"737862,721000000020000","5692123,934299999800000",12.414585828000043,51.330574814000045,3,3,3,Südost
168371,14,7,13,000,2018,06,13,4,3,2,6,0,0,1,0,0,0,0,0,"735108,337100000000000","5694144,094100000300000",12.376453540000057,51.34985359800004,0,0,0,Mitte
168373,14,7,13,000,2018,06,16,4,3,5,4,0,0,1,1,0,0,0,0,"736706,349399999950000","5689733,426500000100000",12.396430289000023,51.30959953800004,4,4,4,Süd
168375,14,7,13,000,2018,06,11,4,3,2,2,0,0,1,0,0,0,0,0,"734014,532200000020000","5700445,576500000400000",12.364923730000044,51.406869673000074,9,9,9,Nord
168378,14,7,13,000,2018,06,13,4,3,6,4,0,0,1,1,0,0,0,0,"736964,188399999980000","5691361,918800000100000",12.401204975000041,51.32410987600008,3,3,3,Südost
168380,14,7,13,000,2018,06,07,4,2,5,2,0,0,1,0,0,0,0,0,"739331,994100000010000","5695705,726800000300000",12.438044718000071,51.36210791500008,1,1,1,Nordost
168381,14,7,13,000,2018,06,17,4,2,4,6,0,1,0,0,0,0,0,0,"732694,229000000050000","5690518,702999999700000",12.339479673000028,51.318302962000075,5,5,5,Südwest
168383,14,7,13,000,2018,06,16,4,3,1,5,0,1,1,0,0,0,0,0,"735695,417900000000000","5695757,901100000400000",12.385937968000064,51.36409640100004,9,9,9,Nord
168384,14,7,13,000,2018,07,16,3,3,3,2,0,1,1,0,0,0,0,0,"733294,674000000000000","5692967,434000000400000",12.349684069000034,51.34003845600006,0,0,0,Mitte
168385,14,7,13,000,2018,06,15,4,1,9,1,0,0,0,0,1,0,0,0,"739211,168799999980000","5695753,840400000100000",12.436344751000036,51.36259065000007,1,1,1,Nordost
168410,14,7,13,000,2018,07,13,7,3,5,3,0,1,0,0,0,0,0,0,"735165,458499999950000","5692704,278800000400000",12.37632149500007,51.33690569700008,0,0,0,Mitte
168414,14,7,13,000,2018,07,15,2,3,5,3,0,1,1,0,0,0,0,0,"736950,580599999990000","5693113,768199999800000",12.402174956000067,51.33984036900006,2,2,2,Ost
168416,14,7,13,000,2018,07,17,2,3,5,3,0,1,1,0,0,0,0,0,"734569,347300000020000","5692132,813900000400000",12.367402642000059,51.332022162000044,0,0,0,Mitte
168418,14,7,13,000,2018,07,17,2,3,5,3,0,0,1,0,1,0,0,0,"731888,511000000060000","5689130,088000000500000",12.327034831000049,51.30616647200003,5,5,5,Südwest
168419,14,7,13,000,2018,07,09,2,3,5,3,0,1,1,0,0,0,0,0,"736387,400499999990000","5688102,178600000200000",12.39078207800003,51.295089551000046,4,4,4,Süd
168420,14,7,13,000,2018,07,09,2,3,5,3,0,1,1,0,0,0,0,0,"738031,967300000020000","5695929,331299999700000",12.419555064000065,51.36466106600005,1,1,1,Nordost
168422,14,7,13,000,2018,07,14,2,3,2,2,0,0,1,0,0,0,0,0,"735839,806199999990000","5694531,309799999900000",12.387195252000026,51.35302633400005,0,0,0,Mitte
168424,14,7,13,000,2018,07,20,2,3,6,4,0,0,0,1,0,0,1,0,"742416,253000000030000","5692614,447900000000000",12.480158518000053,51.33305515300003,2,2,2,Ost
168425,14,7,13,000,2018,07,07,6,3,5,3,0,1,1,0,0,0,0,0,"736754,816499999960000","5688652,710000000000000",12.396407490000058,51.29987863900004,4,4,4,Süd
168426,14,7,13,000,2018,07,17,6,3,5,3,0,1,1,0,0,0,0,0,"735332,762100000050000","5692188,908900000200000",12.378378610000027,51.332210356000076,0,0,0,Mitte
