OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
64350,14,7,13,000,2018,01,13,7,3,5,3,0,0,1,0,0,0,0,0,"734775,713899999970000","5693526,347799999600000",12.371278164000046,51.344445945000075,0,0,0,Mitte
64362,14,7,13,000,2018,01,15,4,2,6,4,0,0,0,1,0,1,0,0,"738718,450300000030000","5689272,883100000200000",12.424938117000067,51.30462553000007,3,3,3,Südost
64554,14,7,13,000,2018,01,08,3,3,4,6,0,1,0,0,0,0,0,0,"736505,685999999990000","5692237,633299999900000",12.395217495000054,51.33216123400007,3,3,3,Südost
64824,14,7,13,000,2018,01,17,3,3,3,2,2,1,1,0,0,0,0,0,"733926,744799999990000","5696959,113300000300000",12.36136711100005,51.37560999300007,9,9,9,Nord
64907,14,7,13,000,2018,01,17,7,2,6,6,2,1,0,1,0,0,0,0,"739475,732800000000000","5694457,119900000300000",12.439265246000048,51.35084019000004,2,2,2,Ost
64926,14,7,13,000,2018,01,06,4,2,6,4,2,0,1,1,0,0,0,1,"737001,775000000020000","5691370,305999999900000",12.401749020000068,51.32416950600003,3,3,3,Südost
65306,14,7,13,000,2018,01,14,6,3,5,3,0,0,1,0,0,0,0,0,"736574,167999999950000","5702617,042999999600000",12.403108350000025,51.42529911200006,9,9,9,Nord
65658,14,7,13,000,2018,01,14,3,3,5,3,0,1,1,0,0,0,0,0,"734786,927000000030000","5693528,321000000500000",12.371440181000025,51.34445902700003,0,0,0,Mitte
65699,14,7,13,000,2018,01,15,5,3,8,7,0,0,0,0,0,1,0,0,"744646,457100000000000","5692599,697700000400000",12.512101205000022,51.331967932000055,2,2,2,Ost
65751,14,7,13,000,2018,01,17,4,3,1,6,2,0,1,0,0,0,0,0,"727727,653999999980000","5699059,972799999600000",12.273795567000036,51.39698957100006,8,8,8,Nordwest
65761,14,7,13,000,2018,01,18,4,3,5,3,2,0,1,0,0,0,0,1,"734757,906899999940000","5693486,716500000100000",12.370996810000065,51.34409755200005,0,0,0,Mitte
65763,14,7,13,000,2018,01,18,4,2,4,2,2,0,1,0,0,0,0,1,"736426,773500000010000","5692748,667899999800000",12.394425902000023,51.33678118500006,3,3,3,Südost
65765,14,7,13,000,2018,01,14,4,3,5,3,0,0,1,0,0,0,0,0,"726965,730800000020000","5686125,804200000100000",12.254619153000021,51.28117934200003,5,5,5,Südwest
65806,14,7,13,000,2018,02,07,5,3,5,3,1,0,1,0,0,0,0,1,"734725,792200000030000","5690193,167799999900000",12.36836728000003,51.31454649900007,4,4,4,Süd
65808,14,7,13,000,2018,01,22,3,3,5,3,2,1,1,0,0,0,0,0,"735412,233800000050000","5693521,312500000000000",12.380397930000072,51.34413755200006,0,0,0,Mitte
65820,14,7,13,000,2018,01,09,3,3,4,2,0,0,1,0,0,0,0,1,"736427,027000000000000","5692749,916000000200000",12.394430363000026,51.33679228300008,3,3,3,Südost
65856,14,7,13,000,2018,02,12,6,2,2,6,0,0,1,0,0,0,0,0,"728433,736799999960000","5683279,105800000000000",12.273814841000046,51.255036818000065,5,5,5,Südwest
65864,14,7,13,000,2018,01,13,7,3,5,3,0,0,1,0,0,0,1,0,"733908,887200000000000","5693211,260499999900000",12.358646940000028,51.34197484600003,0,0,0,Mitte
65873,14,7,13,000,2018,01,10,7,3,5,2,0,0,1,0,0,0,0,1,"733562,903000000050000","5693076,318000000000000",12.353599673000076,51.34090575100004,0,0,0,Mitte
65877,14,7,13,000,2018,01,18,7,3,4,2,2,0,1,0,0,0,0,0,"740382,255000000000000","5694443,695200000000000",12.452250002000028,51.350337068000044,2,2,2,Ost
65879,14,7,13,000,2018,01,10,2,3,2,6,0,0,1,0,0,0,0,0,"728885,340600000000000","5698644,496299999800000",12.290141127000027,51.39279406400004,8,8,8,Nordwest
65886,14,7,13,000,2018,01,09,5,2,8,1,0,0,0,0,1,0,0,0,"729676,254800000000000","5692503,080199999700000",12.297523883000054,51.33734297400008,7,7,7,Alt-West
65889,14,7,13,000,2018,01,18,3,3,6,2,2,0,1,1,0,0,0,0,"736341,438300000040000","5692488,972699999800000",12.393030752000072,51.334485578000056,3,3,3,Südost
65913,14,7,13,000,2018,01,13,6,2,9,1,0,0,1,0,0,0,0,1,"738901,460300000040000","5699206,899400000500000",12.434225498000046,51.393714791000036,1,1,1,Nordost
65916,14,7,13,000,2018,01,20,1,3,9,1,2,0,1,0,0,0,0,0,"736738,351900000010000","5701855,664300000300000",12.404957185000058,51.418396474000076,9,9,9,Nord
65950,14,7,13,000,2018,01,05,7,3,6,2,1,0,0,1,0,0,1,1,"731285,576000000000000","5697268,182099999900000",12.323685434000026,51.37946621200007,8,8,8,Nordwest
65976,14,7,13,000,2018,01,07,1,3,9,1,0,0,1,0,0,0,0,1,"726754,221000000020000","5693424,314100000100000",12.256231250000042,51.34678594400003,7,7,7,Alt-West
65982,14,7,13,000,2018,01,08,6,3,3,2,1,1,1,0,0,0,0,1,"733550,216699999990000","5693103,906200000100000",12.353435944000069,51.34115860900005,0,0,0,Mitte
65985,14,7,13,000,2018,01,16,6,3,5,3,0,0,1,0,0,0,0,1,"727199,550000000050000","5693381,956000000200000",12.262588102000052,51.34622787700005,7,7,7,Alt-West
66028,14,7,13,000,2018,01,16,7,2,6,4,0,0,0,1,0,0,1,0,"734342,408900000040000","5693373,168999999800000",12.36496681500006,51.34324970600005,0,0,0,Mitte
66078,14,7,13,000,2018,01,22,6,3,5,3,2,1,1,0,0,0,0,1,"735641,870800000030000","5693501,823800000400000",12.38367633100006,51.34386748900005,0,0,0,Mitte
66113,14,7,13,000,2018,02,12,2,2,6,4,0,0,1,1,0,0,0,0,"730093,497300000050000","5693094,752899999700000",12.30388590800004,51.34248576500005,7,7,7,Alt-West
66124,14,7,13,000,2018,02,23,2,2,9,1,2,0,1,0,0,0,0,1,"744059,094999999970000","5692070,020999999700000",12.503323352000052,51.327466310000034,2,2,2,Ost
66129,14,7,13,000,2018,03,23,2,3,9,1,2,0,1,0,0,0,0,1,"743377,732199999970000","5695063,846800000400000",12.49560817500003,51.354628493000064,2,2,2,Ost
66140,14,7,13,000,2018,03,18,2,3,3,7,2,0,1,0,0,0,0,0,"735440,431899999970000","5699085,146900000100000",12.384486165000055,51.39406823000007,9,9,9,Nord
66153,14,7,13,000,2018,03,20,3,3,8,1,2,0,0,0,0,1,0,2,"731445,133200000040000","5700087,053500000400000",12.327811488000066,51.40470543400005,8,8,8,Nordwest
66212,14,7,13,000,2018,02,08,3,3,5,3,0,1,1,0,0,0,0,0,"736341,346400000040000","5692488,748599999600000",12.393029287000047,51.33448360400007,3,3,3,Südost
66219,14,7,13,000,2018,02,11,2,3,5,3,0,0,1,0,0,0,0,0,"735290,397099999940000","5690250,813699999800000",12.376492430000042,51.31483082500006,4,4,4,Süd
66220,14,7,13,000,2018,02,11,5,3,2,6,0,0,1,0,0,0,0,0,"740474,214900000020000","5686678,721099999700000",12.448332889000028,51.28060216800003,3,3,3,Südost
66229,14,7,13,000,2018,02,10,4,3,2,6,0,0,0,0,0,1,0,0,"740514,081200000020000","5697458,350999999800000",12.45617803500005,51.37733958000007,1,1,1,Nordost
66266,14,7,13,000,2018,02,13,1,3,5,3,0,1,1,0,0,0,0,0,"735173,730100000040000","5693551,130400000100000",12.37699922400003,51.34450390900008,0,0,0,Mitte
66273,14,7,13,000,2018,03,16,5,3,2,6,0,0,1,0,0,0,0,0,"736206,110499999950000","5693811,201899999800000",12.391968487000042,51.34641040100007,0,0,0,Mitte
66280,14,7,13,000,2018,02,02,1,2,5,3,2,1,1,0,0,0,0,0,"735502,070700000040000","5693438,401600000400000",12.381630696000059,51.34335611500006,0,0,0,Mitte
66321,14,7,13,000,2018,02,12,6,3,2,6,0,0,1,0,0,1,0,0,"743383,229399999950000","5695184,054999999700000",12.495769185000029,51.35570503200006,2,2,2,Ost
66336,14,7,13,000,2018,02,10,4,2,2,6,0,0,1,0,0,0,0,0,"736956,704999999960000","5699962,840800000400000",12.406827393000071,51.40131537700006,9,9,9,Nord
66354,14,7,13,000,2018,02,13,7,3,3,2,0,0,1,0,0,0,0,0,"736990,928700000050000","5691387,848799999800000",12.40160529700006,51.32433149000008,3,3,3,Südost
66372,14,7,13,000,2018,03,13,6,3,8,1,0,0,1,0,0,0,0,0,"742261,920599999950000","5689034,840400000100000",12.475515733000066,51.30099234200003,3,3,3,Südost
66396,14,7,13,000,2018,02,23,3,3,5,2,2,0,1,0,0,0,0,0,"730274,149500000060000","5701144,097199999700000",12.311691076000045,51.41467084900006,8,8,8,Nordwest
66442,14,7,13,000,2018,02,15,2,3,2,6,0,0,1,0,0,0,0,0,"736660,568800000010000","5695599,357099999700000",12.399671425000065,51.36227209500004,9,9,9,Nord
66482,14,7,13,000,2018,02,15,3,3,2,6,0,0,1,0,0,0,1,0,"736406,035500000000000","5692342,977599999900000",12.39385952400005,51.33314825100007,3,3,3,Südost
66483,14,7,13,000,2018,02,20,3,3,4,6,2,0,1,0,0,0,0,0,"734520,380499999970000","5690166,242800000100000",12.365407334000054,51.31438948400006,4,4,4,Süd
66515,14,7,13,000,2018,02,06,6,3,8,1,1,0,1,0,0,0,0,1,"736307,841000000010000","5694361,230000000400000",12.39379172200006,51.35130527500007,0,0,0,Mitte
66526,14,7,13,000,2018,02,07,4,3,5,3,0,1,1,0,0,0,0,0,"732963,550599999960000","5692857,661100000100000",12.34486664800005,51.339188817000036,7,7,7,Alt-West
66530,14,7,13,000,2018,02,14,5,3,5,2,0,1,0,0,0,1,0,0,"728899,494399999970000","5698650,526200000200000",12.290348109000035,51.39284248700005,8,8,8,Nordwest
66543,14,7,13,000,2018,03,18,6,3,2,6,1,0,1,0,0,0,0,0,"736463,687099999980000","5693014,993800000300000",12.395131675000073,51.339156427000034,0,0,0,Mitte
66548,14,7,13,000,2018,02,18,3,2,6,4,2,0,0,1,0,0,1,0,"733824,737399999980000","5693183,615199999900000",12.357422728000074,51.34176129800005,0,0,0,Mitte
66558,14,7,13,000,2018,03,05,7,3,5,3,2,0,1,0,0,0,0,1,"738578,632400000000000","5694523,294499999800000",12.426450548000048,51.35181139800005,2,2,2,Ost
66560,14,7,13,000,2018,02,22,7,2,6,4,2,1,0,1,0,0,0,0,"733043,612700000060000","5692876,280500000300000",12.346026250000023,51.33932315200008,0,0,0,Mitte
66564,14,7,13,000,2018,02,12,4,3,2,6,0,0,1,0,0,1,0,0,"739959,330899999940000","5698152,086199999800000",12.448690293000027,51.38380095300005,1,1,1,Nordost
66589,14,7,13,000,2018,02,06,5,3,0,1,0,0,1,0,0,0,0,2,"732225,859999999990000","5699198,921400000300000",12.338435550000042,51.39641398800006,8,8,8,Nordwest
66612,14,7,13,000,2018,02,10,1,3,2,6,0,0,1,0,0,0,0,0,"739640,065100000010000","5694463,000400000300000",12.441624717000025,51.350823717000026,2,2,2,Ost
66619,14,7,13,000,2018,02,14,3,3,4,2,0,0,1,0,0,0,0,0,"740886,928799999990000","5696362,171299999600000",12.460782603000041,51.36734278400007,2,2,2,Ost
66625,14,7,13,000,2018,03,21,7,3,5,3,2,0,1,0,0,0,0,0,"736984,513999999970000","5691373,097000000100000",12.40150359200004,51.324201748000064,3,3,3,Südost
66639,14,7,13,000,2018,02,05,4,2,5,3,2,1,1,0,0,0,0,0,"735453,273200000050000","5693496,877600000200000",12.380969976000074,51.343901223000046,0,0,0,Mitte
66649,14,7,13,000,2018,03,06,4,3,2,2,0,0,1,0,0,0,0,1,"726273,216400000030000","5690213,062800000400000",12.247296564000067,51.31814851400003,6,6,6,West
66654,14,7,13,000,2018,04,18,5,3,2,6,0,0,1,0,0,0,0,0,"736192,898399999950000","5693804,142500000100000",12.391774432000034,51.346352524000054,0,0,0,Mitte
66663,14,7,13,000,2018,04,14,4,3,3,2,0,1,0,0,0,0,1,0,"739752,155499999990000","5695493,571800000000000",12.443925727000021,51.360026549000054,2,2,2,Ost
66668,14,7,13,000,2018,03,12,7,3,8,7,0,0,1,0,0,0,0,0,"736469,503600000050000","5693250,669999999900000",12.395371504000025,51.34126947900006,2,2,2,Ost
66678,14,7,13,000,2018,03,05,5,3,2,6,2,0,1,0,0,0,0,1,"727732,683199999970000","5699057,827200000200000",12.273866363000025,51.396968292000054,8,8,8,Nordwest
66693,14,7,13,000,2018,04,00,1,3,2,2,2,0,1,0,0,0,0,0,"731964,049000000000000","5692425,052000000100000",12.330260278000026,51.33571397600008,7,7,7,Alt-West
66736,14,7,13,000,2018,03,23,6,3,6,4,2,0,1,1,0,0,0,0,"733926,918900000050000","5696959,168600000400000",12.361369645000025,51.375610418000065,9,9,9,Nord
66739,14,7,13,000,2018,04,08,6,3,5,3,0,1,1,0,0,0,0,0,"732963,319299999970000","5692857,569199999800000",12.344863273000044,51.33918808700008,7,7,7,Alt-West
66760,14,7,30,270,2018,03,09,3,3,8,1,0,0,0,0,0,1,0,2,"729068,217300000020000","5701198,939799999800000",12.29441425500005,51.41565154600005,8,8,8,Nordwest
66766,14,7,13,000,2018,03,13,3,3,6,2,0,0,1,1,0,0,0,1,"739497,925900000030000","5691858,093799999900000",12.437835799000027,51.32750258000004,2,2,2,Ost
66772,14,7,13,000,2018,04,13,6,2,6,6,0,1,0,1,0,0,0,0,"735289,272400000020000","5693571,936999999900000",12.37866901700005,51.344642872000065,0,0,0,Mitte
66787,14,7,13,000,2018,04,10,4,3,3,6,0,0,1,0,1,0,0,0,"735303,221400000040000","5697042,351499999900000",12.38116436100006,51.37578853100007,9,9,9,Nord
66796,14,7,13,000,2018,04,12,3,3,3,6,0,0,1,0,0,0,0,0,"728072,520999999950000","5684157,285000000100000",12.269206849000057,51.26306518900003,5,5,5,Südwest
66835,14,7,13,000,2018,04,13,4,2,3,6,0,0,0,0,0,1,1,0,"739942,210100000030000","5698143,091400000300000",12.448438637000038,51.38372745500004,1,1,1,Nordost
66858,14,7,13,000,2018,04,12,7,3,2,6,0,0,1,0,0,0,0,0,"739644,861500000000000","5694463,228299999600000",12.44169362100007,51.35082374000007,2,2,2,Ost
66866,14,7,13,000,2018,03,09,3,3,5,3,0,1,1,0,0,0,0,0,"735453,278900000030000","5693496,874300000300000",12.380970055000034,51.34390119100004,0,0,0,Mitte
66876,14,7,13,000,2018,03,16,2,2,5,3,0,0,1,0,0,1,0,0,"736141,486599999950000","5701505,673299999900000",12.39615574800007,51.41550380400008,9,9,9,Nord
66892,14,7,30,300,2018,04,06,5,2,3,6,1,0,1,0,0,1,0,0,"739955,793399999970000","5698156,553000000300000",12.448642568000025,51.383842540000046,1,1,1,Nordost
66896,14,7,13,000,2018,03,07,2,3,2,6,0,0,1,0,0,0,1,2,"728970,398099999990000","5698621,615600000100000",12.291346875000045,51.39255435500007,8,8,8,Nordwest
66904,14,7,13,000,2018,04,11,4,3,2,6,0,0,1,0,0,0,0,0,"733955,263299999990000","5693226,519200000000000",12.359321640000076,51.34209273600004,0,0,0,Mitte
66943,14,7,13,000,2018,04,18,7,3,5,2,0,1,1,0,0,0,0,0,"735095,894600000000000","5697039,232300000300000",12.378188702000045,51.375846394000064,9,9,9,Nord
66978,14,7,13,000,2018,04,23,3,3,4,2,2,0,1,0,0,0,0,0,"727618,906399999980000","5685562,054800000000000",12.263610189000076,51.27585775800003,5,5,5,Südwest
66979,14,7,13,000,2018,04,14,1,3,6,4,0,1,0,1,0,0,0,0,"738872,446800000030000","5694486,489400000300000",12.430637474000036,51.351357645000064,2,2,2,Ost
67006,14,7,13,000,2018,03,10,1,3,9,1,0,0,1,0,0,0,0,2,"744587,783000000050000","5692747,881500000100000",12.511362303000055,51.33332312700003,2,2,2,Ost
67007,14,7,13,000,2018,03,08,1,3,9,1,0,0,1,0,0,0,0,2,"745322,467399999960000","5691228,480700000200000",12.520842582000057,51.31937011200006,2,2,2,Ost
67016,14,7,13,000,2018,04,15,3,3,2,2,0,0,1,0,0,0,0,0,"729851,201499999970000","5692859,620699999900000",12.300261252000041,51.34047297300003,7,7,7,Alt-West
67061,14,7,13,000,2018,04,20,4,3,3,2,2,0,1,0,0,0,0,1,"735188,827000000050000","5693554,460799999500000",12.377217804000054,51.34452755900003,0,0,0,Mitte
67079,14,7,13,000,2018,04,16,5,3,2,6,0,0,1,0,0,0,0,0,"739199,754500000040000","5688796,495900000400000",12.431510956000068,51.30014753200004,3,3,3,Südost
67105,14,7,13,000,2018,04,04,3,3,1,6,1,0,1,0,0,1,0,0,"736145,594700000020000","5701498,695299999800000",12.39621007200003,51.41543945900003,9,9,9,Nord
67108,14,7,13,000,2018,04,11,7,3,2,2,0,0,1,0,0,0,0,0,"734860,946000000000000","5697039,247999999700000",12.374818933000029,51.375943746000075,9,9,9,Nord
67110,14,7,13,000,2018,03,04,7,3,9,1,2,0,1,0,0,0,0,2,"741056,201600000030000","5685348,317300000200000",12.455765118000045,51.26841496900005,3,3,3,Südost
67119,14,7,13,000,2018,03,12,7,2,2,6,0,0,1,0,0,0,0,1,"736680,132199999990000","5700069,147800000400000",12.402929422000057,51.40238502300008,9,9,9,Nord
67123,14,7,13,000,2018,04,12,2,2,4,2,0,0,1,0,0,0,0,1,"729619,764599999990000","5697950,314100000100000",12.300230588000034,51.38626576400003,8,8,8,Nordwest
67133,14,7,13,000,2018,04,09,2,3,5,2,0,1,0,0,0,0,1,1,"737163,333800000020000","5691107,598799999800000",12.403888766000023,51.32174409500004,3,3,3,Südost
67149,14,7,13,000,2018,04,17,4,3,3,6,0,1,1,0,0,0,0,1,"735646,251200000060000","5690268,923000000400000",12.381601475000025,51.31484615800008,4,4,4,Süd
67163,14,7,13,000,2018,04,18,7,3,2,6,0,0,1,0,0,0,0,0,"740711,727799999990000","5686529,387600000000000",12.451631554000073,51.27916151200003,3,3,3,Südost
67199,14,7,13,000,2018,04,16,4,3,2,6,0,0,1,0,0,0,0,0,"740776,489799999980000","5694476,517199999700000",12.457922944000074,51.350464816000056,2,2,2,Ost
67258,14,7,13,000,2018,04,17,5,3,5,3,0,1,1,0,0,0,0,0,"732961,861000000030000","5692856,990000000200000",12.344841994000035,51.339183485000035,7,7,7,Alt-West
67265,14,7,13,000,2018,04,14,2,3,2,6,0,0,1,0,0,0,0,1,"735729,386999999990000","5693560,582000000400000",12.384969555000055,51.34435864000005,0,0,0,Mitte
67269,14,7,13,000,2018,04,15,6,3,2,6,0,1,1,0,0,0,0,0,"735425,745200000000000","5690269,196200000100000",12.378443229000027,51.31493986400005,4,4,4,Süd
67315,14,7,13,000,2018,04,07,2,3,8,7,0,0,1,0,0,0,0,0,"743688,656199999970000","5692620,461799999700000",12.498392954000053,51.332565430000045,2,2,2,Ost
67331,14,7,13,000,2018,04,14,6,3,5,2,0,1,1,0,0,0,0,0,"732079,173100000010000","5692452,343500000400000",12.331927871000062,51.335911999000075,7,7,7,Alt-West
67333,14,7,30,270,2018,03,22,4,3,3,6,2,0,1,0,0,0,0,1,"729964,812299999990000","5701180,558100000000000",12.30727395100007,51.41512367200005,8,8,8,Nordwest
67363,14,7,13,000,2018,04,21,1,3,5,3,2,0,1,0,0,0,0,0,"735174,702399999950000","5693551,344800000100000",12.377013301000034,51.34450543200006,0,0,0,Mitte
67367,14,7,13,000,2018,04,08,5,3,5,3,0,1,1,0,0,0,0,0,"738284,663999999990000","5694493,710000000000000",12.422216879000075,51.351669161000075,1,1,1,Nordost
67387,14,7,13,000,2018,04,15,1,3,2,6,0,0,1,0,1,0,0,0,"736054,856200000040000","5700930,928000000300000",12.394529669000065,51.410380917000055,9,9,9,Nord
67389,14,7,13,000,2018,03,16,5,3,5,2,0,1,1,0,0,0,0,0,"728177,803100000020000","5690318,414200000500000",12.274649398000065,51.31833381000007,6,6,6,West
67422,14,7,13,000,2018,04,16,3,3,2,6,0,0,1,0,0,0,0,0,"731836,363400000030000","5692534,905399999600000",12.328501935000077,51.33675217200005,7,7,7,Alt-West
67444,14,7,13,000,2018,04,18,4,3,5,3,0,1,1,0,0,0,0,0,"731607,038799999980000","5692685,367399999900000",12.325313280000046,51.33819628300006,7,7,7,Alt-West
67460,14,7,13,000,2018,03,07,6,3,6,4,0,0,1,1,0,0,0,0,"733914,099300000000000","5693221,176699999700000",12.358728155000051,51.34206171500006,0,0,0,Mitte
67468,14,7,13,000,2018,04,09,3,3,0,7,0,1,1,0,0,0,0,0,"729842,306199999990000","5692841,498300000100000",12.30012206300006,51.34031388300008,7,7,7,Alt-West
67482,14,7,13,000,2018,04,10,7,3,1,7,0,0,1,0,1,0,0,0,"739902,264599999990000","5695619,931599999800000",12.446162997000044,51.36109736000003,2,2,2,Ost
67500,14,7,13,000,2018,04,17,6,3,3,6,2,1,0,0,0,0,0,0,"739178,898999999980000","5694474,479000000300000",12.435022120000042,51.35112097700005,2,2,2,Ost
67516,14,7,13,000,2018,03,09,3,3,3,6,0,1,1,0,0,0,0,0,"736500,063500000050000","5692226,528300000400000",12.395129561000033,51.332063891000075,0,0,0,Mitte
67524,14,7,13,000,2018,03,09,3,3,5,2,0,1,1,0,0,0,0,0,"737748,946000000000000","5690338,184999999600000",12.411764841000036,51.314593417000026,3,3,3,Südost
67541,14,7,13,000,2018,05,14,2,3,1,7,0,0,1,0,0,0,0,0,"735804,988999999940000","5686793,030299999800000",12.381579282000075,51.28357957000003,4,4,4,Süd
67551,14,7,13,000,2018,05,17,2,3,2,2,0,1,0,0,0,0,0,0,"732807,243999999950000","5692791,116399999700000",12.342583021000053,51.338655481000046,7,7,7,Alt-West
67559,14,7,13,000,2018,05,09,4,3,5,3,0,1,1,0,0,0,0,0,"734947,596900000000000","5693528,482900000200000",12.373743146000038,51.34439410900006,0,0,0,Mitte
67580,14,7,13,000,2018,05,15,2,3,2,6,0,0,1,0,1,0,0,0,"729759,634899999950000","5692673,011500000000000",12.29882847600004,51.338834777000045,7,7,7,Alt-West
67581,14,7,13,000,2018,06,08,2,3,3,6,0,0,0,0,1,1,0,0,"735489,522800000040000","5693475,294599999700000",12.38147525200003,51.34369247500007,0,0,0,Mitte
67603,14,7,13,000,2018,06,20,5,3,4,6,0,1,0,0,0,0,0,0,"736468,245400000010000","5694610,972699999800000",12.396256993000065,51.35348029600004,1,1,1,Nordost
67614,14,7,13,000,2018,06,12,6,2,3,6,0,1,0,0,0,0,0,0,"739305,764599999990000","5694469,300599999700000",12.436837129000025,51.35102110200006,2,2,2,Ost
67623,14,7,13,000,2018,05,13,5,3,5,3,0,1,1,0,0,0,0,0,"733550,299899999980000","5693103,940399999700000",12.353437159000066,51.34115888200006,0,0,0,Mitte
67624,14,7,13,000,2018,05,17,3,3,4,2,0,1,1,0,0,0,0,0,"735075,120600000020000","5690238,637900000400000",12.373400869000022,51.314810485000066,4,4,4,Süd
67627,14,7,13,000,2018,05,15,1,2,1,7,0,0,1,0,1,0,0,0,"745302,032099999950000","5690919,788599999600000",12.520337563000055,51.31660840200004,2,2,2,Ost
67631,14,7,13,000,2018,05,06,5,3,2,2,0,0,1,0,0,0,0,0,"741581,458899999970000","5696793,201899999800000",12.471034011000029,51.37091654900007,1,1,1,Nordost
67652,14,7,13,000,2018,05,09,2,3,4,2,0,0,1,0,0,0,1,0,"735291,285500000000000","5690250,860899999700000",12.376505186000031,51.314830881000034,4,4,4,Süd
67666,14,7,13,000,2018,06,06,3,3,3,2,0,1,1,0,0,0,0,0,"730344,012800000030000","5693032,709599999700000",12.307436468000049,51.34182737000003,7,7,7,Alt-West
67667,14,7,13,000,2018,05,12,5,3,5,3,0,1,1,0,0,0,0,0,"733908,325900000050000","5693211,079400000200000",12.358638777000067,51.34197345100006,0,0,0,Mitte
67670,14,7,13,000,2018,05,14,1,2,2,2,0,0,1,0,0,0,0,0,"737420,504199999970000","5690740,942200000400000",12.407328672000062,51.31834570700005,3,3,3,Südost
67752,14,7,13,000,2018,05,18,6,3,5,7,0,0,1,0,0,0,1,0,"736052,746999999970000","5700923,247000000400000",12.394494284000075,51.410312849000036,9,9,9,Nord
67762,14,7,13,000,2018,05,07,2,3,4,2,0,1,1,0,0,0,0,0,"732079,991799999960000","5692452,541600000100000",12.331939732000023,51.33591344300004,7,7,7,Alt-West
67767,14,7,13,000,2018,06,13,1,3,5,3,0,0,1,0,0,0,0,0,"732592,286599999990000","5698947,818000000000000",12.343529098000033,51.394009879000066,8,8,8,Nordwest
67783,14,7,13,000,2018,05,07,3,2,4,2,0,1,1,0,0,0,0,0,"736641,667999999950000","5695734,429999999700000",12.399490287000049,51.36349239500004,9,9,9,Nord
67790,14,7,13,000,2018,06,09,6,3,3,2,0,1,0,0,0,0,1,0,"733757,018399999940000","5696905,144899999700000",12.358897269000067,51.375195433000044,9,9,9,Nord
67791,14,7,13,000,2018,05,07,2,2,3,2,0,1,0,0,0,1,0,0,"736161,689000000010000","5693923,803999999500000",12.391406477000032,51.347439595000026,0,0,0,Mitte
67802,14,7,13,000,2018,05,18,4,3,5,3,0,1,1,0,0,0,0,0,"741387,924499999960000","5686865,380500000000000",12.461535699000024,51.28189125200004,3,3,3,Südost
67809,14,7,13,000,2018,05,16,4,3,5,3,0,1,1,0,0,0,0,0,"728250,104500000020000","5690722,285600000100000",12.27594373100004,51.32193048800008,6,6,6,West
67811,14,7,13,000,2018,05,11,5,2,4,2,0,0,1,0,1,0,0,0,"733775,989500000030000","5696910,793399999800000",12.359173080000062,51.37523832800008,9,9,9,Nord
67838,14,7,13,000,2018,05,11,1,3,5,3,0,0,1,0,0,0,0,0,"728086,219599999950000","5684072,412600000400000",12.269348750000063,51.26229777200007,5,5,5,Südwest
67851,14,7,13,000,2018,06,03,3,2,2,6,2,0,1,0,0,0,0,0,"737928,754599999990000","5694333,305200000300000",12.41700789600003,51.35037846400007,1,1,1,Nordost
67874,14,7,13,000,2018,05,17,4,3,5,2,0,1,1,0,0,0,0,0,"732528,119500000030000","5692414,271800000200000",12.338336747000028,51.335386862000064,7,7,7,Alt-West
67883,14,7,13,000,2018,06,15,3,3,2,6,0,0,1,0,0,0,0,0,"735509,480600000010000","5693464,069899999500000",12.381753874000026,51.343583452000075,0,0,0,Mitte
67905,14,7,13,000,2018,05,15,3,2,4,2,0,0,1,0,0,0,1,0,"736141,172999999950000","5701505,508100000200000",12.396151136000071,51.415502452000055,9,9,9,Nord
67909,14,7,13,000,2018,05,07,3,3,3,2,0,1,1,0,0,0,0,0,"732155,304200000010000","5692471,379099999600000",12.333031294000023,51.33605180500007,7,7,7,Alt-West
67913,14,7,13,000,2018,05,16,7,2,6,4,0,0,1,1,0,0,0,0,"739388,586499999980000","5691935,039900000200000",12.436321015000033,51.32823925300005,2,2,2,Ost
67926,14,7,13,000,2018,05,20,4,3,4,2,1,0,1,0,0,0,0,0,"742267,971200000030000","5694721,831600000200000",12.479467616000022,51.35203290900006,2,2,2,Ost
67929,14,7,13,000,2018,05,10,2,2,2,2,0,0,1,0,0,0,1,0,"737164,736900000020000","5691104,889000000400000",12.403907063000077,51.32171918600005,3,3,3,Südost
67943,14,7,13,000,2018,05,17,4,3,0,7,0,1,0,0,0,0,0,0,"736334,938300000040000","5693578,053899999700000",12.393660245000035,51.34426408300004,0,0,0,Mitte
67949,14,7,13,000,2018,06,16,4,3,5,2,0,1,1,0,0,0,0,0,"732327,101999999960000","5692431,512000000100000",12.335467294000068,51.335623773000066,7,7,7,Alt-West
67974,14,7,13,000,2018,05,16,2,3,2,6,0,0,1,0,0,0,1,0,"739045,848600000030000","5694915,849399999700000",12.433411423000052,51.35513859800005,1,1,1,Nordost
