OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
60305,14170126144200907890,14,7,13,000,2017,01,17,5,3,4,6,0,1,0,0,1,1,1,"728434,642200000000000","5693260,324400000300000",12.280214878000038,51.34464102900006,7,7,7,Alt-West
60315,14170125144200918620,14,7,13,000,2017,01,13,4,3,4,2,0,1,0,0,0,0,1,"742268,094799999960000","5694721,739199999700000",12.479469325000025,51.352032027000064,2,2,2,Ost
60338,14170123148410897180,14,7,13,000,2017,01,22,2,3,6,4,0,0,1,0,1,2,2,"735417,111799999960000","5693518,373100000400000",12.380465901000036,51.34410914700004,0,0,0,Mitte
60363,14170120148410897010,14,7,13,000,2017,01,04,6,3,9,7,0,0,0,0,1,2,0,"736320,723000000000000","5693614,261900000300000",12.393480534000048,51.34459500200006,0,0,0,Mitte
60364,14170120144310911540,14,7,13,000,2017,01,08,6,2,2,6,0,0,0,0,1,0,0,"739504,288900000040000","5698695,739199999700000",12.442529680000064,51.388872734000074,1,1,1,Nordost
60365,14170120144200941810,14,7,13,000,2017,01,14,6,3,2,6,0,1,0,0,0,0,1,"736046,004800000000000","5693813,668399999800000",12.389675293000039,51.34649903900004,0,0,0,Mitte
60366,14170120144200895220,14,7,13,000,2017,01,20,6,2,4,2,0,1,0,0,0,2,1,"735096,669600000020000","5697039,240899999600000",12.378199823000045,51.375846151000076,9,9,9,Nord
60390,14170118148423914890,14,7,13,000,2017,01,11,4,3,5,2,0,1,0,0,0,0,1,"736533,799400000020000","5696116,297199999900000",12.398197590000052,51.36696499400006,9,9,9,Nord
60411,14170116148410896680,14,7,13,000,2017,01,11,2,3,3,2,0,1,0,0,1,0,0,"736170,933599999990000","5693931,621000000300000",12.391544170000031,51.34750592100005,0,0,0,Mitte
60412,14170116144310894370,14,7,13,000,2017,01,23,2,2,8,1,0,1,0,0,0,2,1,"730265,792900000000000","5701194,649000000200000",12.31160393600004,51.415128037000045,8,8,8,Nordwest
60459,14170112144200895430,14,7,13,000,2017,01,14,5,2,6,2,0,1,1,0,0,0,1,"740915,176400000000000","5696367,377299999800000",12.46119116400007,51.36737753300008,2,2,2,Ost
60472,14170111148210876520,14,7,13,000,2017,01,16,4,3,5,3,0,1,0,0,1,1,1,"735291,317400000060000","5690263,277800000300000",12.376513834000036,51.31494232700004,4,4,4,Süd
60473,14170111144310863810,14,7,13,000,2017,01,20,4,3,2,6,0,1,0,0,0,2,1,"740148,093100000060000","5697914,129900000100000",12.45123706000004,51.381585348000044,1,1,1,Nordost
60494,14170110144200867390,14,7,13,000,2017,01,08,3,3,5,3,1,1,0,0,0,0,2,"733560,760299999970000","5693075,450100000000000",12.353568394000035,51.34089884100007,0,0,0,Mitte
60508,14170109148410863930,14,7,13,000,2017,01,06,2,3,4,2,0,1,0,0,0,2,1,"734773,663999999990000","5693525,939000000200000",12.371248513000069,51.34444312200003,0,0,0,Mitte
60539,14170106144200860900,14,7,13,000,2017,01,16,6,3,5,2,0,1,0,0,0,1,2,"735176,835500000040000","5697039,169400000000000",12.379349561000026,51.375812318000044,9,9,9,Nord
60652,14170220148210023220,14,7,13,000,2017,02,18,2,3,2,6,0,1,0,0,0,2,1,"739344,088100000050000","5695170,785899999600000",12.437858232000053,51.35730132800006,2,2,2,Ost
60653,14170220144200022240,14,7,13,000,2017,02,15,2,3,2,1,0,1,0,0,0,0,1,"735103,210199999970000","5697039,226200000400000",12.378293622000058,51.37584331100004,9,9,9,Nord
60675,14170227148210998510,14,7,13,000,2017,02,14,2,3,1,2,0,1,0,0,1,0,0,"737748,946000000000000","5690338,184999999600000",12.411764841000036,51.314593417000026,3,3,3,Südost
60678,14170227144200004710,14,7,13,000,2017,02,10,2,2,3,2,0,0,0,0,1,0,0,"737278,547600000050000","5690911,718899999700000",12.405408887000021,51.31993782300003,0,0,0,Mitte
60683,14170217148220981690,14,7,13,000,2017,02,23,6,2,4,2,0,1,0,0,0,2,1,"739891,851000000020000","5694466,239699999800000",12.445235943000057,51.35074658900004,2,2,2,Ost
60684,14170217148210986420,14,7,13,000,2017,02,22,6,2,8,1,0,1,0,0,0,2,1,"741855,209099999980000","5694643,464399999900000",12.473497958000053,51.35150530700008,2,2,2,Ost
60703,14170216144310974340,14,7,13,000,2017,02,22,5,3,2,6,0,0,0,0,1,2,1,"731946,842399999960000","5701171,769500000400000",12.335721386000046,51.414237623000076,8,8,8,Nordwest
60708,14170216144200004470,14,7,13,000,2017,02,15,5,3,6,4,0,0,1,0,1,0,0,"735379,257800000020000","5693540,963800000000000",12.379938286000026,51.34432760000004,0,0,0,Mitte
60719,14170301143212059930,14,7,13,000,2017,03,21,4,3,0,3,1,1,0,0,0,2,0,"728897,175300000000000","5698651,385099999600000",12.290315386000032,51.39285113300008,8,8,8,Nordwest
60721,14170215148410990810,14,7,13,000,2017,02,01,4,3,2,6,0,1,0,0,0,2,0,"736997,084500000000000","5691377,771200000300000",12.401686786000027,51.32423846800003,3,3,3,Südost
60724,14170215144310984310,14,7,13,000,2017,02,10,4,2,2,6,0,1,0,0,1,0,0,"740115,847599999980000","5697954,925499999900000",12.450802122000027,51.38196514900005,1,1,1,Nordost
60746,14170302148310072510,14,7,13,000,2017,03,17,5,3,5,3,0,1,0,0,0,0,0,"728119,633999999960000","5691044,406999999700000",12.274280569000041,51.32487459400005,6,6,6,West
60753,14170214148110978660,14,7,13,000,2017,02,22,3,3,8,1,0,1,0,0,0,2,1,"729412,568600000000000","5698051,497100000300000",12.29732329500007,51.38725785200006,8,8,8,Nordwest
60776,14170226144200072620,14,7,13,000,2017,02,20,1,3,5,3,0,1,0,0,0,1,0,"735854,224999999980000","5693713,273000000000000",12.386859953000055,51.34567746000005,0,0,0,Mitte
60783,14170213144310068090,14,7,13,000,2017,02,13,2,2,8,1,0,1,0,0,0,0,0,"728806,169499999960000","5684119,661700000100000",12.27968050000004,51.26243350500005,5,5,5,Südwest
60784,14170213144200984250,14,7,13,000,2017,02,16,2,3,5,3,1,1,0,0,0,0,0,"736068,053399999980000","5700924,254499999800000",12.394714649000036,51.410315523000065,9,9,9,Nord
60831,14170210148110973610,14,7,13,000,2017,02,07,6,3,2,6,0,1,0,0,1,0,0,"736639,047900000010000","5695714,834599999700000",12.399439682000036,51.36331759600006,9,9,9,Nord
60844,14170301148410004290,14,7,13,000,2017,03,06,4,3,5,3,1,1,0,0,0,2,1,"736065,067900000020000","5693821,754300000100000",12.389953890000072,51.34656370500005,0,0,0,Mitte
60859,14170209144200112210,14,7,13,000,2017,02,22,5,2,5,3,0,1,0,0,0,2,0,"737761,136999999990000","5690343,621000000300000",12.411943076000057,51.314637118000064,3,3,3,Südost
60886,14170207148410962760,14,7,13,000,2017,02,16,3,3,2,6,0,1,0,0,0,0,0,"735035,946899999980000","5693528,438600000000000",12.375009421000073,51.34435719500004,0,0,0,Mitte
60887,14170207144200962560,14,7,13,000,2017,02,05,3,2,4,2,0,1,0,0,0,2,1,"736145,300000000050000","5701507,224999999600000",12.396211522000044,51.415516145000026,9,9,9,Nord
60909,14170206144200024670,14,7,13,000,2017,02,08,2,2,9,1,0,1,0,1,0,0,1,"736502,596299999980000","5694624,666100000000000",12.396758524000063,51.35358891700008,1,1,1,Nordost
60918,14170205144200936470,14,7,13,000,2017,02,10,1,3,5,2,0,1,0,0,0,0,1,"727279,876999999980000","5690036,370000000100000",12.261605692000046,51.31616111100004,6,6,6,West
60925,14170224144200997590,14,7,13,000,2017,02,16,6,3,2,6,0,1,0,0,0,0,1,"735850,427000000030000","5693710,812400000200000",12.386803887000042,51.345656948000055,0,0,0,Mitte
60930,14170301144200022450,14,7,13,000,2017,03,09,4,3,2,6,0,1,0,0,1,0,1,"736454,265699999990000","5696406,287700000200000",12.39724994900007,51.36960109100005,9,9,9,Nord
60962,14170202144200953650,14,7,13,000,2017,02,16,5,3,6,2,0,1,1,0,0,1,0,"738696,366999999970000","5689273,400000000400000",12.424622237000051,51.304639429000076,3,3,3,Südost
60992,14170131144200918760,14,7,13,000,2017,01,06,3,3,5,3,0,1,0,0,1,2,1,"740795,414699999960000","5686765,696100000300000",12.452988437000045,51.28124719900006,3,3,3,Südost
60993,14170131144200023140,14,7,13,000,2017,01,18,3,2,4,2,0,1,0,0,0,2,0,"734726,273000000040000","5690203,144000000300000",12.368380732000048,51.31463585200004,4,4,4,Süd
61018,14170228144200003610,14,7,13,000,2017,02,15,3,3,6,4,0,0,1,0,1,0,0,"735453,585899999950000","5693496,673299999900000",12.380974323000032,51.34389925900007,0,0,0,Mitte
61025,14170130148110927240,14,7,13,000,2017,01,08,2,3,0,2,1,0,0,0,1,0,1,"735094,839200000050000","5697039,248399999900000",12.378173575000062,51.37584697600005,9,9,9,Nord
61026,14170130148110927130,14,7,13,000,2017,01,08,2,3,3,6,0,1,0,0,0,0,1,"736485,852599999980000","5694622,376299999700000",12.396516975000054,51.35357533000007,1,1,1,Nordost
61080,14170326144200079450,14,7,13,000,2017,03,17,1,3,3,6,0,1,0,1,0,0,0,"735211,166600000000000","5693559,341000000000000",12.377541218000033,51.34456212400005,0,0,0,Mitte
61088,14170401144200097440,14,7,13,000,2017,04,05,7,2,5,3,1,1,0,0,0,2,0,"735293,862199999970000","5690251,044400000000000",12.376542215000029,51.314831463000075,4,4,4,Süd
61116,14170325144320144290,14,7,13,000,2017,03,10,7,3,2,6,0,1,0,0,0,0,0,"733746,603899999990000","5700875,464700000400000",12.361361534000025,51.41083897500005,8,8,8,Nordwest
61118,14170325144310072300,14,7,13,000,2017,03,11,7,2,2,6,0,1,0,0,0,0,0,"734985,326899999990000","5700583,585799999500000",12.37894828800006,51.40770718500005,9,9,9,Nord
61119,14170325144200192870,14,7,13,000,2017,03,10,7,2,2,6,0,1,0,0,0,0,0,"735639,064600000040000","5700422,742300000000000",12.388224186000059,51.40599225600005,9,9,9,Nord
61141,14170410144310161390,14,7,13,000,2017,04,06,2,3,2,2,0,1,0,0,1,0,0,"741295,754800000000000","5696609,962600000200000",12.466812746000073,51.36939332900005,2,2,2,Ost
61165,14170406148110112540,14,7,13,000,2017,04,14,5,3,2,6,0,1,0,0,0,0,0,"734465,208199999990000","5697039,127999999600000",12.36914289400005,51.37610618800005,9,9,9,Nord
61174,14170323144200068010,14,7,13,000,2017,03,16,5,3,4,2,0,1,0,0,0,0,0,"728309,635899999990000","5690593,378800000100000",12.276714106000043,51.32074937100003,6,6,6,West
61175,14170323144200067810,14,7,13,000,2017,03,07,5,2,2,6,0,1,0,1,0,0,1,"734746,779100000040000","5693486,727400000200000",12.370837325000025,51.344102245000045,0,0,0,Mitte
61186,14170322144200078621,14,7,13,000,2017,03,20,4,2,5,3,1,1,0,0,0,1,0,"738572,966600000040000","5694526,427799999700000",12.426371433000043,51.35184190000007,1,1,1,Nordost
61187,14170322144200072610,14,7,13,000,2017,03,13,4,2,2,6,0,0,0,1,1,0,0,"727525,049899999980000","5690105,616000000400000",12.26516212100006,51.31668479600006,6,6,6,West
61192,14170409148210155300,14,7,13,000,2017,04,13,1,3,8,1,0,1,0,0,0,0,0,"735719,930599999960000","5686933,021800000200000",12.380454127000064,51.28487138400004,4,4,4,Süd
61229,14170321148415097920,14,7,13,000,2017,03,16,3,3,2,6,0,1,0,0,0,0,1,"735854,224999999980000","5693713,273000000000000",12.386859953000055,51.34567746000005,0,0,0,Mitte
61232,14170321144200060580,14,7,13,000,2017,03,07,3,3,5,3,1,0,0,1,0,0,0,"740380,213200000000000","5694443,523400000300000",12.452220620000048,51.35033638900006,2,2,2,Ost
61252,14170320144310059880,14,7,13,000,2017,03,09,2,3,9,7,0,1,0,0,0,0,0,"745103,793399999970000","5691456,551099999800000",12.517867317000025,51.32151127900005,2,2,2,Ost
61308,14170409149310140181,14,7,13,000,2017,04,14,1,2,9,6,0,0,0,1,0,0,0,"736333,408599999970000","5701672,993300000200000",12.399022241000068,51.416925727000034,9,9,9,Nord
61314,14170405144200112250,14,7,13,000,2017,04,11,4,3,5,2,1,1,0,0,0,0,0,"735182,452099999990000","5693524,509200000200000",12.377106652000066,51.34426134100005,0,0,0,Mitte
61339,14170317144200154710,14,7,13,000,2017,03,14,6,3,4,2,0,1,0,1,0,0,0,"735097,288599999970000","5697039,238300000300000",12.378208699000027,51.37584587100008,9,9,9,Nord
61365,14170316144310050680,14,7,13,000,2017,03,16,5,3,2,6,0,1,0,0,1,0,0,"741572,724000000050000","5684920,526999999800000",12.462866533000067,51.264356640000074,3,3,3,Südost
61383,14170316144200050320,14,7,13,000,2017,03,16,5,3,3,2,1,1,0,0,0,0,0,"736161,727300000030000","5693926,707000000400000",12.391408952000063,51.34746563700003,0,0,0,Mitte
61397,14170407144200107860,14,7,13,000,2017,04,08,6,3,1,6,0,0,0,0,1,0,1,"730305,772400000020000","5693041,625500000100000",12.30689413400006,51.341922898000064,7,7,7,Alt-West
61406,14170328148410088650,14,7,13,000,2017,03,11,3,3,0,7,1,0,0,0,0,0,0,"734465,697900000030000","5693409,488900000200000",12.366757778000022,51.34352490100008,0,0,0,Mitte
61426,14170328144200088690,14,7,13,000,2017,03,17,3,3,2,6,0,1,0,0,0,0,0,"736333,817099999990000","5694340,274799999800000",12.394150168000067,51.351106378000054,0,0,0,Mitte
61427,14170328144200076760,14,7,13,000,2017,03,17,3,3,4,2,1,1,0,0,0,0,0,"732078,222700000040000","5692452,113599999800000",12.331914101000052,51.335910323000064,7,7,7,Alt-West
61456,14170314144200050220,14,7,13,000,2017,03,17,3,3,5,3,1,0,0,0,1,0,0,"736399,222199999960000","5692333,907700000300000",12.393755879000025,51.333069669000054,0,0,0,Mitte
61463,14170330148210119790,14,7,13,000,2017,03,15,5,3,4,2,0,1,0,0,0,0,0,"734726,273000000040000","5690203,144000000300000",12.368380732000048,51.31463585200004,4,4,4,Süd
61481,14170313148110037020,14,7,13,000,2017,03,06,2,3,2,6,0,1,0,0,0,1,0,"736380,960500000040000","5702029,102099999800000",12.39994226500005,51.42010234500003,9,9,9,Nord
61482,14170407144200109730,14,7,13,000,2017,04,19,6,3,5,3,1,1,0,0,0,1,0,"733861,741400000060000","5693220,976900000100000",12.35797761300006,51.34208145800005,0,0,0,Mitte
61483,14170313144200082000,14,7,30,270,2017,03,06,2,2,4,6,0,1,0,0,0,1,0,"727994,519800000010000","5699773,203900000100000",12.278083428000059,51.40328520300005,8,8,8,Nordwest
61492,14170407144200192840,14,7,13,000,2017,04,06,6,3,2,6,0,1,0,0,1,2,0,"736337,510899999990000","5694253,856700000400000",12.394145738000077,51.35032913900005,0,0,0,Mitte
61538,14170310144200036750,14,7,13,000,2017,03,15,6,3,1,6,0,1,0,0,0,0,0,"735865,805199999940000","5699203,657399999900000",12.390668196000036,51.394955379000066,9,9,9,Nord
61541,14170310144200025470,14,7,13,000,2017,03,22,6,3,1,2,1,0,0,0,1,2,0,"734006,942400000060000","5693237,315299999900000",12.360069415000055,51.34216838100008,0,0,0,Mitte
61543,14170310143215038320,14,7,13,000,2017,03,13,6,3,3,2,1,1,0,0,0,0,0,"736478,983000000010000","5693023,552000000100000",12.395356561000028,51.33922688700005,2,2,2,Ost
61544,14170330148323088380,14,7,13,000,2017,03,05,5,3,4,6,0,1,0,0,0,2,0,"729679,413999999990000","5687336,224999999600000",12.294242105000023,51.29095818800005,5,5,5,Südwest
61581,14170327144200081950,14,7,13,000,2017,03,12,2,2,6,2,0,1,1,0,0,0,0,"727723,143000000040000","5693329,741999999600000",12.270060374000025,51.34554964400007,7,7,7,Alt-West
61593,14170309144200060710,14,7,13,000,2017,03,15,5,3,5,3,0,1,0,0,0,0,0,"729906,553100000020000","5692972,074900000400000",12.301127183000062,51.34146010100005,7,7,7,Alt-West
61622,14170308148210037300,14,7,13,000,2017,03,21,4,3,5,3,1,1,0,0,0,2,1,"737353,872300000050000","5690244,406000000400000",12.406043780000061,51.31391653800006,3,3,3,Südost
61628,14170308144200109740,14,7,13,000,2017,03,11,4,3,4,6,1,0,0,0,0,0,0,"736464,520999999950000","5694605,747999999700000",12.396200131000057,51.35343494700004,1,1,1,Nordost
61645,14170410148410117610,14,7,13,000,2017,04,17,2,3,1,4,0,1,1,0,0,0,0,"735451,455899999940000","5693451,823900000200000",12.380914139000026,51.34349756000006,0,0,0,Mitte
61680,14170306148110036600,14,7,13,000,2017,03,17,2,3,5,3,0,1,0,0,1,0,0,"728902,306699999960000","5698649,530799999800000",12.29038782200007,51.39283241700008,8,8,8,Nordwest
61728,14170304149210023590,14,7,13,000,2017,03,16,7,3,2,6,0,1,0,0,0,0,0,"741775,518099999990000","5686549,167700000100000",12.466869020000047,51.278888735000066,3,3,3,Südost
61729,14170304144200025110,14,7,13,000,2017,03,10,7,2,6,1,0,1,1,0,0,0,0,"733347,686699999960000","5693020,550599999700000",12.350478638000027,51.340493510000044,0,0,0,Mitte
61731,14170304144200022751,14,7,13,000,2017,03,19,7,3,5,3,1,1,0,0,0,1,0,"739181,205399999980000","5694474,365199999900000",12.435055104000071,51.35111898500003,2,2,2,Ost
61751,14170531144200432810,14,7,13,000,2017,05,15,4,2,5,3,0,1,0,0,0,0,0,"727198,564000000010000","5693382,097799999600000",12.262574058000041,51.34622954400004,7,7,7,Alt-West
61769,14170425148310168620,14,7,13,000,2017,04,14,3,3,4,2,1,1,0,0,0,0,0,"732514,481099999980000","5692413,569100000000000",12.33814084200003,51.335386130000074,7,7,7,Alt-West
61776,14170425144200170890,14,7,13,000,2017,04,15,3,3,3,6,0,1,0,1,0,0,0,"733376,108000000010000","5693032,168999999800000",12.350893584000062,51.34058614000003,0,0,0,Mitte
61798,14170504144200275200,14,7,13,000,2017,05,07,5,2,5,2,1,1,0,0,0,0,0,"733620,122600000000000","5696851,519200000000000",12.356898570000055,51.37477039200007,9,9,9,Nord
61809,14170502148410175930,14,7,13,000,2017,05,10,3,3,8,1,0,1,0,0,0,0,1,"735641,017400000010000","5693486,660400000400000",12.38365406500003,51.34373173100005,0,0,0,Mitte
61814,14170519144310214690,14,7,13,000,2017,05,16,6,2,2,6,0,1,0,0,0,0,0,"742721,402899999990000","5695588,090900000200000",12.48655775900005,51.359614401000044,2,2,2,Ost
61819,14170519144200220280,14,7,13,000,2017,05,17,6,3,3,6,0,1,0,0,0,0,0,"738062,334999999960000","5699557,843100000200000",12.422421487000065,51.39721739200007,1,1,1,Nordost
61820,14170519144100275160,14,7,13,000,2017,05,08,6,3,2,6,0,1,0,0,0,0,0,"740353,877800000020000","5696013,896800000200000",12.452903926000033,51.36444258800003,2,2,2,Ost
61847,14170602144200349660,14,7,13,000,2017,06,16,6,3,5,2,1,1,0,0,0,0,0,"732514,405400000050000","5692413,564700000000000",12.338139755000043,51.335386121000056,7,7,7,Alt-West
61873,14170518662211237410,14,7,13,000,2017,05,08,5,3,7,5,1,1,0,0,0,0,0,"734123,291300000040000","5693274,716300000400000",12.361761553000065,51.34245621500003,0,0,0,Mitte
61880,14170424144310154490,14,7,13,000,2017,04,16,2,3,2,6,0,1,0,0,0,0,0,"735181,659899999970000","5700556,608099999800000",12.381748274000074,51.407383666000044,9,9,9,Nord
61887,14170522148410318710,14,7,13,000,2017,05,15,2,3,4,6,1,0,1,0,0,0,0,"734890,700300000030000","5693527,662100000300000",12.372927115000039,51.34441025000007,0,0,0,Mitte
61888,14170518148410224700,14,7,13,000,2017,05,09,5,3,5,3,1,1,0,0,0,0,0,"735084,965500000050000","5693533,537700000200000",12.375715361000061,51.34438270000004,0,0,0,Mitte
61889,14170518148110246740,14,7,13,000,2017,05,17,5,2,0,7,0,0,0,1,0,0,0,"732798,661800000000000","5696859,106399999900000",12.345121574000075,51.375175813000055,8,8,8,Nordwest
61893,14170518144200341150,14,7,13,000,2017,05,06,5,2,6,4,0,1,1,0,0,0,0,"735436,442700000010000","5693460,411399999600000",12.380704641000023,51.34358086100008,0,0,0,Mitte
61955,14170423144200141800,14,7,13,000,2017,04,16,1,3,6,4,0,0,1,0,1,0,0,"734356,373000000020000","5693379,004900000100000",12.365170797000076,51.34329633600004,0,0,0,Mitte
61975,14170517144310213320,14,7,13,000,2017,05,06,4,2,0,7,0,1,0,0,1,0,0,"740071,739700000030000","5697978,664400000100000",12.450185503000057,51.382196871000076,1,1,1,Nordost
61977,14170517144200275260,14,7,13,000,2017,05,10,4,3,2,6,0,1,0,0,0,0,0,"736234,060900000040000","5693725,048200000100000",12.392311942000049,51.34562545600005,0,0,0,Mitte
61978,14170517144200241040,14,7,13,000,2017,05,16,4,3,2,6,0,1,0,0,0,0,0,"735391,942999999970000","5693486,621899999700000",12.380084176000025,51.34383455900007,0,0,0,Mitte
61979,14170501148410172270,14,7,13,000,2017,05,10,2,2,3,7,1,0,0,0,1,0,0,"734239,871599999950000","5693323,140499999700000",12.363464279000027,51.342842879000045,0,0,0,Mitte
61980,14170517144200240730,14,7,13,000,2017,05,16,4,3,5,3,0,1,0,0,0,0,0,"727750,361999999960000","5690169,173000000400000",12.268430471000045,51.31716524700005,6,6,6,West
61986,14170517144100255650,14,7,13,000,2017,05,09,4,3,6,2,0,1,1,0,0,0,0,"735424,514700000060000","5690257,889700000200000",12.378418141000054,51.31483888100007,4,4,4,Süd
61991,14170601148310309390,14,7,13,000,2017,06,16,5,3,5,3,1,1,0,0,0,0,0,"728893,580100000020000","5691754,856100000400000",12.285825983000052,51.330941592000045,6,6,6,West
62037,14170421148210155160,14,7,13,000,2017,04,14,6,3,5,2,1,1,0,0,0,0,0,"737158,090600000000000","5690250,873999999800000",12.403243921000069,51.31405620500004,4,4,4,Süd
62052,14170516144200230670,14,7,13,000,2017,05,06,3,2,5,3,0,1,0,1,0,0,0,"733006,292200000030000","5696870,841199999700000",12.34810727300004,51.37519600400003,8,8,8,Nordwest
62054,14170516144200212960,14,7,13,000,2017,05,14,3,3,2,6,0,1,0,0,0,0,0,"738845,277800000040000","5694748,190999999600000",12.43042365100007,51.353718050000055,2,2,2,Ost
62076,14170430149310163100,14,7,13,000,2017,04,14,1,3,1,6,0,1,0,0,0,0,0,"736143,754599999990000","5701498,665400000300000",12.396183638000025,51.415439957000046,9,9,9,Nord
62078,14170430148410162040,14,7,13,000,2017,04,13,1,3,3,6,0,1,0,0,1,0,0,"733185,261199999950000","5692931,908900000200000",12.348092723000036,51.33976443900008,0,0,0,Mitte
62086,14170421144200140860,14,7,13,000,2017,04,13,6,3,3,2,1,0,0,0,1,0,0,"733907,680199999940000","5696953,895800000100000",12.361090239000077,51.375571011000034,9,9,9,Nord
62126,14170515144200275190,14,7,13,000,2017,05,09,2,3,3,2,1,1,0,0,0,0,0,"734779,294299999950000","5693527,061999999900000",12.371329952000053,51.34445087800003,0,0,0,Mitte
62155,14170524148410241940,14,7,13,000,2017,05,15,4,3,3,2,1,1,0,0,0,0,0,"736205,371700000020000","5693815,409500000100000",12.39196068900003,51.34644847700008,0,0,0,Mitte
62167,14170420144200142160,14,7,13,000,2017,04,15,5,3,2,6,0,1,0,0,0,0,0,"738571,187799999960000","5694527,505900000200000",12.426346658000057,51.35185232400005,1,1,1,Nordost
62195,14170506144200192910,14,7,13,000,2017,05,22,7,2,8,1,0,1,0,0,0,2,0,"732601,864999999990000","5696684,957000000400000",12.34218498000007,51.373693176000074,8,8,8,Nordwest
62224,14170419144310154500,14,7,13,000,2017,04,23,4,2,2,6,0,0,0,0,1,2,0,"737902,418100000010000","5699601,468399999700000",12.420156134000024,51.39767602900008,1,1,1,Nordost
62248,14170526144200263440,14,7,13,000,2017,05,14,6,3,4,2,0,1,0,0,0,0,0,"727279,876999999980000","5690036,370000000100000",12.261605692000046,51.31616111100004,6,6,6,West
62252,14170529144310272270,14,7,13,000,2017,05,18,2,3,8,7,0,1,0,0,0,0,0,"739846,569499999980000","5698263,861200000200000",12.447148301000027,51.38485184900003,1,1,1,Nordost
62286,14170418148410154860,14,7,13,000,2017,04,09,3,3,8,1,0,1,0,0,0,0,1,"738026,185000000060000","5694422,561900000100000",12.418464153000059,51.351138838000054,1,1,1,Nordost
62301,14170428148210175570,14,7,13,000,2017,04,13,6,3,2,6,0,1,0,0,0,0,0,"739994,307000000030000","5687992,127999999600000",12.442346763000046,51.29259338700007,3,3,3,Südost
62309,14170418148210129080,14,7,13,000,2017,04,16,3,3,2,6,0,1,0,0,0,0,1,"737358,268000000040000","5690253,796000000100000",12.406112987000029,51.31399899000007,3,3,3,Südost
62313,14170418144200207810,14,7,13,000,2017,04,12,3,3,3,6,0,1,0,0,0,0,1,"740689,116500000000000","5694469,085000000000000",12.45666555500003,51.350435110000035,2,2,2,Ost
62315,14170418144200144390,14,7,13,000,2017,04,10,3,3,5,2,0,1,0,0,1,0,1,"740383,893599999950000","5694443,826399999700000",12.452273577000028,51.35033755200004,2,2,2,Ost
62317,14170418144200136370,14,7,13,000,2017,04,16,3,2,3,6,0,1,0,0,0,0,0,"732008,481900000010000","5699397,238599999800000",12.335445867000033,51.39828312100008,8,8,8,Nordwest
62325,14170530144200271630,14,7,13,000,2017,05,19,3,2,8,1,0,1,0,0,0,0,1,"727618,771500000030000","5685543,611100000300000",12.263596514000028,51.275692234000076,5,5,5,Südwest
62346,14170512148410237340,14,7,13,000,2017,05,23,6,2,5,3,1,1,0,0,0,2,1,"735365,813399999980000","5693502,250300000400000",12.379720002000056,51.34398566200008,0,0,0,Mitte
62347,14170505148110189750,14,7,13,000,2017,05,17,6,3,2,6,0,1,0,0,0,0,0,"738604,164800000030000","5694512,801000000000000",12.426809504000062,51.35170649300005,2,2,2,Ost
62348,14170512148220219740,14,7,13,000,2017,05,08,6,3,2,2,0,1,0,0,0,0,0,"735723,165000000040000","5690283,552000000100000",12.382712817000026,51.31494562300003,4,4,4,Süd
62352,14170512144200201310,14,7,13,000,2017,05,22,6,3,4,2,0,1,0,0,0,2,1,"736669,915900000020000","5695572,203200000300000",12.399787377000052,51.36202446600004,9,9,9,Nord
62365,14170531144200525620,14,7,13,000,2017,05,14,4,2,4,2,0,1,0,0,0,0,0,"728899,729000000050000","5698639,018000000200000",12.290344057000027,51.39273908300004,8,8,8,Nordwest
62373,14170524144200263210,14,7,13,000,2017,05,16,4,3,5,3,0,0,0,0,1,0,0,"730306,756000000050000","5688550,980000000400000",12.304007444000035,51.30160985100008,5,5,5,Südwest
62392,14170417144310139650,14,7,13,000,2017,04,15,2,3,9,1,0,1,0,0,0,0,1,"743023,240100000050000","5695362,829199999600000",12.490730984000038,51.35746362000003,2,2,2,Ost
62425,14170511148410207290,14,7,13,000,2017,05,13,5,3,2,6,0,0,0,1,1,0,0,"736331,312799999960000","5694367,785299999600000",12.39413253600003,51.35135435800004,1,1,1,Nordost
62456,14170416148320128650,14,7,13,000,2017,04,21,1,3,8,1,0,1,0,0,0,2,1,"727022,341000000010000","5690023,360999999600000",12.257908028000031,51.316147115000035,6,6,6,West
62460,14170416148210144550,14,7,13,000,2017,04,09,1,3,3,2,1,1,0,0,0,0,0,"735421,294600000020000","5690268,972199999700000",12.378379332000065,51.31493969400003,4,4,4,Süd
62465,14170525148310246430,14,7,13,000,2017,05,19,5,3,4,2,0,1,0,0,0,0,0,"727200,868000000020000","5693381,875000000000000",12.262606944000026,51.346226623000064,7,7,7,Alt-West
62497,14170531148410271280,14,7,13,000,2017,05,12,4,3,4,6,1,0,0,0,0,0,0,"735731,323600000000000","5693562,830199999700000",12.384998800000062,51.34437801800004,0,0,0,Mitte
62503,14170523148310237300,14,7,13,000,2017,05,15,3,3,5,3,0,1,0,0,0,0,0,"728176,481400000050000","5690317,900100000200000",12.274630134000063,51.31832972400008,6,6,6,West
