OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,index_right,FID,SBZ,Name
132715,14,7,13,000,2019,01,07,6,3,3,6,0,0,1,0,0,0,0,"740804,863463973630000","5697126,251831194400000",12.46012339500004,51.37423559600006,1,1,1,1,Nordost
132862,14,7,13,000,2019,01,07,5,2,4,2,2,1,1,0,0,0,0,"735291,186303271910000","5690263,271176885800000",12.376511952000044,51.314942322000036,0,4,4,4,Süd
132999,14,7,13,000,2019,01,18,3,3,2,6,2,0,1,0,0,0,0,"729338,167279931720000","5693172,435152988900000",12.293109506000064,51.343488292000075,1,7,7,7,Alt-West
133070,14,7,13,000,2019,01,19,5,3,2,2,2,1,1,0,0,0,0,"742166,712358369490000","5690969,637807399000000",12.475465758000041,51.31839856100004,2,2,2,2,Ost
133092,14,7,13,000,2019,01,08,7,2,4,2,0,0,1,0,0,0,0,"740523,539030830380000","5687422,154204452400000",12.449539233000053,51.28725422500003,1,3,3,3,Südost
133106,14,7,13,000,2019,01,17,1,3,5,3,1,0,1,0,0,0,0,"736681,044270331970000","5695558,230594534400000",12.39993763800004,51.36189441100004,0,1,1,1,Nordost
133147,14,7,13,000,2019,01,15,6,3,9,1,0,0,1,0,0,0,0,"731485,484822376630000","5697136,022777773400000",12.326466934000052,51.37819839200006,1,8,8,8,Nordwest
133175,14,7,13,000,2019,01,07,2,3,8,1,2,0,1,0,0,0,0,"729856,399333570150000","5692870,201494958300000",12.300342580000063,51.34056585600007,1,7,7,7,Alt-West
133305,14,7,13,000,2019,01,00,1,2,8,1,2,0,1,0,0,0,0,"740549,222322641870000","5687422,516524992900000",12.449907105000023,51.28724663300005,1,3,3,3,Südost
133381,14,7,13,000,2019,01,17,2,3,5,3,2,1,1,0,0,0,0,"735174,636312143880000","5693551,330268301100000",12.377012344000036,51.34450532900007,1,0,0,0,Mitte
133421,14,7,13,000,2019,01,10,3,3,8,1,0,0,1,0,0,0,0,"736308,103113589810000","5694132,676757995000000",12.39364375100007,51.349253633000046,1,0,0,0,Mitte
133618,14,7,13,000,2019,01,11,2,3,2,2,0,0,1,0,0,1,0,"728688,389999999660000","5693235,630000000800000",12.28383629600006,51.34431733200006,1,7,7,7,Alt-West
133672,14,7,13,000,2019,01,06,4,3,5,3,2,1,1,0,0,0,0,"732523,249864229930000","5692414,072155706600000",12.338266832000045,51.33538706000007,0,7,7,7,Alt-West
133685,14,7,13,000,2019,01,16,3,3,6,4,0,0,0,1,0,0,1,"734908,552324116230000","5693528,362344000500000",12.37318344700003,51.344409160000055,0,0,0,0,Mitte
133687,14,7,13,000,2019,01,04,3,3,5,3,2,0,1,0,0,0,0,"738417,359233802180000","5699900,352701827900000",12.427745615000049,51.40014264200005,0,1,1,1,Nordost
133689,14,7,13,000,2019,01,16,3,3,9,1,0,0,1,0,0,1,0,"730428,125962703490000","5700987,136201687200000",12.31379952900005,51.41319929900004,1,8,8,8,Nordwest
133702,14,7,13,000,2019,01,18,2,3,2,2,2,0,1,0,0,0,0,"728041,522000001740000","5684241,646000001600000",12.26881706100005,51.263834934000045,1,5,5,5,Südwest
133730,14,7,13,000,2019,01,14,7,3,0,4,0,0,0,1,0,0,1,"735410,038428382020000","5693522,619589647300000",12.380367329000023,51.344150193000075,0,0,0,0,Mitte
133744,14,7,13,000,2019,01,09,6,2,2,6,0,0,1,0,0,0,0,"730357,504864577200000","5701044,422730021200000",12.312822957000037,51.413742238000054,0,8,8,8,Nordwest
133775,14,7,13,000,2019,01,17,5,3,5,3,2,0,1,0,0,0,0,"735062,533681083470000","5690249,598785892100000",12.37322780200003,51.31491407300007,0,4,4,4,Süd
133795,14,7,13,000,2019,01,16,4,3,4,2,2,0,1,0,0,0,0,"740887,751537336970000","5696362,685745406900000",12.460794749000058,51.36734705300006,0,2,2,2,Ost
133797,14,7,13,000,2019,01,19,4,2,3,6,2,0,1,0,0,0,0,"741917,580694153900000","5684686,069583414100000",12.46764169100004,51.26210603200008,0,3,3,3,Südost
133798,14,7,13,000,2019,01,16,4,3,5,3,1,1,1,0,0,0,0,"735174,070387811400000","5693551,205423917600000",12.377004151000051,51.34450444200007,0,0,0,0,Mitte
133807,14,7,13,000,2019,01,14,3,3,2,6,0,0,1,0,0,0,0,"732316,722774287690000","5692434,995196355500000",12.335320824000064,51.33565928100006,1,7,7,7,Alt-West
133841,14,7,13,000,2019,01,11,4,3,5,3,0,0,1,0,0,0,0,"742258,385004735550000","5694730,729139989200000",12.479336267000065,51.35211685400003,0,2,2,2,Ost
133843,14,7,13,000,2019,01,08,2,3,5,2,0,1,1,0,0,0,0,"736494,048000001350000","5694625,089999999900000",12.396636263000062,51.353596279000044,0,1,1,1,Nordost
133852,14,7,13,000,2019,01,22,2,2,8,1,2,0,1,0,0,0,0,"735813,587000002150000","5698214,968000002200000",12.389262446000032,51.38610245400008,2,9,9,9,Nord
133871,14,7,13,000,2019,01,02,3,2,9,1,2,0,0,0,0,1,0,"744526,981436498460000","5692993,143592461900000",12.510659506000025,51.33555051900004,2,2,2,2,Ost
133873,14,7,13,000,2019,01,05,3,2,8,1,2,0,1,0,0,1,0,"744573,167412871490000","5692796,015431178700000",12.511185940000075,51.33376141800005,2,2,2,2,Ost
133875,14,7,13,000,2019,01,15,3,3,6,4,0,0,0,1,0,0,1,"739074,694419216360000","5694940,924557309600000",12.433841782000059,51.35535153400008,1,2,2,2,Ost
133901,14,7,13,000,2019,01,20,2,3,6,4,2,0,1,1,0,0,0,"734105,423098985110000","5693267,424792535600000",12.36150066600004,51.34239812000004,1,0,0,0,Mitte
133904,14,7,13,000,2019,01,11,2,3,5,2,0,0,1,0,1,0,0,"732496,220553982070000","5692412,357039945200000",12.337878368000077,51.33538271400005,0,7,7,7,Alt-West
133906,14,7,13,000,2019,01,16,2,3,3,6,2,0,1,0,0,0,0,"728869,993823635390000","5698650,339562540900000",12.28992468000007,51.39285270900007,1,8,8,8,Nordwest
133908,14,7,13,000,2019,01,18,2,3,2,6,2,0,1,0,0,0,0,"732322,476088902910000","5692433,064423769700000",12.335402014000067,51.33563959900005,1,7,7,7,Alt-West
133925,14,7,13,000,2019,01,19,6,3,2,2,2,0,1,0,0,0,0,"726969,057543769480000","5686122,621579440300000",12.254664754000032,51.28114944500004,1,5,5,5,Südwest
133973,14,7,13,000,2019,01,15,7,3,4,2,0,0,1,0,0,0,0,"740891,048000000420000","5696352,698000002700000",12.46083525000006,51.36725601000006,1,2,2,2,Ost
133983,14,7,13,000,2019,01,09,5,3,5,3,0,1,0,0,0,0,1,"734633,341703763230000","5697039,065660947900000",12.371554353000022,51.37603618900005,1,9,9,9,Nord
134014,14,7,13,000,2019,01,10,4,3,6,2,0,0,1,1,0,0,0,"734469,642852154560000","5697039,181638388000000",12.369206534000057,51.37610483800006,1,9,9,9,Nord
134024,14,7,13,000,2019,01,12,6,3,2,6,0,0,1,0,0,0,0,"735860,338327688170000","5693713,627545774000000",12.386947811000027,51.34567810600004,0,0,0,0,Mitte
134074,14,7,13,000,2019,03,17,3,3,2,6,0,0,1,0,0,0,0,"734692,174000000580000","5693506,059999998700000",12.37006742400007,51.34429832400008,0,0,0,0,Mitte
134076,14,7,13,000,2019,03,11,3,3,6,2,0,0,1,1,0,0,0,"731842,857774238100000","5692529,601808819900000",12.32859155500006,51.33670191600004,0,7,7,7,Alt-West
134083,14,7,13,000,2019,03,19,3,3,2,6,2,0,1,0,0,0,0,"742279,769581028260000","5694734,823113497300000",12.479645573000028,51.352144484000064,0,2,2,2,Ost
134100,14,7,13,000,2019,03,13,1,3,5,3,0,1,1,0,0,0,0,"736470,376053725370000","5693236,436694296100000",12.395374557000025,51.34114135600004,1,2,2,2,Ost
134107,14,7,13,000,2019,02,13,7,3,2,2,0,0,1,0,0,0,0,"736145,481966907160000","5701499,008151177300000",12.39620866200005,51.415442314000074,0,9,9,9,Nord
134112,14,7,13,000,2019,02,13,7,3,2,2,0,0,1,0,0,0,0,"727017,825536656190000","5690024,547610905000000",12.257844096000042,51.316159569000035,0,6,6,6,West
134113,14,7,13,000,2019,02,18,7,3,2,2,2,0,1,0,0,0,0,"735970,695997822100000","5697123,956920752300000",12.390791730000046,51.37624409400007,0,9,9,9,Nord
134129,14,7,13,000,2019,03,09,2,3,2,6,0,0,1,0,0,0,0,"736260,870529995300000","5690290,757865725100000",12.390419376000068,51.31478735400003,0,0,0,0,Mitte
134132,14,7,13,000,2019,03,13,2,2,6,4,0,0,1,1,0,0,0,"728219,798862199300000","5690334,750711334900000",12.275261490000048,51.31846362700003,0,6,6,6,West
134155,14,7,13,000,2019,02,10,6,3,5,3,0,0,1,0,0,0,0,"727199,550000001680000","5693381,956000000200000",12.262588102000052,51.34622787700005,0,7,7,7,Alt-West
134206,14,7,13,000,2019,03,19,1,3,2,6,2,0,1,0,0,1,0,"732614,728000001050000","5692409,648000001900000",12.33957487300006,51.33530993800008,1,7,7,7,Alt-West
134216,14,7,13,000,2019,03,06,6,3,5,3,2,0,1,0,0,0,0,"730960,953712421470000","5697340,234094293800000",12.319075699000052,51.38024513900007,0,8,8,8,Nordwest
134219,14,7,13,000,2019,03,11,6,2,8,1,0,0,1,0,0,0,0,"730603,553306509740000","5683087,422537956400000",12.304733003000024,51.25244289700004,1,5,5,5,Südwest
134220,14,7,13,000,2019,02,03,5,3,3,6,2,0,1,0,0,1,0,"742840,960627010090000","5695492,655388260300000",12.488206582000032,51.35870676300004,0,2,2,2,Ost
134221,14,7,13,000,2019,03,22,6,3,2,6,2,0,1,0,1,0,0,"731132,281295524910000","5700394,350569836800000",12.323521495000023,51.40759150200006,0,8,8,8,Nordwest
134275,14,7,13,000,2019,02,06,3,2,5,3,2,0,1,0,0,0,0,"735293,372111451810000","5690263,381604610000000",12.376543334000075,51.31494240900008,1,4,4,4,Süd
134302,14,7,13,000,2019,02,14,4,3,5,2,0,0,1,0,0,0,0,"728852,548477674830000","5682491,922413444100000",12.27930328900004,51.24780208800007,0,5,5,5,Südwest
134345,14,7,13,000,2019,02,11,3,2,2,6,0,0,1,0,1,0,0,"736833,036225453950000","5691813,475741665800000",12.399626096000077,51.32821772900007,0,3,3,3,Südost
134371,14,7,13,000,2019,02,09,6,3,3,6,0,1,1,0,0,0,0,"735704,041660056450000","5697102,192922022200000",12.386952790000066,51.37615947000006,0,9,9,9,Nord
134386,14,7,13,000,2019,02,06,2,3,5,2,1,1,1,0,0,0,0,"727447,731331985440000","5690084,204669866700000",12.264040817000023,51.31652348400007,0,6,6,6,West
134388,14,7,13,000,2019,02,05,2,3,2,6,2,0,1,0,0,0,0,"736535,215417425150000","5696111,351470820600000",12.398214606000067,51.36692001100005,0,9,9,9,Nord
134405,14,7,13,000,2019,03,15,6,3,5,3,0,1,1,0,0,0,0,"733909,007561803800000","5693211,299288749700000",12.358648691000042,51.34197514500005,0,0,0,0,Mitte
134413,14,7,13,000,2019,02,13,5,3,2,2,0,0,1,0,0,0,0,"736060,694916749370000","5693821,423329213600000",12.389890992000062,51.346562550000044,0,0,0,0,Mitte
134415,14,7,13,000,2019,02,21,5,3,2,6,2,0,1,0,0,0,0,"727196,168713080700000","5693382,265370896100000",12.262539829000048,51.34623200600004,0,7,7,7,Alt-West
134424,14,7,13,000,2019,02,14,1,3,0,7,0,0,0,0,0,0,1,"735175,278798312880000","5697039,164906742100000",12.379327231000048,51.37581292200008,0,9,9,9,Nord
134427,14,7,13,000,2019,02,06,1,3,9,1,2,0,1,0,0,0,0,"732601,865000001150000","5696684,957000000400000",12.34218498000007,51.373693176000074,0,8,8,8,Nordwest
134451,14,7,13,000,2019,02,15,6,3,2,6,0,0,1,0,0,0,0,"743343,020248642190000","5695174,399697536600000",12.49518620400005,51.355635591000066,0,2,2,2,Ost
134454,14,7,13,000,2019,02,08,4,2,5,3,0,0,1,0,0,0,0,"736157,337757541800000","5700268,134841203700000",12.395559427000023,51.40438898300005,0,9,9,9,Nord
134456,14,7,13,000,2019,02,07,4,2,3,6,0,1,0,0,0,0,0,"736449,199000000950000","5693344,834000000700000",12.395143027000074,51.34212315500008,1,2,2,2,Ost
134457,14,7,30,270,2019,03,03,7,2,2,6,2,0,1,0,0,0,0,"729850,288667580110000","5701196,286008153100000",12.305640052000058,51.415311287000065,0,8,8,8,Nordwest
134467,14,7,13,000,2019,02,15,5,3,5,3,0,1,1,0,0,0,0,"736651,751333379190000","5694527,867985481400000",12.398832346000063,51.35265796200008,0,1,1,1,Nordost
134489,14,7,13,000,2019,02,10,4,3,0,3,0,0,1,0,0,0,0,"735290,940532511100000","5690263,258760469000000",12.376508424000065,51.31494231200003,0,4,4,4,Süd
134495,14,7,13,000,2019,02,14,3,2,5,1,0,0,1,0,0,0,0,"739729,575441933240000","5695488,552967604200000",12.443598622000025,51.35999102800008,0,1,1,1,Nordost
134516,14,7,13,000,2019,02,15,2,3,2,2,0,0,1,0,0,0,0,"729676,206047009680000","5692502,980770859900000",12.29752312100004,51.33734210100005,1,7,7,7,Alt-West
134518,14,7,13,000,2019,02,16,3,3,2,6,0,0,1,0,0,0,0,"734125,691898233260000","5693275,738394109500000",12.36179663200005,51.342464402000076,0,0,0,0,Mitte
134520,14,7,13,000,2019,02,16,3,3,5,2,0,1,1,0,0,0,0,"734771,657520798030000","5693525,541957404500000",12.37121949300007,51.34444038700008,0,0,0,0,Mitte
134558,14,7,13,000,2019,02,07,2,3,2,6,0,0,1,0,0,0,0,"731334,062250324520000","5697244,898669289400000",12.324365788000023,51.37923745200004,0,8,8,8,Nordwest
134562,14,7,13,000,2019,02,07,2,2,6,4,1,0,1,1,0,0,0,"728229,927262330430000","5690338,690692933300000",12.275409113000023,51.31849493500005,0,6,6,6,West
134576,14,7,13,000,2019,03,21,4,2,5,3,2,0,1,0,0,0,0,"738577,091000000950000","5694523,927999997500000",12.426428878000024,51.35181773100004,0,1,1,1,Nordost
134596,14,7,13,000,2019,03,12,6,3,3,2,0,0,1,0,0,0,0,"735035,325335722420000","5697039,272472346200000",12.377320008000027,51.37587182500005,0,9,9,9,Nord
134655,14,7,13,000,2019,04,15,2,3,2,6,0,0,1,0,1,0,0,"735918,960358743560000","5693761,483113363400000",12.387819751000052,51.34608334600006,0,0,0,0,Mitte
134661,14,7,13,000,2019,04,15,2,3,5,2,0,0,1,0,0,0,0,"736522,842149035070000","5690277,926184237000000",12.394163168000034,51.31456336800005,0,0,0,0,Mitte
134662,14,7,13,000,2019,04,20,2,3,4,6,2,1,0,0,0,0,0,"735133,194385053590000","5693542,913126822600000",12.376412806000076,51.34444691400006,0,0,0,0,Mitte
134711,14,7,13,000,2019,03,09,7,1,6,4,0,0,0,1,1,0,0,"733308,433656482960000","5693004,655790299200000",12.349905653000064,51.340366936000066,0,0,0,0,Mitte
134712,14,7,13,000,2019,03,14,7,3,6,4,0,0,1,1,0,0,0,"734361,774891455660000","5697039,173015574000000",12.367659399000047,51.376149285000054,0,9,9,9,Nord
134725,14,7,13,000,2019,04,17,2,3,4,2,0,0,1,0,0,0,0,"728852,569012509660000","5682491,965837160100000",12.279303610000056,51.24780247000007,0,5,5,5,Südwest
134760,14,7,13,000,2019,04,15,7,2,2,6,0,0,1,0,1,0,0,"730588,742717152460000","5701178,561456436300000",12.316229676000034,51.414852404000044,0,8,8,8,Nordwest
134784,14,7,13,000,2019,03,14,6,3,2,6,0,0,1,0,0,0,0,"728231,207570264120000","5690339,188737008700000",12.275427774000036,51.318498893000026,0,6,6,6,West
134808,14,7,13,000,2019,04,10,7,3,2,6,0,0,1,0,0,0,0,"741972,340901701710000","5694668,526647225000000",12.475193908000051,51.35168040100007,0,2,2,2,Ost
134864,14,7,13,000,2019,04,08,6,3,2,6,0,0,1,0,0,0,0,"736521,131533748470000","5692222,531957563000000",12.395428785000036,51.33201925900005,0,3,3,3,Südost
134868,14,7,13,000,2019,04,13,6,3,2,6,0,0,1,0,0,0,1,"739223,520195541900000","5698990,960191365300000",12.43870070500003,51.391640936000044,0,1,1,1,Nordost
134869,14,7,13,000,2019,04,09,6,2,5,2,0,0,1,0,0,0,0,"736545,044237220660000","5690285,862358929600000",12.394486436000022,51.31462537800007,0,0,0,0,Mitte
134895,14,7,13,000,2019,04,21,6,3,5,3,2,1,1,0,0,0,0,"732801,848242864010000","5692769,747279157900000",12.342491725000059,51.33846586700008,0,7,7,7,Alt-West
134917,14,7,13,000,2019,04,15,5,3,5,3,0,1,1,0,0,0,0,"736374,868334181610000","5692595,083282908400000",12.393580187000055,51.335424155000055,0,0,0,0,Mitte
134948,14,7,13,000,2019,04,18,5,3,6,4,0,0,1,1,0,0,0,"732397,260274150410000","5692410,476409336600000",12.336458985000036,51.33540627900004,0,7,7,7,Alt-West
134949,14,7,13,000,2019,04,07,5,3,6,2,0,0,1,1,0,0,0,"733909,950878933070000","5696954,867844568600000",12.361123446000022,51.375578801000074,0,9,9,9,Nord
134950,14,7,13,000,2019,03,09,4,3,3,6,0,0,1,0,0,0,0,"734925,250878693540000","5693492,667836636300000",12.373399235000022,51.344081853000034,0,0,0,0,Mitte
134951,14,7,13,000,2019,03,16,4,3,2,6,0,0,1,0,0,0,0,"738105,433315537870000","5690017,267695738000000",12.416656573000068,51.31156383700005,0,3,3,3,Südost
134956,14,7,30,270,2019,04,07,5,3,2,6,0,0,1,0,0,0,0,"728785,942848435600000","5701201,588868029400000",12.290363545000048,51.415789274000076,0,8,8,8,Nordwest
134994,14,7,13,000,2019,04,07,4,2,1,3,0,1,0,0,0,0,1,"734950,245042853990000","5693528,423022072800000",12.373781062000035,51.34439247700004,0,0,0,0,Mitte
135007,14,7,13,000,2019,03,13,3,3,5,3,0,1,1,0,0,0,0,"732961,861000000500000","5692856,990000000200000",12.344841994000035,51.339183485000035,0,7,7,7,Alt-West
135018,14,7,13,000,2019,03,15,3,2,2,2,0,0,1,0,1,0,0,"726965,781421981750000","5686125,756724534600000",12.254619848000061,51.28117889600003,0,5,5,5,Südwest
135037,14,7,13,000,2019,04,11,4,3,2,6,0,0,1,0,0,0,0,"735850,107559765690000","5693710,532880038000000",12.38679912300006,51.34565457200006,0,0,0,0,Mitte
135039,14,7,13,000,2019,04,15,4,3,5,3,0,1,1,0,0,0,0,"736244,682459599340000","5694031,871891446400000",12.392667778000032,51.34837515000004,0,0,0,0,Mitte
135060,14,7,13,000,2019,04,06,3,3,3,6,1,1,0,0,0,0,1,"733914,286663820970000","5693221,119063852400000",12.358730803000071,51.34206112000004,0,0,0,0,Mitte
135062,14,7,13,000,2019,04,10,3,3,2,6,0,0,1,0,0,0,0,"726942,689889909700000","5693405,498708142000000",12.258921005000047,51.34654182500003,0,7,7,7,Alt-West
135063,14,7,13,000,2019,04,07,3,3,2,2,0,0,1,0,0,0,0,"730892,470191093160000","5697445,576767446500000",12.31816176600006,51.38121863200007,0,8,8,8,Nordwest
135098,14,7,13,000,2019,03,13,1,2,2,6,0,0,1,0,0,0,0,"745357,542554782700000","5691193,997308837200000",12.521321231000059,51.31904550200005,0,2,2,2,Ost
135115,14,7,13,000,2019,04,19,3,3,4,2,0,0,1,0,0,0,0,"742267,923428214160000","5694732,536851137900000",12.479474218000064,51.35212901300008,0,2,2,2,Ost
135174,14,7,13,000,2019,04,17,2,3,8,1,0,0,1,0,0,0,0,"737976,564000001180000","5694384,009000001500000",12.417727096000021,51.35081356500007,1,1,1,1,Nordost
135175,14,7,13,000,2019,03,13,6,3,2,2,0,0,1,0,0,0,0,"741585,126156960610000","5696795,524706522000000",12.47108817700007,51.37093583700005,1,1,1,1,Nordost
135177,14,7,13,000,2019,03,20,1,2,0,1,2,1,0,0,0,0,0,"739997,978346033950000","5687988,365648467100000",12.442396793000057,51.29255807000004,0,3,3,3,Südost
135178,14,7,13,000,2019,03,14,1,2,8,1,0,0,0,0,0,1,0,"728059,419611561110000","5684152,010154390700000",12.269016018000059,51.263023074000046,0,5,5,5,Südwest
135181,14,7,13,000,2019,03,18,6,3,3,6,2,0,1,0,0,0,0,"736376,583377228120000","5692373,916623707900000",12.393458029000044,51.33343820600004,1,3,3,3,Südost
135198,14,7,13,000,2019,03,10,7,3,2,2,0,0,1,0,0,0,0,"727278,525109920650000","5690035,966544086100000",12.261586068000042,51.316158029000064,0,6,6,6,West
135201,14,7,13,000,2019,03,16,7,3,1,7,0,0,1,0,0,0,0,"732802,359153495170000","5692774,338792929400000",12.342502048000028,51.338506874000075,0,7,7,7,Alt-West
135205,14,7,13,000,2019,03,09,7,3,5,3,0,0,1,0,1,0,0,"732232,257502724420000","5698975,727352991700000",12.33838135600007,51.39440784300007,0,8,8,8,Nordwest
135206,14,7,30,340,2019,03,19,7,3,3,6,1,0,1,0,0,0,1,"743242,069659933450000","5695189,127620253700000",12.493749192000053,51.355810991000055,0,2,2,2,Ost
135214,14,7,13,000,2019,03,13,7,3,8,1,0,0,1,0,1,0,0,"734697,181501895190000","5693507,614019084700000",12.370140220000053,51.344310207000035,0,0,0,0,Mitte
135224,14,7,13,000,2019,04,17,1,3,2,2,0,0,1,0,0,0,0,"737157,010443081150000","5691092,933055825500000",12.403788427000052,51.32161508900003,1,0,0,0,Mitte
135228,14,7,13,000,2019,04,10,1,3,2,6,0,0,1,0,0,0,0,"728556,969164578240000","5693248,430640755200000",12.281960709000032,51.34448509300006,0,7,7,7,Alt-West
135295,14,7,13,000,2019,03,06,6,3,2,2,0,0,1,0,0,0,0,"735953,372963963080000","5693780,182793328500000",12.38832538400004,51.346236917000056,1,0,0,0,Mitte
135312,14,7,13,000,2019,04,10,6,3,5,3,0,0,0,0,0,1,1,"743118,810000000520000","5695105,695000000300000",12.491925313000024,51.35511490300007,0,2,2,2,Ost
135331,14,7,13,000,2019,03,10,3,3,5,2,0,1,1,0,0,0,0,"736319,191477544610000","5692436,267609359700000",12.392677009000067,51.334021730000075,0,3,3,3,Südost
135334,14,7,13,000,2019,04,10,5,3,2,6,0,0,1,0,0,0,0,"731623,013277668510000","5692680,052160784600000",12.325538764000044,51.33814206300008,0,7,7,7,Alt-West
135337,14,7,13,000,2019,04,21,5,3,2,2,2,0,1,0,0,0,0,"736348,011773072180000","5694739,681445844500000",12.394618880000053,51.35468561500005,0,1,1,1,Nordost
135338,14,7,13,000,2019,04,19,5,3,2,2,0,0,1,0,0,0,0,"727587,142555947420000","5685598,150437172500000",12.263178531000051,51.27619449100007,0,5,5,5,Südwest
135342,14,7,13,000,2019,03,08,5,2,4,2,0,0,1,0,0,0,0,"735719,375389613210000","5690283,430250808600000",12.382658456000058,51.31494610000004,1,4,4,4,Süd
135348,14,7,13,000,2019,03,19,3,2,4,2,2,0,1,0,0,0,0,"736674,241999999620000","5695573,730000002300000",12.399850421000053,51.362036369000066,0,9,9,9,Nord
135386,14,7,13,000,2019,04,08,4,3,2,6,0,0,1,0,0,0,0,"728907,315254009330000","5698647,585520714500000",12.290458436000051,51.39281293400006,0,8,8,8,Nordwest
135391,14,7,13,000,2019,04,20,4,3,5,3,2,1,1,0,0,0,0,"732965,162085819990000","5692858,301160657800000",12.34489016200007,51.33919390300008,0,7,7,7,Alt-West
135392,14,7,13,000,2019,04,16,4,3,5,3,0,0,1,0,0,0,0,"736984,514000002290000","5691373,097000002900000",12.40150359200004,51.324201748000064,0,3,3,3,Südost
135409,14,7,13,000,2019,03,21,4,2,5,3,1,1,1,0,0,0,0,"733541,637887825260000","5693067,704612303500000",12.353289252000025,51.340837167000075,1,0,0,0,Mitte
135458,14,7,13,000,2019,05,13,5,3,2,6,0,0,1,0,0,0,0,"729839,456771766770000","5693122,266912506900000",12.300262428000053,51.342835507000075,0,7,7,7,Alt-West
135461,14,7,13,000,2019,05,15,5,3,2,6,0,0,1,0,0,0,0,"728129,441944393330000","5683935,236828031000000",12.269879738000043,51.26104899400008,0,5,5,5,Südwest
135473,14,7,13,000,2019,05,09,4,3,5,3,0,1,1,0,0,0,0,"731713,214520337060000","5692645,695798303900000",12.326809140000023,51.33779690600005,0,7,7,7,Alt-West
135474,14,7,13,000,2019,05,12,4,1,3,2,0,1,0,0,0,1,0,"732886,741867761130000","5692826,843594236300000",12.343745703000025,51.33894364100007,0,7,7,7,Alt-West
135503,14,7,13,000,2019,06,16,2,3,1,6,0,0,1,0,0,0,0,"734151,777583126910000","5693286,783760532700000",12.36217776500007,51.34255280800005,0,0,0,0,Mitte
135507,14,7,13,000,2019,06,06,2,2,5,3,0,0,1,0,0,0,1,"735068,983369759280000","5690237,850780854000000",12.373312443000032,51.314805955000054,0,4,4,4,Süd
135513,14,7,13,000,2019,06,11,2,3,2,6,0,0,1,0,1,0,0,"743821,644782130610000","5695238,223736820700000",12.502090742000064,51.35600329300007,0,2,2,2,Ost
135530,14,7,13,000,2019,05,17,3,3,2,6,0,0,1,0,0,0,0,"734857,346329635010000","5693531,637554610100000",12.37245168000004,51.34445971400004,0,0,0,0,Mitte
135537,14,7,13,000,2019,05,23,3,2,9,1,2,0,1,0,0,0,0,"741953,138721842320000","5694654,728946149300000",12.474909293000053,51.35156473500007,0,2,2,2,Ost
135539,14,7,13,000,2019,05,21,4,2,5,3,2,1,1,0,0,0,0,"736544,596542540940000","5690276,951305501200000",12.394474114000047,51.31454557600006,1,0,0,0,Mitte
135564,14,7,13,000,2019,06,17,5,3,3,6,0,0,1,0,0,1,0,"737100,506957602690000","5699908,312929678700000",12.408854538000071,51.40076586600003,0,9,9,9,Nord
135571,14,7,13,000,2019,06,23,5,2,3,2,2,1,1,0,0,0,0,"732965,414919381030000","5692858,401583802000000",12.344893851000052,51.339194701000054,0,7,7,7,Alt-West
135574,14,7,13,000,2019,06,17,5,2,5,3,0,0,1,0,0,0,0,"743118,810000000520000","5695105,695000000300000",12.491925313000024,51.35511490300007,0,2,2,2,Ost
135581,14,7,13,000,2019,06,11,5,3,3,6,0,0,1,0,0,0,1,"737356,928000002170000","5690817,467000000200000",12.406468928000038,51.319059121000066,0,0,0,0,Mitte
135585,14,7,13,000,2019,06,14,5,3,5,3,0,1,1,0,0,0,0,"738455,090185669250000","5689672,375562170500000",12.421433819000072,51.30832172600003,0,3,3,3,Südost
135612,14,7,13,000,2019,06,15,1,2,2,6,0,0,1,0,0,0,0,"739339,324485435150000","5695166,792466931000000",12.437787255000046,51.35726749000003,0,2,2,2,Ost
135627,14,7,13,000,2019,05,16,2,3,1,6,0,0,1,0,0,0,0,"739294,849661207760000","5694469,721767637900000",12.436680958000068,51.351029477000054,0,2,2,2,Ost
135632,14,7,13,000,2019,05,15,2,3,4,2,0,0,1,0,0,0,0,"735602,011207744480000","5697095,317980000700000",12.385484854000026,51.37614009600003,0,9,9,9,Nord
135646,14,7,13,000,2019,05,08,2,3,5,3,0,0,1,0,1,0,0,"729681,419783743100000","5687337,037035586300000",12.294271345000027,51.29096466900006,0,5,5,5,Südwest
135660,14,7,13,000,2019,06,14,4,3,5,3,0,1,1,0,0,0,0,"736463,829107434490000","5693015,198422817500000",12.395133846000022,51.33915820500005,0,0,0,0,Mitte
135661,14,7,13,000,2019,05,19,2,3,0,5,0,1,1,0,0,0,0,"739940,817816349680000","5695651,131058327900000",12.446736776000023,51.36136111800005,0,2,2,2,Ost
135664,14,7,13,000,2019,06,10,4,3,5,3,0,1,1,0,0,0,0,"732964,407011938280000","5692858,001252317800000",12.34487914400006,51.33919152000004,0,7,7,7,Alt-West
135671,14,7,13,000,2019,06,16,4,3,2,6,0,0,1,0,0,0,0,"735883,932041573340000","5697444,573832206400000",12.389760116000048,51.37915805000006,1,9,9,9,Nord
